"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Croatia (HR)","Generation - Solar  [MW] Intraday / Croatia (HR)","Generation - Solar  [MW] Current / Croatia (HR)","Generation - Wind Offshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Offshore  [MW] Intraday / Croatia (HR)","Generation - Wind Offshore  [MW] Current / Croatia (HR)","Generation - Wind Onshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Onshore  [MW] Intraday / Croatia (HR)","Generation - Wind Onshore  [MW] Current / Croatia (HR)"
"07.11.2022 11:00 - 07.11.2022 12:00","31","31","31","n/e","n/e","n/e","158","157","142"
"07.11.2022 12:00 - 07.11.2022 13:00","30","30","30","n/e","n/e","n/e","158","158","147"
"07.11.2022 13:00 - 07.11.2022 14:00","27","27","27","n/e","n/e","n/e","159","160","113"
"07.11.2022 14:00 - 07.11.2022 15:00","19","19","19","n/e","n/e","n/e","109","110","104"
"07.11.2022 15:00 - 07.11.2022 16:00","10","10","10","n/e","n/e","n/e","92","91","86"
"07.11.2022 16:00 - 07.11.2022 17:00","2","2","2","n/e","n/e","n/e","99","99","99"
"07.11.2022 17:00 - 07.11.2022 18:00","0","0","0","n/e","n/e","n/e","114","115","100"
"07.11.2022 18:00 - 07.11.2022 19:00","0","0","0","n/e","n/e","n/e","118","119","119"
"07.11.2022 19:00 - 07.11.2022 20:00","0","0","0","n/e","n/e","n/e","116","116","141"
"07.11.2022 20:00 - 07.11.2022 21:00","0","0","0","n/e","n/e","n/e","110","110","110"
"07.11.2022 21:00 - 07.11.2022 22:00","0","0","0","n/e","n/e","n/e","110","109","97"
"07.11.2022 22:00 - 07.11.2022 23:00","0","0","0","n/e","n/e","n/e","109","108","89"
"07.11.2022 23:00 - 08.11.2022 00:00","0","0","0","n/e","n/e","n/e","100","99","65"
"08.11.2022 00:00 - 08.11.2022 01:00","0","0","0","n/e","n/e","n/e","29","30","30"
"08.11.2022 01:00 - 08.11.2022 02:00","0","0","0","n/e","n/e","n/e","28","20","20"
"08.11.2022 02:00 - 08.11.2022 03:00","0","0","0","n/e","n/e","n/e","26","21","21"
"08.11.2022 03:00 - 08.11.2022 04:00","0","0","0","n/e","n/e","n/e","25","20","20"
"08.11.2022 04:00 - 08.11.2022 05:00","0","0","0","n/e","n/e","n/e","26","17","17"
"08.11.2022 05:00 - 08.11.2022 06:00","0","0","0","n/e","n/e","n/e","27","17","17"
"08.11.2022 06:00 - 08.11.2022 07:00","1","1","1","n/e","n/e","n/e","25","14","14"
"08.11.2022 07:00 - 08.11.2022 08:00","4","4","4","n/e","n/e","n/e","24","14","14"
"08.11.2022 08:00 - 08.11.2022 09:00","13","13","13","n/e","n/e","n/e","25","10","10"
"08.11.2022 09:00 - 08.11.2022 10:00","23","23","23","n/e","n/e","n/e","31","31","31"
"08.11.2022 10:00 - 08.11.2022 11:00","31","31","31","n/e","n/e","n/e","39","39","28"
"08.11.2022 11:00 - 08.11.2022 12:00","35","35","35","n/e","n/e","n/e","51","51","36"
"08.11.2022 12:00 - 08.11.2022 13:00","33","33","33","n/e","n/e","n/e","67","67","67"
"08.11.2022 13:00 - 08.11.2022 14:00","27","27","27","n/e","n/e","n/e","76","76","76"
"08.11.2022 14:00 - 08.11.2022 15:00","19","19","19","n/e","n/e","n/e","76","76","76"
"08.11.2022 15:00 - 08.11.2022 16:00","8","8","8","n/e","n/e","n/e","76","76","76"
"08.11.2022 16:00 - 08.11.2022 17:00","2","2","2","n/e","n/e","n/e","79","80","80"
"08.11.2022 17:00 - 08.11.2022 18:00","0","0","0","n/e","n/e","n/e","81","81","82"
"08.11.2022 18:00 - 08.11.2022 19:00","0","0","0","n/e","n/e","n/e","82","82","82"
"08.11.2022 19:00 - 08.11.2022 20:00","0","0","0","n/e","n/e","n/e","84","84","84"
"08.11.2022 20:00 - 08.11.2022 21:00","0","0","0","n/e","n/e","n/e","87","87","88"
"08.11.2022 21:00 - 08.11.2022 22:00","0","0","0","n/e","n/e","n/e","87","87","88"
"08.11.2022 22:00 - 08.11.2022 23:00","0","0","0","n/e","n/e","n/e","90","90","90"
"08.11.2022 23:00 - 09.11.2022 00:00","0","0","0","n/e","n/e","n/e","94","94","84"
"09.11.2022 00:00 - 09.11.2022 01:00","0","0","0","n/e","n/e","n/e","93","93","93"
"09.11.2022 01:00 - 09.11.2022 02:00","0","0","0","n/e","n/e","n/e","96","81","81"
"09.11.2022 02:00 - 09.11.2022 03:00","0","0","0","n/e","n/e","n/e","102","82","82"
"09.11.2022 03:00 - 09.11.2022 04:00","0","0","0","n/e","n/e","n/e","110","100","100"
"09.11.2022 04:00 - 09.11.2022 05:00","0","0","0","n/e","n/e","n/e","117","117","117"
"09.11.2022 05:00 - 09.11.2022 06:00","0","0","0","n/e","n/e","n/e","123","123","123"
"09.11.2022 06:00 - 09.11.2022 07:00","1","1","1","n/e","n/e","n/e","126","126","126"
"09.11.2022 07:00 - 09.11.2022 08:00","4","4","4","n/e","n/e","n/e","129","159","159"
"09.11.2022 08:00 - 09.11.2022 09:00","11","11","11","n/e","n/e","n/e","129","144","144"
"09.11.2022 09:00 - 09.11.2022 10:00","20","20","20","n/e","n/e","n/e","132","132","132"
"09.11.2022 10:00 - 09.11.2022 11:00","27","27","27","n/e","n/e","n/e","141","141","141"
"09.11.2022 11:00 - 09.11.2022 12:00","30","30","30","n/e","n/e","n/e","149","149","149"
"09.11.2022 12:00 - 09.11.2022 13:00","29","29","29","n/e","n/e","n/e","153","153","152"
"09.11.2022 13:00 - 09.11.2022 14:00","25","25","25","n/e","n/e","n/e","153","153","153"
"09.11.2022 14:00 - 09.11.2022 15:00","17","17","17","n/e","n/e","n/e","150","150","150"
"09.11.2022 15:00 - 09.11.2022 16:00","8","8","8","n/e","n/e","n/e","141","141","141"
"09.11.2022 16:00 - 09.11.2022 17:00","2","2","2","n/e","n/e","n/e","129","129","129"
"09.11.2022 17:00 - 09.11.2022 18:00","0","0","0","n/e","n/e","n/e","123","123","107"
"09.11.2022 18:00 - 09.11.2022 19:00","0","0","0","n/e","n/e","n/e","118","118","118"
"09.11.2022 19:00 - 09.11.2022 20:00","0","0","0","n/e","n/e","n/e","107","107","106"
"09.11.2022 20:00 - 09.11.2022 21:00","0","0","0","n/e","n/e","n/e","101","101","100"
"09.11.2022 21:00 - 09.11.2022 22:00","0","0","0","n/e","n/e","n/e","98","98","101"
"09.11.2022 22:00 - 09.11.2022 23:00","0","0","0","n/e","n/e","n/e","100","100","113"
"09.11.2022 23:00 - 10.11.2022 00:00","0","0","0","n/e","n/e","n/e","96","96","86"
"10.11.2022 00:00 - 10.11.2022 01:00","0","0","0","n/e","n/e","n/e","110","74","74"
"10.11.2022 01:00 - 10.11.2022 02:00","0","0","0","n/e","n/e","n/e","117","80","80"
"10.11.2022 02:00 - 10.11.2022 03:00","0","0","0","n/e","n/e","n/e","119","91","91"
"10.11.2022 03:00 - 10.11.2022 04:00","0","0","0","n/e","n/e","n/e","117","90","90"
"10.11.2022 04:00 - 10.11.2022 05:00","0","0","0","n/e","n/e","n/e","110","76","76"
"10.11.2022 05:00 - 10.11.2022 06:00","0","0","0","n/e","n/e","n/e","102","73","73"
"10.11.2022 06:00 - 10.11.2022 07:00","0","0","0","n/e","n/e","n/e","95","68","68"
"10.11.2022 07:00 - 10.11.2022 08:00","2","2","2","n/e","n/e","n/e","83","72","72"
"10.11.2022 08:00 - 10.11.2022 09:00","8","8","8","n/e","n/e","n/e","60","55","55"
"10.11.2022 09:00 - 10.11.2022 10:00","11","11","11","n/e","n/e","n/e","38","29","19"
"10.11.2022 10:00 - 10.11.2022 11:00","15","15","15","n/e","n/e","n/e","26","23","16"
"10.11.2022 11:00 - 10.11.2022 12:00","15","15","15","n/e","n/e","n/e","21","19","12"
"10.11.2022 12:00 - 10.11.2022 13:00","14","14","14","n/e","n/e","n/e","25","24","23"
"10.11.2022 13:00 - 10.11.2022 14:00","11","11","11","n/e","n/e","n/e","51","52","37"
"10.11.2022 14:00 - 10.11.2022 15:00","6","6","6","n/e","n/e","n/e","93","94","59"
"10.11.2022 15:00 - 10.11.2022 16:00","3","3","3","n/e","n/e","n/e","136","137","139"
"10.11.2022 16:00 - 10.11.2022 17:00","1","1","1","n/e","n/e","n/e","194","192","195"
"10.11.2022 17:00 - 10.11.2022 18:00","0","0","0","n/e","n/e","n/e","272","265","287"
"10.11.2022 18:00 - 10.11.2022 19:00","0","0","0","n/e","n/e","n/e","353","342","384"
"10.11.2022 19:00 - 10.11.2022 20:00","0","0","0","n/e","n/e","n/e","418","404","428"
"10.11.2022 20:00 - 10.11.2022 21:00","0","0","0","n/e","n/e","n/e","471","460","466"
"10.11.2022 21:00 - 10.11.2022 22:00","0","0","0","n/e","n/e","n/e","515","509","522"
"10.11.2022 22:00 - 10.11.2022 23:00","0","0","0","n/e","n/e","n/e","545","541","563"
"10.11.2022 23:00 - 11.11.2022 00:00","0","0","0","n/e","n/e","n/e","567","564","593"
"11.11.2022 00:00 - 11.11.2022 01:00","0","0","0","n/e","n/e","n/e","581","616","616"
"11.11.2022 01:00 - 11.11.2022 02:00","0","0","0","n/e","n/e","n/e","586","627","627"
"11.11.2022 02:00 - 11.11.2022 03:00","0","0","0","n/e","n/e","n/e","584","629","629"
"11.11.2022 03:00 - 11.11.2022 04:00","0","0","0","n/e","n/e","n/e","573","607","607"
"11.11.2022 04:00 - 11.11.2022 05:00","0","0","0","n/e","n/e","n/e","569","590","590"
"11.11.2022 05:00 - 11.11.2022 06:00","0","0","0","n/e","n/e","n/e","567","588","588"
"11.11.2022 06:00 - 11.11.2022 07:00","1","1","1","n/e","n/e","n/e","573","592","592"
"11.11.2022 07:00 - 11.11.2022 08:00","4","4","4","n/e","n/e","n/e","575","609","609"
"11.11.2022 08:00 - 11.11.2022 09:00","12","12","12","n/e","n/e","n/e","549","560","560"
"11.11.2022 09:00 - 11.11.2022 10:00","20","20","20","n/e","n/e","n/e","523","517","523"
"11.11.2022 10:00 - 11.11.2022 11:00","26","26","26","n/e","n/e","n/e","507","499","486"
"11.11.2022 11:00 - 11.11.2022 12:00","28","28","28","n/e","n/e","n/e","491","479","481"
"11.11.2022 12:00 - 11.11.2022 13:00","26","26","26","n/e","n/e","n/e","481","466","462"
"11.11.2022 13:00 - 11.11.2022 14:00","20","20","20","n/e","n/e","n/e","483","467","475"
"11.11.2022 14:00 - 11.11.2022 15:00","13","13","13","n/e","n/e","n/e","493","479","465"
"11.11.2022 15:00 - 11.11.2022 16:00","7","7","7","n/e","n/e","n/e","510","498","483"
"11.11.2022 16:00 - 11.11.2022 17:00","2","2","2","n/e","n/e","n/e","542","534","566"
"11.11.2022 17:00 - 11.11.2022 18:00","0","0","0","n/e","n/e","n/e","558","557","612"
"11.11.2022 18:00 - 11.11.2022 19:00","0","0","0","n/e","n/e","n/e","561","565","604"
"11.11.2022 19:00 - 11.11.2022 20:00","0","0","0","n/e","n/e","n/e","564","572","598"
"11.11.2022 20:00 - 11.11.2022 21:00","0","0","0","n/e","n/e","n/e","572","581","550"
"11.11.2022 21:00 - 11.11.2022 22:00","0","0","0","n/e","n/e","n/e","573","583","562"
"11.11.2022 22:00 - 11.11.2022 23:00","0","0","0","n/e","n/e","n/e","561","571","589"
"11.11.2022 23:00 - 12.11.2022 00:00","0","0","0","n/e","n/e","n/e","551","561","597"
"12.11.2022 00:00 - 12.11.2022 01:00","0","0","0","n/e","n/e","n/e","514","550","550"
"12.11.2022 01:00 - 12.11.2022 02:00","0","0","0","n/e","n/e","n/e","491","519","519"
"12.11.2022 02:00 - 12.11.2022 03:00","0","0","0","n/e","n/e","n/e","464","482","482"
"12.11.2022 03:00 - 12.11.2022 04:00","0","0","0","n/e","n/e","n/e","439","475","475"
"12.11.2022 04:00 - 12.11.2022 05:00","0","0","0","n/e","n/e","n/e","429","455","455"
"12.11.2022 05:00 - 12.11.2022 06:00","0","0","0","n/e","n/e","n/e","430","455","455"
"12.11.2022 06:00 - 12.11.2022 07:00","0","0","0","n/e","n/e","n/e","436","461","461"
"12.11.2022 07:00 - 12.11.2022 08:00","3","3","3","n/e","n/e","n/e","455","464","464"
"12.11.2022 08:00 - 12.11.2022 09:00","7","7","7","n/e","n/e","n/e","475","475","475"
"12.11.2022 09:00 - 12.11.2022 10:00","11","11","11","n/e","n/e","n/e","496","537","537"
"12.11.2022 10:00 - 12.11.2022 11:00","16","16","16","n/e","n/e","n/e","507","507","527"
"12.11.2022 11:00 - 12.11.2022 12:00","19","19","19","n/e","n/e","n/e","522","521","551"
"12.11.2022 12:00 - 12.11.2022 13:00","20","20","20","n/e","n/e","n/e","546","543","591"
"12.11.2022 13:00 - 12.11.2022 14:00","18","18","18","n/e","n/e","n/e","565","558","608"
"12.11.2022 14:00 - 12.11.2022 15:00","12","12","12","n/e","n/e","n/e","577","572","626"
"12.11.2022 15:00 - 12.11.2022 16:00","7","7","7","n/e","n/e","n/e","591","591","623"
"12.11.2022 16:00 - 12.11.2022 17:00","2","2","2","n/e","n/e","n/e","619","618","619"
"12.11.2022 17:00 - 12.11.2022 18:00","0","0","0","n/e","n/e","n/e","642","641","642"
"12.11.2022 18:00 - 12.11.2022 19:00","0","0","0","n/e","n/e","n/e","642","646","647"
"12.11.2022 19:00 - 12.11.2022 20:00","0","0","0","n/e","n/e","n/e","633","640","669"
"12.11.2022 20:00 - 12.11.2022 21:00","0","0","0","n/e","n/e","n/e","614","621","646"
"12.11.2022 21:00 - 12.11.2022 22:00","0","0","0","n/e","n/e","n/e","599","605","636"
"12.11.2022 22:00 - 12.11.2022 23:00","0","0","0","n/e","n/e","n/e","586","590","627"
"12.11.2022 23:00 - 13.11.2022 00:00","0","0","0","n/e","n/e","n/e","563","565","601"
"13.11.2022 00:00 - 13.11.2022 01:00","0","0","0","n/e","n/e","n/e","581","574","574"
"13.11.2022 01:00 - 13.11.2022 02:00","0","0","0","n/e","n/e","n/e","573","548","548"
"13.11.2022 02:00 - 13.11.2022 03:00","0","0","0","n/e","n/e","n/e","563","528","528"
"13.11.2022 03:00 - 13.11.2022 04:00","0","0","0","n/e","n/e","n/e","558","524","524"
"13.11.2022 04:00 - 13.11.2022 05:00","0","0","0","n/e","n/e","n/e","554","520","520"
"13.11.2022 05:00 - 13.11.2022 06:00","0","0","0","n/e","n/e","n/e","545","511","511"
"13.11.2022 06:00 - 13.11.2022 07:00","1","1","1","n/e","n/e","n/e","522","499","499"
"13.11.2022 07:00 - 13.11.2022 08:00","3","3","3","n/e","n/e","n/e","494","512","512"
"13.11.2022 08:00 - 13.11.2022 09:00","8","8","8","n/e","n/e","n/e","452","481","481"
"13.11.2022 09:00 - 13.11.2022 10:00","16","16","16","n/e","n/e","n/e","402","437","457"
"13.11.2022 10:00 - 13.11.2022 11:00","21","21","21","n/e","n/e","n/e","367","369","434"
"13.11.2022 11:00 - 13.11.2022 12:00","24","24","24","n/e","n/e","n/e","360","367","417"
"13.11.2022 12:00 - 13.11.2022 13:00","21","21","21","n/e","n/e","n/e","378","390","428"
"13.11.2022 13:00 - 13.11.2022 14:00","17","17","17","n/e","n/e","n/e","416","431","471"
"13.11.2022 14:00 - 13.11.2022 15:00","10","10","10","n/e","n/e","n/e","460","476","518"
"13.11.2022 15:00 - 13.11.2022 16:00","5","5","5","n/e","n/e","n/e","505","524","558"
"13.11.2022 16:00 - 13.11.2022 17:00","1","1","1","n/e","n/e","n/e","529","553","590"
"13.11.2022 17:00 - 13.11.2022 18:00","0","0","0","n/e","n/e","n/e","518","540","561"
"13.11.2022 18:00 - 13.11.2022 19:00","0","0","0","n/e","n/e","n/e","483","495","522"
"13.11.2022 19:00 - 13.11.2022 20:00","0","0","0","n/e","n/e","n/e","434","432","464"
"13.11.2022 20:00 - 13.11.2022 21:00","0","0","0","n/e","n/e","n/e","369","355","364"
"13.11.2022 21:00 - 13.11.2022 22:00","0","0","0","n/e","n/e","n/e","298","285","293"
"13.11.2022 22:00 - 13.11.2022 23:00","0","0","0","n/e","n/e","n/e","243","232","240"
"13.11.2022 23:00 - 14.11.2022 00:00","0","0","0","n/e","n/e","n/e","208","198","205"
"14.11.2022 00:00 - 14.11.2022 01:00","0","0","0","n/e","n/e","n/e","187","182","182"
"14.11.2022 01:00 - 14.11.2022 02:00","0","0","0","n/e","n/e","n/e","175","165","165"
"14.11.2022 02:00 - 14.11.2022 03:00","0","0","0","n/e","n/e","n/e","167","155","155"
"14.11.2022 03:00 - 14.11.2022 04:00","0","0","0","n/e","n/e","n/e","158","148","148"
"14.11.2022 04:00 - 14.11.2022 05:00","0","0","0","n/e","n/e","n/e","146","133","133"
"14.11.2022 05:00 - 14.11.2022 06:00","0","0","0","n/e","n/e","n/e","143","131","131"
"14.11.2022 06:00 - 14.11.2022 07:00","0","0","0","n/e","n/e","n/e","139","131","131"
"14.11.2022 07:00 - 14.11.2022 08:00","2","2","2","n/e","n/e","n/e","133","144","144"
"14.11.2022 08:00 - 14.11.2022 09:00","7","7","7","n/e","n/e","n/e","121","126","126"
"14.11.2022 09:00 - 14.11.2022 10:00","12","12","12","n/e","n/e","n/e","109","111","161"
"14.11.2022 10:00 - 14.11.2022 11:00","15","15","15","n/e","n/e","n/e","104","105","188"
"14.11.2022 11:00 - 14.11.2022 12:00","16","16","16","n/e","n/e","n/e","99","100","199"
"14.11.2022 12:00 - 14.11.2022 13:00","16","16","16","n/e","n/e","n/e","97","98","227"
"14.11.2022 13:00 - 14.11.2022 14:00","13","13","13","n/e","n/e","n/e","97","98","239"
"14.11.2022 14:00 - 14.11.2022 15:00","8","8","8","n/e","n/e","n/e","84","85","197"
"14.11.2022 15:00 - 14.11.2022 16:00","3","3","3","n/e","n/e","n/e","72","74","158"
"14.11.2022 16:00 - 14.11.2022 17:00","0","0","0","n/e","n/e","n/e","59","62","155"
"14.11.2022 17:00 - 14.11.2022 18:00","0","0","0","n/e","n/e","n/e","53","56","109"
"14.11.2022 18:00 - 14.11.2022 19:00","0","0","0","n/e","n/e","n/e","50","54","72"
"14.11.2022 19:00 - 14.11.2022 20:00","0","0","0","n/e","n/e","n/e","44","46","64"
"14.11.2022 20:00 - 14.11.2022 21:00","0","0","0","n/e","n/e","n/e","35","35","37"
"14.11.2022 21:00 - 14.11.2022 22:00","0","0","0","n/e","n/e","n/e","31","30","30"
"14.11.2022 22:00 - 14.11.2022 23:00","0","0","0","n/e","n/e","n/e","26","25","25"
"14.11.2022 23:00 - 15.11.2022 00:00","0","0","0","n/e","n/e","n/e","29","26","26"
"15.11.2022 00:00 - 15.11.2022 01:00","0","0","0","n/e","n/e","n/e","65","40","40"
"15.11.2022 01:00 - 15.11.2022 02:00","0","0","0","n/e","n/e","n/e","54","28","28"
"15.11.2022 02:00 - 15.11.2022 03:00","0","0","0","n/e","n/e","n/e","48","30","30"
"15.11.2022 03:00 - 15.11.2022 04:00","0","0","0","n/e","n/e","n/e","46","39","39"
"15.11.2022 04:00 - 15.11.2022 05:00","0","0","0","n/e","n/e","n/e","46","31","31"
"15.11.2022 05:00 - 15.11.2022 06:00","0","0","0","n/e","n/e","n/e","46","24","24"
"15.11.2022 06:00 - 15.11.2022 07:00","0","0","0","n/e","n/e","n/e","49","27","27"
"15.11.2022 07:00 - 15.11.2022 08:00","2","2","2","n/e","n/e","n/e","49","15","15"
"15.11.2022 08:00 - 15.11.2022 09:00","7","7","7","n/e","n/e","n/e","55","14","14"
"15.11.2022 09:00 - 15.11.2022 10:00","12","12","12","n/e","n/e","n/e","72","72","46"
"15.11.2022 10:00 - 15.11.2022 11:00","17","17","17","n/e","n/e","n/e","95","95","70"
"15.11.2022 11:00 - 15.11.2022 12:00","19","19","19","n/e","n/e","n/e","114","114","94"
"15.11.2022 12:00 - 15.11.2022 13:00","18","18","18","n/e","n/e","n/e","129","129","109"
"15.11.2022 13:00 - 15.11.2022 14:00","15","15","15","n/e","n/e","n/e","137","137","122"
"15.11.2022 14:00 - 15.11.2022 15:00","10","10","10","n/e","n/e","n/e","138","138","138"
"15.11.2022 15:00 - 15.11.2022 16:00","5","5","5","n/e","n/e","n/e","138","137","137"
"15.11.2022 16:00 - 15.11.2022 17:00","1","1","1","n/e","n/e","n/e","136","135","145"
"15.11.2022 17:00 - 15.11.2022 18:00","0","0","0","n/e","n/e","n/e","140","140","137"
"15.11.2022 18:00 - 15.11.2022 19:00","0","0","0","n/e","n/e","n/e","145","145","135"
"15.11.2022 19:00 - 15.11.2022 20:00","0","0","0","n/e","n/e","n/e","153","154","153"
"15.11.2022 20:00 - 15.11.2022 21:00","0","0","0","n/e","n/e","n/e","166","166","167"
"15.11.2022 21:00 - 15.11.2022 22:00","0","0","0","n/e","n/e","n/e","210","211","204"
"15.11.2022 22:00 - 15.11.2022 23:00","0","0","0","n/e","n/e","n/e","233","237","209"
"15.11.2022 23:00 - 16.11.2022 00:00","0","0","0","n/e","n/e","n/e","259","264","225"
"16.11.2022 00:00 - 16.11.2022 01:00","0","0","0","n/e","n/e","n/e","298","294","294"
"16.11.2022 01:00 - 16.11.2022 02:00","0","0","0","n/e","n/e","n/e","339","316","316"
"16.11.2022 02:00 - 16.11.2022 03:00","0","0","0","n/e","n/e","n/e","376","326","326"
"16.11.2022 03:00 - 16.11.2022 04:00","0","0","0","n/e","n/e","n/e","396","348","348"
"16.11.2022 04:00 - 16.11.2022 05:00","0","0","0","n/e","n/e","n/e","410","393","393"
"16.11.2022 05:00 - 16.11.2022 06:00","0","0","0","n/e","n/e","n/e","441","413","413"
"16.11.2022 06:00 - 16.11.2022 07:00","0","0","0","n/e","n/e","n/e","446","422","422"
"16.11.2022 07:00 - 16.11.2022 08:00","1","1","1","n/e","n/e","n/e","427","422","422"
"16.11.2022 08:00 - 16.11.2022 09:00","2","2","2","n/e","n/e","n/e","426","446","446"
"16.11.2022 09:00 - 16.11.2022 10:00","4","4","4","n/e","n/e","n/e","415","415","445"
"16.11.2022 10:00 - 16.11.2022 11:00","4","4","4","n/e","n/e","n/e","423","427","417"
"16.11.2022 11:00 - 16.11.2022 12:00","5","5","5","n/e","n/e","n/e","413","422","422"
"16.11.2022 12:00 - 16.11.2022 13:00","4","4","4","n/e","n/e","n/e","404","412","419"
"16.11.2022 13:00 - 16.11.2022 14:00","3","3","3","n/e","n/e","n/e","397","403","378"
"16.11.2022 14:00 - 16.11.2022 15:00","3","3","3","n/e","n/e","n/e","346","348","370"
"16.11.2022 15:00 - 16.11.2022 16:00","1","1","1","n/e","n/e","n/e","288","284","307"
"16.11.2022 16:00 - 16.11.2022 17:00","0","0","0","n/e","n/e","n/e","235","229","235"
"16.11.2022 17:00 - 16.11.2022 18:00","0","0","0","n/e","n/e","n/e","199","192","234"
"16.11.2022 18:00 - 16.11.2022 19:00","0","0","0","n/e","n/e","n/e","175","167","208"
"16.11.2022 19:00 - 16.11.2022 20:00","0","0","0","n/e","n/e","n/e","165","156","176"
"16.11.2022 20:00 - 16.11.2022 21:00","0","0","0","n/e","n/e","n/e","174","165","165"
"16.11.2022 21:00 - 16.11.2022 22:00","0","0","0","n/e","n/e","n/e","189","180","197"
"16.11.2022 22:00 - 16.11.2022 23:00","0","0","0","n/e","n/e","n/e","205","192","223"
"16.11.2022 23:00 - 17.11.2022 00:00","0","0","0","n/e","n/e","n/e","207","193","208"
"17.11.2022 00:00 - 17.11.2022 01:00","0","0","0","n/e","n/e","n/e","144","125","125"
"17.11.2022 01:00 - 17.11.2022 02:00","0","0","0","n/e","n/e","n/e","120","110","110"
"17.11.2022 02:00 - 17.11.2022 03:00","0","0","0","n/e","n/e","n/e","86","81","81"
"17.11.2022 03:00 - 17.11.2022 04:00","0","0","0","n/e","n/e","n/e","60","57","57"
"17.11.2022 04:00 - 17.11.2022 05:00","0","0","0","n/e","n/e","n/e","37","39","39"
"17.11.2022 05:00 - 17.11.2022 06:00","0","0","0","n/e","n/e","n/e","30","35","35"
"17.11.2022 06:00 - 17.11.2022 07:00","0","0","0","n/e","n/e","n/e","24","28","28"
"17.11.2022 07:00 - 17.11.2022 08:00","2","2","2","n/e","n/e","n/e","21","18","18"
"17.11.2022 08:00 - 17.11.2022 09:00","8","8","8","n/e","n/e","n/e","25","17","17"
"17.11.2022 09:00 - 17.11.2022 10:00","13","13","13","n/e","n/e","n/e","31","21","21"
"17.11.2022 10:00 - 17.11.2022 11:00","18","18","18","n/e","n/e","n/e","42","42","42"
"17.11.2022 11:00 - 17.11.2022 12:00","21","21","21","n/e","n/e","n/e","58","59","94"
"17.11.2022 12:00 - 17.11.2022 13:00","19","19","19","n/e","n/e","n/e","77","78","118"
"17.11.2022 13:00 - 17.11.2022 14:00","16","16","16","n/e","n/e","n/e","87","89","140"
"17.11.2022 14:00 - 17.11.2022 15:00","10","10","10","n/e","n/e","n/e","91","93","147"
"17.11.2022 15:00 - 17.11.2022 16:00","4","4","4","n/e","n/e","n/e","89","92","135"
"17.11.2022 16:00 - 17.11.2022 17:00","1","1","1","n/e","n/e","n/e","91","94","115"
"17.11.2022 17:00 - 17.11.2022 18:00","0","0","0","n/e","n/e","n/e","84","87","118"
"17.11.2022 18:00 - 17.11.2022 19:00","0","0","0","n/e","n/e","n/e","79","82","141"
"17.11.2022 19:00 - 17.11.2022 20:00","0","0","0","n/e","n/e","n/e","78","82","126"
"17.11.2022 20:00 - 17.11.2022 21:00","0","0","0","n/e","n/e","n/e","93","98","142"
"17.11.2022 21:00 - 17.11.2022 22:00","0","0","0","n/e","n/e","n/e","123","129","151"
"17.11.2022 22:00 - 17.11.2022 23:00","0","0","0","n/e","n/e","n/e","169","177","197"
"17.11.2022 23:00 - 18.11.2022 00:00","0","0","0","n/e","n/e","n/e","223","230","270"
