MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Latvia (LV),Generation - Solar  [MW] Intraday / Latvia (LV),Generation - Solar  [MW] Current / Latvia (LV),Generation - Wind Offshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Offshore  [MW] Intraday / Latvia (LV),Generation - Wind Offshore  [MW] Current / Latvia (LV),Generation - Wind Onshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Onshore  [MW] Intraday / Latvia (LV),Generation - Wind Onshore  [MW] Current / Latvia (LV)
10.01.2022 08:00 - 10.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
10.01.2022 09:00 - 10.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
10.01.2022 10:00 - 10.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
10.01.2022 11:00 - 10.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
10.01.2022 12:00 - 10.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,7,4,4
10.01.2022 13:00 - 10.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
10.01.2022 14:00 - 10.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
10.01.2022 15:00 - 10.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
10.01.2022 16:00 - 10.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
10.01.2022 17:00 - 10.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
10.01.2022 18:00 - 10.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
10.01.2022 19:00 - 10.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
10.01.2022 20:00 - 10.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
10.01.2022 21:00 - 10.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
10.01.2022 22:00 - 10.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
10.01.2022 23:00 - 11.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 00:00 - 11.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 01:00 - 11.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 02:00 - 11.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
11.01.2022 03:00 - 11.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 04:00 - 11.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 05:00 - 11.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 06:00 - 11.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 07:00 - 11.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
11.01.2022 08:00 - 11.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 09:00 - 11.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 10:00 - 11.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 11:00 - 11.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 12:00 - 11.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 13:00 - 11.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
11.01.2022 14:00 - 11.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 15:00 - 11.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 16:00 - 11.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
11.01.2022 17:00 - 11.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
11.01.2022 18:00 - 11.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
11.01.2022 19:00 - 11.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,13,12,12
11.01.2022 20:00 - 11.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,14,13,13
11.01.2022 21:00 - 11.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,13
11.01.2022 22:00 - 11.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
11.01.2022 23:00 - 12.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,11,8,8
12.01.2022 00:00 - 12.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,7,9,9
12.01.2022 01:00 - 12.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,8,10,10
12.01.2022 02:00 - 12.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
12.01.2022 03:00 - 12.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,11,13,13
12.01.2022 04:00 - 12.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,11,13,13
12.01.2022 05:00 - 12.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,11,15,15
12.01.2022 06:00 - 12.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,12,13,13
12.01.2022 07:00 - 12.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,11,13,13
12.01.2022 08:00 - 12.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
12.01.2022 09:00 - 12.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,12,13,13
12.01.2022 10:00 - 12.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
12.01.2022 11:00 - 12.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,14,13,13
12.01.2022 12:00 - 12.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,15,13,13
12.01.2022 13:00 - 12.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,15,13,13
12.01.2022 14:00 - 12.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
12.01.2022 15:00 - 12.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
12.01.2022 16:00 - 12.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
12.01.2022 17:00 - 12.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
12.01.2022 18:00 - 12.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,17,17,17
12.01.2022 19:00 - 12.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
12.01.2022 20:00 - 12.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
12.01.2022 21:00 - 12.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
12.01.2022 22:00 - 12.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
12.01.2022 23:00 - 13.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,27,32,32
13.01.2022 00:00 - 13.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
13.01.2022 01:00 - 13.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,32,33,33
13.01.2022 02:00 - 13.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
13.01.2022 03:00 - 13.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,29,32,32
13.01.2022 04:00 - 13.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,26,26,26
13.01.2022 05:00 - 13.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,25,26,26
13.01.2022 06:00 - 13.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,25,26,26
13.01.2022 07:00 - 13.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,21,27,27
13.01.2022 08:00 - 13.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,22,32,32
13.01.2022 09:00 - 13.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,20,24,24
13.01.2022 10:00 - 13.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,21,23,23
13.01.2022 11:00 - 13.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,20,24,24
13.01.2022 12:00 - 13.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
13.01.2022 13:00 - 13.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,18,26,26
13.01.2022 14:00 - 13.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
13.01.2022 15:00 - 13.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,29,28,28
13.01.2022 16:00 - 13.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,29,28,28
13.01.2022 17:00 - 13.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,31,30,30
13.01.2022 18:00 - 13.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,33,33,33
13.01.2022 19:00 - 13.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,34,34,34
13.01.2022 20:00 - 13.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,36,35,35
13.01.2022 21:00 - 13.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,37,37,37
13.01.2022 22:00 - 13.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,38,38,38
13.01.2022 23:00 - 14.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,40,49,49
14.01.2022 00:00 - 14.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,48,49,49
14.01.2022 01:00 - 14.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,49,49,49
14.01.2022 02:00 - 14.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,50,50,50
14.01.2022 03:00 - 14.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,52,52,52
14.01.2022 04:00 - 14.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
14.01.2022 05:00 - 14.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,53,53,53
14.01.2022 06:00 - 14.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,52,51,51
14.01.2022 07:00 - 14.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,50,49,49
14.01.2022 08:00 - 14.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,51,45,45
14.01.2022 09:00 - 14.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,53,47,47
14.01.2022 10:00 - 14.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,54,48,48
14.01.2022 11:00 - 14.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,54,48,48
14.01.2022 12:00 - 14.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,54,48,48
14.01.2022 13:00 - 14.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,54,48,48
14.01.2022 14:00 - 14.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,53,53,53
14.01.2022 15:00 - 14.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,53,53,53
14.01.2022 16:00 - 14.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,53,53,53
14.01.2022 17:00 - 14.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
14.01.2022 18:00 - 14.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
14.01.2022 19:00 - 14.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,52,52,52
14.01.2022 20:00 - 14.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
14.01.2022 21:00 - 14.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
14.01.2022 22:00 - 14.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,52,52,52
14.01.2022 23:00 - 15.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,53,47,47
15.01.2022 00:00 - 15.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,48,47,47
15.01.2022 01:00 - 15.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
15.01.2022 02:00 - 15.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,46,50,50
15.01.2022 03:00 - 15.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,45,49,49
15.01.2022 04:00 - 15.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,44,48,48
15.01.2022 05:00 - 15.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,43,42,42
15.01.2022 06:00 - 15.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,41,42,42
15.01.2022 07:00 - 15.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,40
15.01.2022 08:00 - 15.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,37,37,38
15.01.2022 09:00 - 15.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,35
15.01.2022 10:00 - 15.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,30,30,32
15.01.2022 11:00 - 15.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,26,25,28
15.01.2022 12:00 - 15.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
15.01.2022 13:00 - 15.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,20
15.01.2022 14:00 - 15.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
15.01.2022 15:00 - 15.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
15.01.2022 16:00 - 15.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,17,17,17
15.01.2022 17:00 - 15.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,17,17,17
15.01.2022 18:00 - 15.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,15,16,16
15.01.2022 19:00 - 15.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
15.01.2022 20:00 - 15.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
15.01.2022 21:00 - 15.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,9,10,10
15.01.2022 22:00 - 15.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
15.01.2022 23:00 - 16.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,7,12,12
16.01.2022 00:00 - 16.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
16.01.2022 01:00 - 16.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,11,9,9
16.01.2022 02:00 - 16.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
16.01.2022 03:00 - 16.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
16.01.2022 04:00 - 16.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,15,14,14
16.01.2022 05:00 - 16.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
16.01.2022 06:00 - 16.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
16.01.2022 07:00 - 16.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,25,26,26
16.01.2022 08:00 - 16.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,28,21,21
16.01.2022 09:00 - 16.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,26,14,14
16.01.2022 10:00 - 16.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,31,21,21
16.01.2022 11:00 - 16.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,36,37,37
16.01.2022 12:00 - 16.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,40,41,41
16.01.2022 13:00 - 16.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,44,45,45
16.01.2022 14:00 - 16.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,44,44,44
16.01.2022 15:00 - 16.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,46,46,46
16.01.2022 16:00 - 16.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,46,46,46
16.01.2022 17:00 - 16.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,46,45,45
16.01.2022 18:00 - 16.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
16.01.2022 19:00 - 16.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
16.01.2022 20:00 - 16.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
16.01.2022 21:00 - 16.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,43,44,44
16.01.2022 22:00 - 16.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
16.01.2022 23:00 - 17.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,45,44,44
17.01.2022 00:00 - 17.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,43,43,43
17.01.2022 01:00 - 17.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,45,44,44
17.01.2022 02:00 - 17.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,46,46,46
17.01.2022 03:00 - 17.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 04:00 - 17.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 05:00 - 17.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 06:00 - 17.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 07:00 - 17.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 08:00 - 17.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 09:00 - 17.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,47,48,48
17.01.2022 10:00 - 17.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,47,48,48
17.01.2022 11:00 - 17.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,47,48,48
17.01.2022 12:00 - 17.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,48,49,49
17.01.2022 13:00 - 17.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,49,49,49
17.01.2022 14:00 - 17.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,49,49,49
17.01.2022 15:00 - 17.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,48,48,48
17.01.2022 16:00 - 17.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,47
17.01.2022 17:00 - 17.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,46,46,46
17.01.2022 18:00 - 17.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,46,46,46
17.01.2022 19:00 - 17.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
17.01.2022 20:00 - 17.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,41,41,41
17.01.2022 21:00 - 17.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,40
17.01.2022 22:00 - 17.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,41,42,42
17.01.2022 23:00 - 18.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,41,40,40
18.01.2022 00:00 - 18.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,34,34,34
18.01.2022 01:00 - 18.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,36,36,36
18.01.2022 02:00 - 18.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,36,37,37
18.01.2022 03:00 - 18.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,34,35,35
18.01.2022 04:00 - 18.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,34,35,35
18.01.2022 05:00 - 18.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,34,31,31
18.01.2022 06:00 - 18.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,27,24,24
18.01.2022 07:00 - 18.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,16,17,17
18.01.2022 08:00 - 18.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
18.01.2022 09:00 - 18.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
18.01.2022 10:00 - 18.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,11,14,14
18.01.2022 11:00 - 18.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,12,14,14
18.01.2022 12:00 - 18.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,14,12,12
18.01.2022 13:00 - 18.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,11,9,9
18.01.2022 14:00 - 18.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
18.01.2022 15:00 - 18.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
18.01.2022 16:00 - 18.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
18.01.2022 17:00 - 18.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
18.01.2022 18:00 - 18.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
18.01.2022 19:00 - 18.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,15,14,14
18.01.2022 20:00 - 18.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,15,14,14
18.01.2022 21:00 - 18.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,18,19,19
18.01.2022 22:00 - 18.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,28,28,28
18.01.2022 23:00 - 19.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,33,27,27
19.01.2022 00:00 - 19.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,31,28,28
19.01.2022 01:00 - 19.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,29,26,26
19.01.2022 02:00 - 19.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,28,23,23
19.01.2022 03:00 - 19.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,22,17,17
19.01.2022 04:00 - 19.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,23,19,19
19.01.2022 05:00 - 19.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,28,19,19
19.01.2022 06:00 - 19.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,22,20,20
19.01.2022 07:00 - 19.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,27,18,18
19.01.2022 08:00 - 19.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,25,24,23
19.01.2022 09:00 - 19.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,22,22,25
19.01.2022 10:00 - 19.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,23,26,25
19.01.2022 11:00 - 19.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,26,25,31
19.01.2022 12:00 - 19.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,33,31,36
19.01.2022 13:00 - 19.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,41,36,41
19.01.2022 14:00 - 19.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,41,41,41
19.01.2022 15:00 - 19.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,40,40,40
19.01.2022 16:00 - 19.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,42,41,41
19.01.2022 17:00 - 19.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,43,44,44
19.01.2022 18:00 - 19.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,44,44,44
19.01.2022 19:00 - 19.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
19.01.2022 20:00 - 19.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
19.01.2022 21:00 - 19.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
19.01.2022 22:00 - 19.01.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,45,45,45
19.01.2022 23:00 - 20.01.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,46,51,51
20.01.2022 00:00 - 20.01.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,39,36,36
20.01.2022 01:00 - 20.01.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,40
20.01.2022 02:00 - 20.01.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,39,39,39
20.01.2022 03:00 - 20.01.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,39,39,39
20.01.2022 04:00 - 20.01.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,37,35,35
20.01.2022 05:00 - 20.01.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,30,36,36
20.01.2022 06:00 - 20.01.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,28,23,23
20.01.2022 07:00 - 20.01.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,26,29,29
20.01.2022 08:00 - 20.01.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,41
20.01.2022 09:00 - 20.01.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,40,40,40
20.01.2022 10:00 - 20.01.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,39,39,37
20.01.2022 11:00 - 20.01.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,35
20.01.2022 12:00 - 20.01.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,39,40,38
20.01.2022 13:00 - 20.01.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,40,40,39
20.01.2022 14:00 - 20.01.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,41,41,41
20.01.2022 15:00 - 20.01.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,40,39,39
20.01.2022 16:00 - 20.01.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,42,43,43
20.01.2022 17:00 - 20.01.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,42,42,42
20.01.2022 18:00 - 20.01.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,42,41,41
20.01.2022 19:00 - 20.01.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,42,42,42
20.01.2022 20:00 - 20.01.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,41,41,41
20.01.2022 21:00 - 20.01.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,40,41,41
