MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Netherlands (NL),Generation - Solar  [MW] Intraday / Netherlands (NL),Generation - Solar  [MW] Current / Netherlands (NL),Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Offshore  [MW] Intraday / Netherlands (NL),Generation - Wind Offshore  [MW] Current / Netherlands (NL),Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Onshore  [MW] Intraday / Netherlands (NL),Generation - Wind Onshore  [MW] Current / Netherlands (NL)
26.12.2022 15:15 - 26.12.2022 15:30,1497,1497,n/e,1482,1482,1482,3582,3582,3582
26.12.2022 15:30 - 26.12.2022 15:45,1379,1379,n/e,1476,1476,1476,3496,3496,3496
26.12.2022 15:45 - 26.12.2022 16:00,1256,1256,n/e,1469,1469,1469,3411,3411,3411
26.12.2022 16:00 - 26.12.2022 16:15,1135,1135,n/e,1463,1463,1463,3323,3323,3323
26.12.2022 16:15 - 26.12.2022 16:30,870,870,n/e,1467,1467,1467,3295,3295,3295
26.12.2022 16:30 - 26.12.2022 16:45,607,607,n/e,1482,1482,1482,3321,3321,3321
26.12.2022 16:45 - 26.12.2022 17:00,340,340,n/e,1496,1496,1496,3347,3347,3347
26.12.2022 17:00 - 26.12.2022 17:15,75,75,n/e,1511,1511,1511,3371,3371,3371
26.12.2022 17:15 - 26.12.2022 17:30,58,58,n/e,1520,1520,1520,3395,3395,3395
26.12.2022 17:30 - 26.12.2022 17:45,39,39,n/e,1525,1525,1525,3412,3412,3412
26.12.2022 17:45 - 26.12.2022 18:00,20,20,n/e,1529,1529,1529,3427,3427,3427
26.12.2022 18:00 - 26.12.2022 18:15,0,0,n/e,1534,1534,1534,3443,3443,3443
26.12.2022 18:15 - 26.12.2022 18:30,0,0,n/e,1537,1537,1537,3455,3455,3455
26.12.2022 18:30 - 26.12.2022 18:45,0,0,n/e,1540,1540,1540,3460,3460,3460
26.12.2022 18:45 - 26.12.2022 19:00,0,0,n/e,1542,1542,1542,3468,3468,3468
26.12.2022 19:00 - 26.12.2022 19:15,0,0,n/e,1544,1544,1544,3472,3472,3472
26.12.2022 19:15 - 26.12.2022 19:30,0,0,n/e,1547,1547,1547,3496,3496,3496
26.12.2022 19:30 - 26.12.2022 19:45,0,0,n/e,1550,1550,1550,3535,3535,3535
26.12.2022 19:45 - 26.12.2022 20:00,0,0,n/e,1552,1552,1552,3576,3576,3576
26.12.2022 20:00 - 26.12.2022 20:15,0,0,n/e,1555,1555,1555,3615,3615,3615
26.12.2022 20:15 - 26.12.2022 20:30,0,0,n/e,1557,1557,1557,3654,3654,3654
26.12.2022 20:30 - 26.12.2022 20:45,0,0,n/e,1560,1560,1560,3689,3689,3689
26.12.2022 20:45 - 26.12.2022 21:00,0,0,n/e,1563,1563,1563,3726,3726,3726
26.12.2022 21:00 - 26.12.2022 21:15,0,0,n/e,1566,1566,1566,3760,3760,3760
26.12.2022 21:15 - 26.12.2022 21:30,0,0,n/e,1569,1569,1569,3793,3793,3793
26.12.2022 21:30 - 26.12.2022 21:45,0,0,n/e,1573,1573,1573,3817,3817,3817
26.12.2022 21:45 - 26.12.2022 22:00,0,0,n/e,1577,1577,1577,3847,3847,3847
26.12.2022 22:00 - 26.12.2022 22:15,0,0,n/e,1581,1581,1581,3872,3872,3872
26.12.2022 22:15 - 26.12.2022 22:30,0,0,n/e,1584,1584,1584,3889,3889,3889
26.12.2022 22:30 - 26.12.2022 22:45,0,0,n/e,1585,1585,1585,3891,3891,3891
26.12.2022 22:45 - 26.12.2022 23:00,0,0,n/e,1587,1587,1587,3895,3895,3895
26.12.2022 23:00 - 26.12.2022 23:15,0,0,n/e,1588,1588,1588,3898,3898,3898
26.12.2022 23:15 - 26.12.2022 23:30,0,0,n/e,1589,1589,1589,3902,3902,3902
26.12.2022 23:30 - 26.12.2022 23:45,0,0,n/e,1589,1589,1589,3905,3905,3905
26.12.2022 23:45 - 27.12.2022 00:00,0,0,n/e,1589,1589,1589,3909,3909,3909
27.12.2022 00:00 - 27.12.2022 00:15,0,0,n/e,1564,1564,1564,3875,3875,3875
27.12.2022 00:15 - 27.12.2022 00:30,0,0,n/e,1569,1569,1569,3902,3902,3902
27.12.2022 00:30 - 27.12.2022 00:45,0,0,n/e,1576,1576,1576,3936,3936,3936
27.12.2022 00:45 - 27.12.2022 01:00,0,0,n/e,1583,1583,1583,3973,3973,3973
27.12.2022 01:00 - 27.12.2022 01:15,0,0,n/e,1590,1590,1590,4008,4008,4008
27.12.2022 01:15 - 27.12.2022 01:30,0,0,n/e,1592,1592,1592,4014,4014,4014
27.12.2022 01:30 - 27.12.2022 01:45,0,0,n/e,1590,1590,1590,3990,3990,3990
27.12.2022 01:45 - 27.12.2022 02:00,0,0,n/e,1588,1588,1588,3968,3968,3968
27.12.2022 02:00 - 27.12.2022 02:15,0,0,n/e,1586,1586,1586,3944,3944,3944
27.12.2022 02:15 - 27.12.2022 02:30,0,0,n/e,1584,1584,1584,3921,3921,3921
27.12.2022 02:30 - 27.12.2022 02:45,0,0,n/e,1583,1583,1583,3901,3901,3901
27.12.2022 02:45 - 27.12.2022 03:00,0,0,n/e,1581,1581,1581,3883,3883,3883
27.12.2022 03:00 - 27.12.2022 03:15,0,0,n/e,1580,1580,1580,3864,3864,3864
27.12.2022 03:15 - 27.12.2022 03:30,0,0,n/e,1578,1578,1578,3841,3841,3841
27.12.2022 03:30 - 27.12.2022 03:45,0,0,n/e,1575,1575,1575,3817,3817,3817
27.12.2022 03:45 - 27.12.2022 04:00,0,0,n/e,1572,1572,1572,3794,3794,3794
27.12.2022 04:00 - 27.12.2022 04:15,0,0,n/e,1569,1569,1569,3771,3771,3771
27.12.2022 04:15 - 27.12.2022 04:30,0,0,n/e,1561,1561,1561,3710,3710,3710
27.12.2022 04:30 - 27.12.2022 04:45,0,0,n/e,1549,1549,1549,3614,3614,3614
27.12.2022 04:45 - 27.12.2022 05:00,0,0,n/e,1536,1536,1536,3518,3518,3518
27.12.2022 05:00 - 27.12.2022 05:15,0,0,n/e,1524,1524,1524,3419,3419,3419
27.12.2022 05:15 - 27.12.2022 05:30,0,0,n/e,1502,1502,1502,3320,3320,3320
27.12.2022 05:30 - 27.12.2022 05:45,0,0,n/e,1471,1471,1471,3214,3214,3214
27.12.2022 05:45 - 27.12.2022 06:00,0,0,n/e,1440,1440,1440,3109,3109,3109
27.12.2022 06:00 - 27.12.2022 06:15,0,0,n/e,1409,1409,1409,3001,3001,3001
27.12.2022 06:15 - 27.12.2022 06:30,0,0,n/e,1374,1374,1374,2891,2891,2891
27.12.2022 06:30 - 27.12.2022 06:45,0,0,n/e,1333,1333,1333,2773,2773,2773
27.12.2022 06:45 - 27.12.2022 07:00,0,0,n/e,1292,1292,1292,2658,2658,2658
27.12.2022 07:00 - 27.12.2022 07:15,0,0,n/e,1251,1251,1251,2539,2539,2539
27.12.2022 07:15 - 27.12.2022 07:30,0,0,n/e,1213,1213,1213,2444,2444,2444
27.12.2022 07:30 - 27.12.2022 07:45,0,0,n/e,1177,1177,1177,2371,2371,2371
27.12.2022 07:45 - 27.12.2022 08:00,0,0,n/e,1141,1141,1141,2298,2298,2298
27.12.2022 08:00 - 27.12.2022 08:15,0,0,n/e,1104,1104,1104,2225,2225,2225
27.12.2022 08:15 - 27.12.2022 08:30,0,0,n/e,1068,1068,1068,2155,2155,2155
27.12.2022 08:30 - 27.12.2022 08:45,1,1,n/e,1031,1031,1031,2091,2091,2091
27.12.2022 08:45 - 27.12.2022 09:00,3,3,n/e,994,994,994,2026,2026,2026
27.12.2022 09:00 - 27.12.2022 09:15,3,3,n/e,957,957,957,1960,1960,1960
27.12.2022 09:15 - 27.12.2022 09:30,161,161,n/e,917,917,917,1900,1900,1900
27.12.2022 09:30 - 27.12.2022 09:45,316,316,n/e,874,874,874,1846,1846,1846
27.12.2022 09:45 - 27.12.2022 10:00,471,471,n/e,831,831,831,1794,1794,1794
27.12.2022 10:00 - 27.12.2022 10:15,629,629,n/e,789,789,789,1739,1739,1739
27.12.2022 10:15 - 27.12.2022 10:30,985,985,n/e,775,775,775,1718,1718,1718
27.12.2022 10:30 - 27.12.2022 10:45,1346,1346,n/e,791,791,791,1732,1732,1732
27.12.2022 10:45 - 27.12.2022 11:00,1702,1702,n/e,807,807,807,1741,1741,1741
27.12.2022 11:00 - 27.12.2022 11:15,2060,2060,n/e,823,823,823,1753,1753,1753
27.12.2022 11:15 - 27.12.2022 11:30,2188,2188,n/e,840,840,840,1770,1770,1770
27.12.2022 11:30 - 27.12.2022 11:45,2312,2312,n/e,860,860,860,1792,1792,1792
27.12.2022 11:45 - 27.12.2022 12:00,2437,2437,n/e,880,880,880,1813,1813,1813
27.12.2022 12:00 - 27.12.2022 12:15,2564,2564,n/e,900,900,900,1832,1832,1832
27.12.2022 12:15 - 27.12.2022 12:30,2621,2621,n/e,920,920,920,1855,1855,1855
27.12.2022 12:30 - 27.12.2022 12:45,2676,2676,n/e,942,942,942,1878,1878,1878
27.12.2022 12:45 - 27.12.2022 13:00,2732,2732,n/e,964,964,964,1900,1900,1900
27.12.2022 13:00 - 27.12.2022 13:15,2788,2788,n/e,986,986,986,1924,1924,1924
27.12.2022 13:15 - 27.12.2022 13:30,2592,2592,n/e,1014,1014,1014,1956,1956,1956
27.12.2022 13:30 - 27.12.2022 13:45,2393,2393,n/e,1048,1048,1048,2003,2003,2003
27.12.2022 13:45 - 27.12.2022 14:00,2196,2196,n/e,1082,1082,1082,2046,2046,2046
27.12.2022 14:00 - 27.12.2022 14:15,1998,1998,n/e,1116,1116,1116,2091,2091,2091
27.12.2022 14:15 - 27.12.2022 14:30,1921,1921,n/e,1145,1145,1145,2136,2136,2136
27.12.2022 14:30 - 27.12.2022 14:45,1846,1846,n/e,1167,1167,1167,2185,2185,2185
27.12.2022 14:45 - 27.12.2022 15:00,1766,1766,n/e,1189,1189,1189,2234,2234,2234
27.12.2022 15:00 - 27.12.2022 15:15,1689,1689,n/e,1211,1211,1211,2283,2283,2283
27.12.2022 15:15 - 27.12.2022 15:30,1554,1554,n/e,1236,1236,1236,2332,2332,2332
27.12.2022 15:30 - 27.12.2022 15:45,1417,1417,n/e,1263,1263,1263,2390,2390,2390
27.12.2022 15:45 - 27.12.2022 16:00,1279,1279,n/e,1289,1289,1289,2446,2446,2446
27.12.2022 16:00 - 27.12.2022 16:15,1144,1144,n/e,1316,1316,1316,2501,2501,2501
27.12.2022 16:15 - 27.12.2022 16:30,874,874,n/e,1344,1344,1344,2592,2592,2592
27.12.2022 16:30 - 27.12.2022 16:45,600,600,n/e,1373,1373,1373,2721,2721,2721
27.12.2022 16:45 - 27.12.2022 17:00,327,327,n/e,1402,1402,1402,2849,2849,2849
27.12.2022 17:00 - 27.12.2022 17:15,55,55,n/e,1431,1431,1431,2977,2977,2977
27.12.2022 17:15 - 27.12.2022 17:30,42,42,n/e,1457,1457,1457,3101,3101,3101
27.12.2022 17:30 - 27.12.2022 17:45,27,27,n/e,1478,1478,1478,3222,3222,3222
27.12.2022 17:45 - 27.12.2022 18:00,14,14,n/e,1500,1500,1500,3342,3342,3342
27.12.2022 18:00 - 27.12.2022 18:15,0,0,n/e,1522,1522,1522,3460,3460,3460
27.12.2022 18:15 - 27.12.2022 18:30,0,0,n/e,1537,1537,1537,3575,3575,3575
27.12.2022 18:30 - 27.12.2022 18:45,0,0,n/e,1545,1545,1545,3676,3676,3676
27.12.2022 18:45 - 27.12.2022 19:00,0,0,n/e,1554,1554,1554,3782,3782,3782
27.12.2022 19:00 - 27.12.2022 19:15,0,0,n/e,1563,1563,1563,3885,3885,3885
27.12.2022 19:15 - 27.12.2022 19:30,0,0,n/e,1569,1569,1569,3979,3979,3979
27.12.2022 19:30 - 27.12.2022 19:45,0,0,n/e,1573,1573,1573,4065,4065,4065
27.12.2022 19:45 - 27.12.2022 20:00,0,0,n/e,1577,1577,1577,4153,4153,4153
27.12.2022 20:00 - 27.12.2022 20:15,0,0,n/e,1581,1581,1581,4241,4241,4241
27.12.2022 20:15 - 27.12.2022 20:30,0,0,n/e,1584,1584,1584,4324,4324,4324
27.12.2022 20:30 - 27.12.2022 20:45,0,0,n/e,1586,1586,1586,4401,4401,4401
27.12.2022 20:45 - 27.12.2022 21:00,0,0,n/e,1588,1588,1588,4481,4481,4481
27.12.2022 21:00 - 27.12.2022 21:15,0,0,n/e,1590,1590,1590,4558,4558,4558
27.12.2022 21:15 - 27.12.2022 21:30,0,0,n/e,1590,1590,1590,4630,4630,4630
27.12.2022 21:30 - 27.12.2022 21:45,0,0,n/e,1590,1590,1590,4695,4695,4695
27.12.2022 21:45 - 27.12.2022 22:00,0,0,n/e,1589,1589,1589,4762,4762,4762
27.12.2022 22:00 - 27.12.2022 22:15,0,0,n/e,1588,1588,1588,4829,4829,4829
27.12.2022 22:15 - 27.12.2022 22:30,0,0,n/e,1587,1587,1587,4872,4872,4872
27.12.2022 22:30 - 27.12.2022 22:45,0,0,n/e,1584,1584,1584,4890,4890,4890
27.12.2022 22:45 - 27.12.2022 23:00,0,0,n/e,1581,1581,1581,4910,4910,4910
27.12.2022 23:00 - 27.12.2022 23:15,0,0,n/e,1578,1578,1578,4928,4928,4928
27.12.2022 23:15 - 27.12.2022 23:30,0,0,n/e,1579,1579,1579,4924,4924,4924
27.12.2022 23:30 - 27.12.2022 23:45,0,0,n/e,1584,1584,1584,4891,4891,4891
27.12.2022 23:45 - 28.12.2022 00:00,0,0,n/e,1588,1588,1588,4856,4856,4856
28.12.2022 00:00 - 28.12.2022 00:15,0,0,n/e,1606,1606,1606,5306,5306,5306
28.12.2022 00:15 - 28.12.2022 00:30,0,0,n/e,1608,1608,1608,5337,5337,5337
28.12.2022 00:30 - 28.12.2022 00:45,0,0,n/e,1609,1609,1609,5370,5370,5370
28.12.2022 00:45 - 28.12.2022 01:00,0,0,n/e,1609,1609,1609,5404,5404,5404
28.12.2022 01:00 - 28.12.2022 01:15,0,0,n/e,1610,1610,1610,5438,5438,5438
28.12.2022 01:15 - 28.12.2022 01:30,0,0,n/e,1613,1613,1613,5470,5470,5470
28.12.2022 01:30 - 28.12.2022 01:45,0,0,n/e,1619,1619,1619,5502,5502,5502
28.12.2022 01:45 - 28.12.2022 02:00,0,0,n/e,1625,1625,1625,5534,5534,5534
28.12.2022 02:00 - 28.12.2022 02:15,0,0,n/e,1631,1631,1631,5563,5563,5563
28.12.2022 02:15 - 28.12.2022 02:30,0,0,n/e,1636,1636,1636,5592,5592,5592
28.12.2022 02:30 - 28.12.2022 02:45,0,0,n/e,1639,1639,1639,5620,5620,5620
28.12.2022 02:45 - 28.12.2022 03:00,0,0,n/e,1643,1643,1643,5648,5648,5648
28.12.2022 03:00 - 28.12.2022 03:15,0,0,n/e,1646,1646,1646,5676,5676,5676
28.12.2022 03:15 - 28.12.2022 03:30,0,0,n/e,1649,1649,1649,5699,5699,5699
28.12.2022 03:30 - 28.12.2022 03:45,0,0,n/e,1651,1651,1651,5722,5722,5722
28.12.2022 03:45 - 28.12.2022 04:00,0,0,n/e,1653,1653,1653,5743,5743,5743
28.12.2022 04:00 - 28.12.2022 04:15,0,0,n/e,1655,1655,1655,5766,5766,5766
28.12.2022 04:15 - 28.12.2022 04:30,0,0,n/e,1656,1656,1656,5759,5759,5759
28.12.2022 04:30 - 28.12.2022 04:45,0,0,n/e,1656,1656,1656,5728,5728,5728
28.12.2022 04:45 - 28.12.2022 05:00,0,0,n/e,1656,1656,1656,5697,5697,5697
28.12.2022 05:00 - 28.12.2022 05:15,0,0,n/e,1656,1656,1656,5667,5667,5667
28.12.2022 05:15 - 28.12.2022 05:30,0,0,n/e,1654,1654,1654,5592,5592,5592
28.12.2022 05:30 - 28.12.2022 05:45,0,0,n/e,1650,1650,1650,5477,5477,5477
28.12.2022 05:45 - 28.12.2022 06:00,0,0,n/e,1645,1645,1645,5359,5359,5359
28.12.2022 06:00 - 28.12.2022 06:15,0,0,n/e,1641,1641,1641,5245,5245,5245
28.12.2022 06:15 - 28.12.2022 06:30,0,0,n/e,1633,1633,1633,5158,5158,5158
28.12.2022 06:30 - 28.12.2022 06:45,0,0,n/e,1622,1622,1622,5099,5099,5099
28.12.2022 06:45 - 28.12.2022 07:00,0,0,n/e,1611,1611,1611,5042,5042,5042
28.12.2022 07:00 - 28.12.2022 07:15,0,0,n/e,1600,1600,1600,4985,4985,4985
28.12.2022 07:15 - 28.12.2022 07:30,0,0,n/e,1592,1592,1592,4923,4923,4923
28.12.2022 07:30 - 28.12.2022 07:45,0,0,n/e,1587,1587,1587,4857,4857,4857
28.12.2022 07:45 - 28.12.2022 08:00,0,0,n/e,1582,1582,1582,4790,4790,4790
28.12.2022 08:00 - 28.12.2022 08:15,0,0,n/e,1578,1578,1578,4723,4723,4723
28.12.2022 08:15 - 28.12.2022 08:30,0,0,n/e,1575,1575,1575,4650,4650,4650
28.12.2022 08:30 - 28.12.2022 08:45,0,0,n/e,1576,1576,1576,4569,4569,4569
28.12.2022 08:45 - 28.12.2022 09:00,0,0,n/e,1576,1576,1576,4488,4488,4488
28.12.2022 09:00 - 28.12.2022 09:15,0,0,n/e,1576,1576,1576,4408,4408,4408
28.12.2022 09:15 - 28.12.2022 09:30,23,23,n/e,1575,1575,1575,4325,4325,4325
28.12.2022 09:30 - 28.12.2022 09:45,42,42,n/e,1574,1574,1574,4242,4242,4242
28.12.2022 09:45 - 28.12.2022 10:00,65,65,n/e,1573,1573,1573,4158,4158,4158
28.12.2022 10:00 - 28.12.2022 10:15,85,85,n/e,1572,1572,1572,4078,4078,4078
28.12.2022 10:15 - 28.12.2022 10:30,114,114,n/e,1571,1571,1571,4052,4052,4052
28.12.2022 10:30 - 28.12.2022 10:45,147,147,n/e,1572,1572,1572,4089,4089,4089
28.12.2022 10:45 - 28.12.2022 11:00,174,174,n/e,1573,1573,1573,4125,4125,4125
28.12.2022 11:00 - 28.12.2022 11:15,205,205,n/e,1573,1573,1573,4161,4161,4161
28.12.2022 11:15 - 28.12.2022 11:30,225,225,n/e,1574,1574,1574,4199,4199,4199
28.12.2022 11:30 - 28.12.2022 11:45,246,246,n/e,1573,1573,1573,4234,4234,4234
28.12.2022 11:45 - 28.12.2022 12:00,265,265,n/e,1573,1573,1573,4272,4272,4272
28.12.2022 12:00 - 28.12.2022 12:15,284,284,n/e,1573,1573,1573,4308,4308,4308
28.12.2022 12:15 - 28.12.2022 12:30,295,295,n/e,1573,1573,1573,4342,4342,4342
28.12.2022 12:30 - 28.12.2022 12:45,305,305,n/e,1573,1573,1573,4378,4378,4378
28.12.2022 12:45 - 28.12.2022 13:00,313,313,n/e,1573,1573,1573,4414,4414,4414
28.12.2022 13:00 - 28.12.2022 13:15,323,323,n/e,1572,1572,1572,4447,4447,4447
28.12.2022 13:15 - 28.12.2022 13:30,305,305,n/e,1573,1573,1573,4470,4470,4470
28.12.2022 13:30 - 28.12.2022 13:45,288,288,n/e,1574,1574,1574,4483,4483,4483
28.12.2022 13:45 - 28.12.2022 14:00,272,272,n/e,1574,1574,1574,4493,4493,4493
28.12.2022 14:00 - 28.12.2022 14:15,256,256,n/e,1575,1575,1575,4503,4503,4503
28.12.2022 14:15 - 28.12.2022 14:30,242,242,n/e,1575,1575,1575,4516,4516,4516
28.12.2022 14:30 - 28.12.2022 14:45,228,228,n/e,1575,1575,1575,4526,4526,4526
28.12.2022 14:45 - 28.12.2022 15:00,217,217,n/e,1575,1575,1575,4537,4537,4537
28.12.2022 15:00 - 28.12.2022 15:15,202,202,n/e,1574,1574,1574,4548,4548,4548
28.12.2022 15:15 - 28.12.2022 15:30,181,181,n/e,1574,1574,1574,4542,4542,4542
28.12.2022 15:30 - 28.12.2022 15:45,160,160,n/e,1574,1574,1574,4517,4517,4517
28.12.2022 15:45 - 28.12.2022 16:00,140,140,n/e,1574,1574,1574,4495,4495,4495
28.12.2022 16:00 - 28.12.2022 16:15,118,118,n/e,1575,1575,1575,4472,4472,4472
28.12.2022 16:15 - 28.12.2022 16:30,93,93,n/e,1578,1578,1578,4495,4495,4495
28.12.2022 16:30 - 28.12.2022 16:45,72,72,n/e,1584,1584,1584,4561,4561,4561
28.12.2022 16:45 - 28.12.2022 17:00,48,48,n/e,1590,1590,1590,4629,4629,4629
28.12.2022 17:00 - 28.12.2022 17:15,23,23,n/e,1596,1596,1596,4695,4695,4695
28.12.2022 17:15 - 28.12.2022 17:30,17,17,n/e,1598,1598,1598,4757,4757,4757
28.12.2022 17:30 - 28.12.2022 17:45,12,12,n/e,1596,1596,1596,4809,4809,4809
28.12.2022 17:45 - 28.12.2022 18:00,5,5,n/e,1594,1594,1594,4860,4860,4860
28.12.2022 18:00 - 28.12.2022 18:15,0,0,n/e,1593,1593,1593,4913,4913,4913
28.12.2022 18:15 - 28.12.2022 18:30,0,0,n/e,1592,1592,1592,4957,4957,4957
28.12.2022 18:30 - 28.12.2022 18:45,0,0,n/e,1592,1592,1592,4990,4990,4990
28.12.2022 18:45 - 28.12.2022 19:00,0,0,n/e,1591,1591,1591,5024,5024,5024
28.12.2022 19:00 - 28.12.2022 19:15,0,0,n/e,1591,1591,1591,5060,5060,5060
28.12.2022 19:15 - 28.12.2022 19:30,0,0,n/e,1594,1594,1594,5106,5106,5106
28.12.2022 19:30 - 28.12.2022 19:45,0,0,n/e,1601,1601,1601,5165,5165,5165
28.12.2022 19:45 - 28.12.2022 20:00,0,0,n/e,1607,1607,1607,5225,5225,5225
28.12.2022 20:00 - 28.12.2022 20:15,0,0,n/e,1613,1613,1613,5285,5285,5285
28.12.2022 20:15 - 28.12.2022 20:30,0,0,n/e,1619,1619,1619,5341,5341,5341
28.12.2022 20:30 - 28.12.2022 20:45,0,0,n/e,1623,1623,1623,5391,5391,5391
28.12.2022 20:45 - 28.12.2022 21:00,0,0,n/e,1627,1627,1627,5441,5441,5441
28.12.2022 21:00 - 28.12.2022 21:15,0,0,n/e,1631,1631,1631,5493,5493,5493
28.12.2022 21:15 - 28.12.2022 21:30,0,0,n/e,1634,1634,1634,5537,5537,5537
28.12.2022 21:30 - 28.12.2022 21:45,0,0,n/e,1636,1636,1636,5572,5572,5572
28.12.2022 21:45 - 28.12.2022 22:00,0,0,n/e,1638,1638,1638,5608,5608,5608
28.12.2022 22:00 - 28.12.2022 22:15,0,0,n/e,1640,1640,1640,5640,5640,5640
28.12.2022 22:15 - 28.12.2022 22:30,0,0,n/e,1640,1640,1640,5646,5646,5646
28.12.2022 22:30 - 28.12.2022 22:45,0,0,n/e,1639,1639,1639,5620,5620,5620
28.12.2022 22:45 - 28.12.2022 23:00,0,0,n/e,1638,1638,1638,5593,5593,5593
28.12.2022 23:00 - 28.12.2022 23:15,0,0,n/e,1637,1637,1637,5566,5566,5566
28.12.2022 23:15 - 28.12.2022 23:30,0,0,n/e,1636,1636,1636,5478,5478,5478
28.12.2022 23:30 - 28.12.2022 23:45,0,0,n/e,1636,1636,1636,5330,5330,5330
28.12.2022 23:45 - 29.12.2022 00:00,0,0,n/e,1636,1636,1636,5185,5185,5185
29.12.2022 00:00 - 29.12.2022 00:15,0,0,n/e,1625,1625,1625,5551,5551,5551
29.12.2022 00:15 - 29.12.2022 00:30,0,0,n/e,1622,1622,1622,5541,5541,5541
29.12.2022 00:30 - 29.12.2022 00:45,0,0,n/e,1619,1619,1619,5535,5535,5535
29.12.2022 00:45 - 29.12.2022 01:00,0,0,n/e,1615,1615,1615,5528,5528,5528
29.12.2022 01:00 - 29.12.2022 01:15,0,0,n/e,1611,1611,1611,5523,5523,5523
29.12.2022 01:15 - 29.12.2022 01:30,0,0,n/e,1612,1612,1612,5536,5536,5536
29.12.2022 01:30 - 29.12.2022 01:45,0,0,n/e,1619,1619,1619,5569,5569,5569
29.12.2022 01:45 - 29.12.2022 02:00,0,0,n/e,1626,1626,1626,5601,5601,5601
29.12.2022 02:00 - 29.12.2022 02:15,0,0,n/e,1632,1632,1632,5635,5635,5635
29.12.2022 02:15 - 29.12.2022 02:30,0,0,n/e,1638,1638,1638,5664,5664,5664
29.12.2022 02:30 - 29.12.2022 02:45,0,0,n/e,1642,1642,1642,5690,5690,5690
29.12.2022 02:45 - 29.12.2022 03:00,0,0,n/e,1646,1646,1646,5716,5716,5716
29.12.2022 03:00 - 29.12.2022 03:15,0,0,n/e,1650,1650,1650,5741,5741,5741
29.12.2022 03:15 - 29.12.2022 03:30,0,0,n/e,1652,1652,1652,5760,5760,5760
29.12.2022 03:30 - 29.12.2022 03:45,0,0,n/e,1653,1653,1653,5774,5774,5774
29.12.2022 03:45 - 29.12.2022 04:00,0,0,n/e,1655,1655,1655,5788,5788,5788
29.12.2022 04:00 - 29.12.2022 04:15,0,0,n/e,1656,1656,1656,5802,5802,5802
29.12.2022 04:15 - 29.12.2022 04:30,0,0,n/e,1657,1657,1657,5812,5812,5812
29.12.2022 04:30 - 29.12.2022 04:45,0,0,n/e,1658,1658,1658,5818,5818,5818
29.12.2022 04:45 - 29.12.2022 05:00,0,0,n/e,1659,1659,1659,5821,5821,5821
29.12.2022 05:00 - 29.12.2022 05:15,0,0,n/e,1661,1661,1661,5825,5825,5825
29.12.2022 05:15 - 29.12.2022 05:30,0,0,n/e,1662,1662,1662,5758,5758,5758
29.12.2022 05:30 - 29.12.2022 05:45,0,0,n/e,1663,1663,1663,5615,5615,5615
29.12.2022 05:45 - 29.12.2022 06:00,0,0,n/e,1664,1664,1664,5473,5473,5473
29.12.2022 06:00 - 29.12.2022 06:15,0,0,n/e,1665,1665,1665,5328,5328,5328
29.12.2022 06:15 - 29.12.2022 06:30,0,0,n/e,1666,1666,1666,5255,5255,5255
29.12.2022 06:30 - 29.12.2022 06:45,0,0,n/e,1666,1666,1666,5253,5253,5253
29.12.2022 06:45 - 29.12.2022 07:00,0,0,n/e,1667,1667,1667,5249,5249,5249
29.12.2022 07:00 - 29.12.2022 07:15,0,0,n/e,1667,1667,1667,5247,5247,5247
29.12.2022 07:15 - 29.12.2022 07:30,0,0,n/e,1666,1666,1666,5244,5244,5244
29.12.2022 07:30 - 29.12.2022 07:45,0,0,n/e,1665,1665,1665,5244,5244,5244
29.12.2022 07:45 - 29.12.2022 08:00,0,0,n/e,1664,1664,1664,5245,5245,5245
29.12.2022 08:00 - 29.12.2022 08:15,0,0,n/e,1663,1663,1663,5244,5244,5244
29.12.2022 08:15 - 29.12.2022 08:30,0,0,n/e,1661,1661,1661,5244,5244,5244
29.12.2022 08:30 - 29.12.2022 08:45,0,0,n/e,1658,1658,1658,5242,5242,5242
29.12.2022 08:45 - 29.12.2022 09:00,1,1,n/e,1656,1656,1656,5241,5241,5241
29.12.2022 09:00 - 29.12.2022 09:15,1,1,n/e,1653,1653,1653,5241,5241,5241
29.12.2022 09:15 - 29.12.2022 09:30,56,56,n/e,1650,1650,1650,5242,5242,5242
29.12.2022 09:30 - 29.12.2022 09:45,110,110,n/e,1647,1647,1647,5243,5243,5243
29.12.2022 09:45 - 29.12.2022 10:00,165,165,n/e,1644,1644,1644,5243,5243,5243
29.12.2022 10:00 - 29.12.2022 10:15,217,217,n/e,1642,1642,1642,5242,5242,5242
29.12.2022 10:15 - 29.12.2022 10:30,499,499,n/e,1639,1639,1639,5244,5244,5244
29.12.2022 10:30 - 29.12.2022 10:45,782,782,n/e,1637,1637,1637,5246,5246,5246
29.12.2022 10:45 - 29.12.2022 11:00,1065,1065,n/e,1634,1634,1634,5249,5249,5249
29.12.2022 11:00 - 29.12.2022 11:15,1343,1343,n/e,1632,1632,1632,5252,5252,5252
29.12.2022 11:15 - 29.12.2022 11:30,1436,1436,n/e,1630,1630,1630,5252,5252,5252
29.12.2022 11:30 - 29.12.2022 11:45,1530,1530,n/e,1629,1629,1629,5249,5249,5249
