"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Spain (ES)","Actual Total Load [MW] - Spain (ES)"
"22.11.2022 11:15 - 22.11.2022 11:30","30574","31188"
"22.11.2022 11:30 - 22.11.2022 11:45","30616","31332"
"22.11.2022 11:45 - 22.11.2022 12:00","30681","31336"
"22.11.2022 12:00 - 22.11.2022 12:15","30733","31256"
"22.11.2022 12:15 - 22.11.2022 12:30","30841","31384"
"22.11.2022 12:30 - 22.11.2022 12:45","30965","31432"
"22.11.2022 12:45 - 22.11.2022 13:00","31086","31564"
"22.11.2022 13:00 - 22.11.2022 13:15","31296","31684"
"22.11.2022 13:15 - 22.11.2022 13:30","31333","32012"
"22.11.2022 13:30 - 22.11.2022 13:45","31299","31912"
"22.11.2022 13:45 - 22.11.2022 14:00","31201","31680"
"22.11.2022 14:00 - 22.11.2022 14:15","31102","31472"
"22.11.2022 14:15 - 22.11.2022 14:30","30932","31840"
"22.11.2022 14:30 - 22.11.2022 14:45","30751","31608"
"22.11.2022 14:45 - 22.11.2022 15:00","30571","31348"
"22.11.2022 15:00 - 22.11.2022 15:15","30352","31068"
"22.11.2022 15:15 - 22.11.2022 15:30","30207","31032"
"22.11.2022 15:30 - 22.11.2022 15:45","30095","30980"
"22.11.2022 15:45 - 22.11.2022 16:00","30016","30872"
"22.11.2022 16:00 - 22.11.2022 16:15","29901","30880"
"22.11.2022 16:15 - 22.11.2022 16:30","29885","30720"
"22.11.2022 16:30 - 22.11.2022 16:45","29903","30708"
"22.11.2022 16:45 - 22.11.2022 17:00","29971","30612"
"22.11.2022 17:00 - 22.11.2022 17:15","29942","30732"
"22.11.2022 17:15 - 22.11.2022 17:30","30167","30836"
"22.11.2022 17:30 - 22.11.2022 17:45","30488","31348"
"22.11.2022 17:45 - 22.11.2022 18:00","30864","31948"
"22.11.2022 18:00 - 22.11.2022 18:15","31374","32236"
"22.11.2022 18:15 - 22.11.2022 18:30","31700","32424"
"22.11.2022 18:30 - 22.11.2022 18:45","31934","32524"
"22.11.2022 18:45 - 22.11.2022 19:00","32089","32724"
"22.11.2022 19:00 - 22.11.2022 19:15","32238","32772"
"22.11.2022 19:15 - 22.11.2022 19:30","32314","32880"
"22.11.2022 19:30 - 22.11.2022 19:45","32383","33012"
"22.11.2022 19:45 - 22.11.2022 20:00","32434","33124"
"22.11.2022 20:00 - 22.11.2022 20:15","32578","33100"
"22.11.2022 20:15 - 22.11.2022 20:30","32537","33184"
"22.11.2022 20:30 - 22.11.2022 20:45","32419","33140"
"22.11.2022 20:45 - 22.11.2022 21:00","32205","32960"
"22.11.2022 21:00 - 22.11.2022 21:15","32161","32784"
"22.11.2022 21:15 - 22.11.2022 21:30","31679","32528"
"22.11.2022 21:30 - 22.11.2022 21:45","31043","31740"
"22.11.2022 21:45 - 22.11.2022 22:00","30294","30632"
"22.11.2022 22:00 - 22.11.2022 22:15","29498","29720"
"22.11.2022 22:15 - 22.11.2022 22:30","28691","29168"
"22.11.2022 22:30 - 22.11.2022 22:45","27928","28448"
"22.11.2022 22:45 - 22.11.2022 23:00","27220","27672"
"22.11.2022 23:00 - 22.11.2022 23:15","26486","26868"
"22.11.2022 23:15 - 22.11.2022 23:30","25891","26320"
"22.11.2022 23:30 - 22.11.2022 23:45","25352","25608"
"22.11.2022 23:45 - 23.11.2022 00:00","24864","24952"
"23.11.2022 00:00 - 23.11.2022 00:15","24737","24944"
"23.11.2022 00:15 - 23.11.2022 00:30","24312","24708"
"23.11.2022 00:30 - 23.11.2022 00:45","23919","24260"
"23.11.2022 00:45 - 23.11.2022 01:00","23560","23988"
"23.11.2022 01:00 - 23.11.2022 01:15","23175","23480"
"23.11.2022 01:15 - 23.11.2022 01:30","22884","23328"
"23.11.2022 01:30 - 23.11.2022 01:45","22627","23024"
"23.11.2022 01:45 - 23.11.2022 02:00","22403","22816"
"23.11.2022 02:00 - 23.11.2022 02:15","22153","22584"
"23.11.2022 02:15 - 23.11.2022 02:30","21995","22348"
"23.11.2022 02:30 - 23.11.2022 02:45","21868","22312"
"23.11.2022 02:45 - 23.11.2022 03:00","21769","22180"
"23.11.2022 03:00 - 23.11.2022 03:15","21659","22012"
"23.11.2022 03:15 - 23.11.2022 03:30","21597","22076"
"23.11.2022 03:30 - 23.11.2022 03:45","21548","21920"
"23.11.2022 03:45 - 23.11.2022 04:00","21516","21748"
"23.11.2022 04:00 - 23.11.2022 04:15","21438","21788"
"23.11.2022 04:15 - 23.11.2022 04:30","21455","21848"
"23.11.2022 04:30 - 23.11.2022 04:45","21507","21928"
"23.11.2022 04:45 - 23.11.2022 05:00","21619","21828"
"23.11.2022 05:00 - 23.11.2022 05:15","21587","22248"
"23.11.2022 05:15 - 23.11.2022 05:30","21892","22320"
"23.11.2022 05:30 - 23.11.2022 05:45","22328","22532"
"23.11.2022 05:45 - 23.11.2022 06:00","22896","23120"
"23.11.2022 06:00 - 23.11.2022 06:15","23419","24132"
"23.11.2022 06:15 - 23.11.2022 06:30","24228","24768"
"23.11.2022 06:30 - 23.11.2022 06:45","25140","25632"
"23.11.2022 06:45 - 23.11.2022 07:00","26094","26388"
"23.11.2022 07:00 - 23.11.2022 07:15","27325","27752"
"23.11.2022 07:15 - 23.11.2022 07:30","28145","28796"
"23.11.2022 07:30 - 23.11.2022 07:45","28797","29456"
"23.11.2022 07:45 - 23.11.2022 08:00","29290","29504"
"23.11.2022 08:00 - 23.11.2022 08:15","29858","30056"
"23.11.2022 08:15 - 23.11.2022 08:30","30113","30380"
"23.11.2022 08:30 - 23.11.2022 08:45","30284","30464"
"23.11.2022 08:45 - 23.11.2022 09:00","30391","30440"
"23.11.2022 09:00 - 23.11.2022 09:15","30497","30664"
"23.11.2022 09:15 - 23.11.2022 09:30","30529","30908"
"23.11.2022 09:30 - 23.11.2022 09:45","30547","30816"
"23.11.2022 09:45 - 23.11.2022 10:00","30556","30844"
"23.11.2022 10:00 - 23.11.2022 10:15","30565","30708"
"23.11.2022 10:15 - 23.11.2022 10:30","30562","30712"
"23.11.2022 10:30 - 23.11.2022 10:45","30556","30796"
"23.11.2022 10:45 - 23.11.2022 11:00","30551","30696"
"23.11.2022 11:00 - 23.11.2022 11:15","30533","30596"
"23.11.2022 11:15 - 23.11.2022 11:30","30537","30536"
"23.11.2022 11:30 - 23.11.2022 11:45","30550","30568"
"23.11.2022 11:45 - 23.11.2022 12:00","30575","30536"
"23.11.2022 12:00 - 23.11.2022 12:15","30584","30548"
"23.11.2022 12:15 - 23.11.2022 12:30","30643","30704"
"23.11.2022 12:30 - 23.11.2022 12:45","30721","30548"
"23.11.2022 12:45 - 23.11.2022 13:00","30802","30464"
"23.11.2022 13:00 - 23.11.2022 13:15","30942","30432"
"23.11.2022 13:15 - 23.11.2022 13:30","30976","30452"
"23.11.2022 13:30 - 23.11.2022 13:45","30963","30468"
"23.11.2022 13:45 - 23.11.2022 14:00","30906","30040"
"23.11.2022 14:00 - 23.11.2022 14:15","30863","29900"
"23.11.2022 14:15 - 23.11.2022 14:30","30741","29952"
"23.11.2022 14:30 - 23.11.2022 14:45","30599","29736"
"23.11.2022 14:45 - 23.11.2022 15:00","30449","29448"
"23.11.2022 15:00 - 23.11.2022 15:15","30263","29448"
"23.11.2022 15:15 - 23.11.2022 15:30","30134","29348"
"23.11.2022 15:30 - 23.11.2022 15:45","30031","29344"
"23.11.2022 15:45 - 23.11.2022 16:00","29957","29024"
"23.11.2022 16:00 - 23.11.2022 16:15","29851","29232"
"23.11.2022 16:15 - 23.11.2022 16:30","29832","29072"
"23.11.2022 16:30 - 23.11.2022 16:45","29842","28968"
"23.11.2022 16:45 - 23.11.2022 17:00","29897","29048"
"23.11.2022 17:00 - 23.11.2022 17:15","29862","29304"
"23.11.2022 17:15 - 23.11.2022 17:30","30060","29432"
"23.11.2022 17:30 - 23.11.2022 17:45","30345","29516"
"23.11.2022 17:45 - 23.11.2022 18:00","30682","30168"
"23.11.2022 18:00 - 23.11.2022 18:15","31135","30804"
"23.11.2022 18:15 - 23.11.2022 18:30","31430","30948"
"23.11.2022 18:30 - 23.11.2022 18:45","31643","31084"
"23.11.2022 18:45 - 23.11.2022 19:00","31792","31108"
"23.11.2022 19:00 - 23.11.2022 19:15","31913","31268"
"23.11.2022 19:15 - 23.11.2022 19:30","32024","31480"
"23.11.2022 19:30 - 23.11.2022 19:45","32152","31684"
"23.11.2022 19:45 - 23.11.2022 20:00","32272","31876"
"23.11.2022 20:00 - 23.11.2022 20:15","32526","31828"
"23.11.2022 20:15 - 23.11.2022 20:30","32530","31924"
"23.11.2022 20:30 - 23.11.2022 20:45","32428","31956"
"23.11.2022 20:45 - 23.11.2022 21:00","32201","31948"
"23.11.2022 21:00 - 23.11.2022 21:15","32141","31636"
"23.11.2022 21:15 - 23.11.2022 21:30","31619","31332"
"23.11.2022 21:30 - 23.11.2022 21:45","30940","30596"
"23.11.2022 21:45 - 23.11.2022 22:00","30156","29668"
"23.11.2022 22:00 - 23.11.2022 22:15","29295","28880"
"23.11.2022 22:15 - 23.11.2022 22:30","28487","28320"
"23.11.2022 22:30 - 23.11.2022 22:45","27748","27624"
"23.11.2022 22:45 - 23.11.2022 23:00","27082","26888"
"23.11.2022 23:00 - 23.11.2022 23:15","26398","26244"
"23.11.2022 23:15 - 23.11.2022 23:30","25858","25628"
"23.11.2022 23:30 - 23.11.2022 23:45","25368","24944"
"23.11.2022 23:45 - 24.11.2022 00:00","24920","24464"
"24.11.2022 00:00 - 24.11.2022 00:15","24706","24372"
"24.11.2022 00:15 - 24.11.2022 00:30","24357","24116"
"24.11.2022 00:30 - 24.11.2022 00:45","24007","23692"
"24.11.2022 00:45 - 24.11.2022 01:00","23663","23224"
"24.11.2022 01:00 - 24.11.2022 01:15","23291","23008"
"24.11.2022 01:15 - 24.11.2022 01:30","22987","22828"
"24.11.2022 01:30 - 24.11.2022 01:45","22714","22476"
"24.11.2022 01:45 - 24.11.2022 02:00","22474","22268"
"24.11.2022 02:00 - 24.11.2022 02:15","22202","22096"
"24.11.2022 02:15 - 24.11.2022 02:30","22032","21880"
"24.11.2022 02:30 - 24.11.2022 02:45","21898","21704"
"24.11.2022 02:45 - 24.11.2022 03:00","21793","21744"
"24.11.2022 03:00 - 24.11.2022 03:15","21679","21628"
"24.11.2022 03:15 - 24.11.2022 03:30","21617","21480"
"24.11.2022 03:30 - 24.11.2022 03:45","21568","21528"
"24.11.2022 03:45 - 24.11.2022 04:00","21536","21412"
"24.11.2022 04:00 - 24.11.2022 04:15","21461","21416"
"24.11.2022 04:15 - 24.11.2022 04:30","21477","21368"
"24.11.2022 04:30 - 24.11.2022 04:45","21528","21404"
"24.11.2022 04:45 - 24.11.2022 05:00","21636","21468"
"24.11.2022 05:00 - 24.11.2022 05:15","21604","21908"
"24.11.2022 05:15 - 24.11.2022 05:30","21896","21992"
"24.11.2022 05:30 - 24.11.2022 05:45","22314","22184"
"24.11.2022 05:45 - 24.11.2022 06:00","22862","22664"
"24.11.2022 06:00 - 24.11.2022 06:15","23356","23656"
"24.11.2022 06:15 - 24.11.2022 06:30","24152","24292"
"24.11.2022 06:30 - 24.11.2022 06:45","25059","25184"
"24.11.2022 06:45 - 24.11.2022 07:00","26006","25908"
"24.11.2022 07:00 - 24.11.2022 07:15","27263","27064"
"24.11.2022 07:15 - 24.11.2022 07:30","28040","28228"
"24.11.2022 07:30 - 24.11.2022 07:45","28619","28912"
"24.11.2022 07:45 - 24.11.2022 08:00","29024","29072"
"24.11.2022 08:00 - 24.11.2022 08:15","29449","29520"
"24.11.2022 08:15 - 24.11.2022 08:30","29646","29868"
"24.11.2022 08:30 - 24.11.2022 08:45","29801","29944"
"24.11.2022 08:45 - 24.11.2022 09:00","29920","30020"
"24.11.2022 09:00 - 24.11.2022 09:15","30077","30032"
"24.11.2022 09:15 - 24.11.2022 09:30","30115","30236"
"24.11.2022 09:30 - 24.11.2022 09:45","30111","30240"
"24.11.2022 09:45 - 24.11.2022 10:00","30079","30376"
"24.11.2022 10:00 - 24.11.2022 10:15","30021","30488"
"24.11.2022 10:15 - 24.11.2022 10:30","29977","30568"
"24.11.2022 10:30 - 24.11.2022 10:45","29947","30468"
"24.11.2022 10:45 - 24.11.2022 11:00","29931","30416"
"24.11.2022 11:00 - 24.11.2022 11:15","29912","30420"
"24.11.2022 11:15 - 24.11.2022 11:30","29913","30460"
"24.11.2022 11:30 - 24.11.2022 11:45","29919","30536"
"24.11.2022 11:45 - 24.11.2022 12:00","29931","30456"
"24.11.2022 12:00 - 24.11.2022 12:15","29938","30584"
"24.11.2022 12:15 - 24.11.2022 12:30","29962","30624"
"24.11.2022 12:30 - 24.11.2022 12:45","29993","30732"
"24.11.2022 12:45 - 24.11.2022 13:00","30020","30692"
"24.11.2022 13:00 - 24.11.2022 13:15","30092","30788"
"24.11.2022 13:15 - 24.11.2022 13:30","30073","30868"
"24.11.2022 13:30 - 24.11.2022 13:45","30016","30716"
"24.11.2022 13:45 - 24.11.2022 14:00","29926","30600"
"24.11.2022 14:00 - 24.11.2022 14:15","29835","30336"
"24.11.2022 14:15 - 24.11.2022 14:30","29706","30484"
"24.11.2022 14:30 - 24.11.2022 14:45","29570","30316"
"24.11.2022 14:45 - 24.11.2022 15:00","29436","30076"
"24.11.2022 15:00 - 24.11.2022 15:15","29268","29784"
"24.11.2022 15:15 - 24.11.2022 15:30","29169","29760"
"24.11.2022 15:30 - 24.11.2022 15:45","29098","29680"
"24.11.2022 15:45 - 24.11.2022 16:00","29056","29584"
"24.11.2022 16:00 - 24.11.2022 16:15","28987","29472"
"24.11.2022 16:15 - 24.11.2022 16:30","28993","29548"
"24.11.2022 16:30 - 24.11.2022 16:45","29022","29600"
"24.11.2022 16:45 - 24.11.2022 17:00","29093","29456"
"24.11.2022 17:00 - 24.11.2022 17:15","29066","29704"
"24.11.2022 17:15 - 24.11.2022 17:30","29285","29804"
"24.11.2022 17:30 - 24.11.2022 17:45","29598","30104"
"24.11.2022 17:45 - 24.11.2022 18:00","29968","30388"
"24.11.2022 18:00 - 24.11.2022 18:15","30459","30948"
"24.11.2022 18:15 - 24.11.2022 18:30","30793","31228"
"24.11.2022 18:30 - 24.11.2022 18:45","31044","31340"
"24.11.2022 18:45 - 24.11.2022 19:00","31225","31216"
"24.11.2022 19:00 - 24.11.2022 19:15","31401","31348"
"24.11.2022 19:15 - 24.11.2022 19:30","31516","31488"
"24.11.2022 19:30 - 24.11.2022 19:45","31626","31532"
"24.11.2022 19:45 - 24.11.2022 20:00","31718","31620"
"24.11.2022 20:00 - 24.11.2022 20:15","31915","31712"
"24.11.2022 20:15 - 24.11.2022 20:30","31901","31876"
"24.11.2022 20:30 - 24.11.2022 20:45","31802","31744"
"24.11.2022 20:45 - 24.11.2022 21:00","31599","31644"
"24.11.2022 21:00 - 24.11.2022 21:15","31556","31528"
"24.11.2022 21:15 - 24.11.2022 21:30","31087","31236"
"24.11.2022 21:30 - 24.11.2022 21:45","30471","30444"
"24.11.2022 21:45 - 24.11.2022 22:00","29749","29540"
"24.11.2022 22:00 - 24.11.2022 22:15","28975","28792"
"24.11.2022 22:15 - 24.11.2022 22:30","28196","28316"
"24.11.2022 22:30 - 24.11.2022 22:45","27461","27612"
"24.11.2022 22:45 - 24.11.2022 23:00","26793","26764"
"24.11.2022 23:00 - 24.11.2022 23:15","26037","26208"
"24.11.2022 23:15 - 24.11.2022 23:30","25556","25520"
"24.11.2022 23:30 - 24.11.2022 23:45","25182","25016"
"24.11.2022 23:45 - 25.11.2022 00:00","24883","24304"
"25.11.2022 00:00 - 25.11.2022 00:15","24528","24464"
"25.11.2022 00:15 - 25.11.2022 00:30","24179","24248"
"25.11.2022 00:30 - 25.11.2022 00:45","23838","23956"
"25.11.2022 00:45 - 25.11.2022 01:00","23511","23324"
"25.11.2022 01:00 - 25.11.2022 01:15","23162","23040"
"25.11.2022 01:15 - 25.11.2022 01:30","22875","22836"
"25.11.2022 01:30 - 25.11.2022 01:45","22615","22580"
"25.11.2022 01:45 - 25.11.2022 02:00","22382","22324"
"25.11.2022 02:00 - 25.11.2022 02:15","22118","22044"
"25.11.2022 02:15 - 25.11.2022 02:30","21952","21940"
"25.11.2022 02:30 - 25.11.2022 02:45","21820","21620"
"25.11.2022 02:45 - 25.11.2022 03:00","21718","21576"
"25.11.2022 03:00 - 25.11.2022 03:15","21608","21488"
"25.11.2022 03:15 - 25.11.2022 03:30","21545","21388"
"25.11.2022 03:30 - 25.11.2022 03:45","21492","21468"
"25.11.2022 03:45 - 25.11.2022 04:00","21456","21360"
"25.11.2022 04:00 - 25.11.2022 04:15","21371","21288"
"25.11.2022 04:15 - 25.11.2022 04:30","21385","21484"
"25.11.2022 04:30 - 25.11.2022 04:45","21437","21396"
"25.11.2022 04:45 - 25.11.2022 05:00","21549","21576"
"25.11.2022 05:00 - 25.11.2022 05:15","21521","21684"
"25.11.2022 05:15 - 25.11.2022 05:30","21826","21716"
"25.11.2022 05:30 - 25.11.2022 05:45","22259","21888"
"25.11.2022 05:45 - 25.11.2022 06:00","22817","22416"
"25.11.2022 06:00 - 25.11.2022 06:15","23347","23312"
"25.11.2022 06:15 - 25.11.2022 06:30","24123","24008"
"25.11.2022 06:30 - 25.11.2022 06:45","24986","24640"
"25.11.2022 06:45 - 25.11.2022 07:00","25876","25564"
"25.11.2022 07:00 - 25.11.2022 07:15","27030","26708"
"25.11.2022 07:15 - 25.11.2022 07:30","27773","27676"
"25.11.2022 07:30 - 25.11.2022 07:45","28347","28436"
"25.11.2022 07:45 - 25.11.2022 08:00","28770","28876"
"25.11.2022 08:00 - 25.11.2022 08:15","29234","29208"
"25.11.2022 08:15 - 25.11.2022 08:30","29457","29320"
"25.11.2022 08:30 - 25.11.2022 08:45","29625","29428"
"25.11.2022 08:45 - 25.11.2022 09:00","29749","29388"
"25.11.2022 09:00 - 25.11.2022 09:15","29891","29452"
"25.11.2022 09:15 - 25.11.2022 09:30","29947","29652"
"25.11.2022 09:30 - 25.11.2022 09:45","29978","29552"
"25.11.2022 09:45 - 25.11.2022 10:00","29990","29636"
"25.11.2022 10:00 - 25.11.2022 10:15","30004","29624"
"25.11.2022 10:15 - 25.11.2022 10:30","29988","29608"
"25.11.2022 10:30 - 25.11.2022 10:45","29965","29516"
"25.11.2022 10:45 - 25.11.2022 11:00","29938","29468"
"25.11.2022 11:00 - 25.11.2022 11:15","29897","29448"
"25.11.2022 11:15 - 25.11.2022 11:30","29880","29404"
"25.11.2022 11:30 - 25.11.2022 11:45","29875","29336"
"25.11.2022 11:45 - 25.11.2022 12:00","29882","29120"
"25.11.2022 12:00 - 25.11.2022 12:15","29884","29188"
"25.11.2022 12:15 - 25.11.2022 12:30","29915","29196"
"25.11.2022 12:30 - 25.11.2022 12:45","29954","29336"
"25.11.2022 12:45 - 25.11.2022 13:00","29988","29316"
"25.11.2022 13:00 - 25.11.2022 13:15","30083","29316"
"25.11.2022 13:15 - 25.11.2022 13:30","30057","29380"
"25.11.2022 13:30 - 25.11.2022 13:45","29981","29308"
"25.11.2022 13:45 - 25.11.2022 14:00","29862","29100"
"25.11.2022 14:00 - 25.11.2022 14:15","29743","29084"
"25.11.2022 14:15 - 25.11.2022 14:30","29570","29212"
"25.11.2022 14:30 - 25.11.2022 14:45","29387","28952"
"25.11.2022 14:45 - 25.11.2022 15:00","29205","28664"
"25.11.2022 15:00 - 25.11.2022 15:15","28986","28592"
"25.11.2022 15:15 - 25.11.2022 15:30","28838","28520"
"25.11.2022 15:30 - 25.11.2022 15:45","28721","28388"
"25.11.2022 15:45 - 25.11.2022 16:00","28637","28236"
"25.11.2022 16:00 - 25.11.2022 16:15","28516","28424"
"25.11.2022 16:15 - 25.11.2022 16:30","28493","28312"
"25.11.2022 16:30 - 25.11.2022 16:45","28504","28304"
"25.11.2022 16:45 - 25.11.2022 17:00","28564","28200"
"25.11.2022 17:00 - 25.11.2022 17:15","28528","28352"
"25.11.2022 17:15 - 25.11.2022 17:30","28745","28444"
"25.11.2022 17:30 - 25.11.2022 17:45","29058","28724"
"25.11.2022 17:45 - 25.11.2022 18:00","29421","29100"
"25.11.2022 18:00 - 25.11.2022 18:15","29937","29712"
"25.11.2022 18:15 - 25.11.2022 18:30","30223","30136"
"25.11.2022 18:30 - 25.11.2022 18:45","30399","30208"
"25.11.2022 18:45 - 25.11.2022 19:00","30484","30312"
"25.11.2022 19:00 - 25.11.2022 19:15","30536","30352"
"25.11.2022 19:15 - 25.11.2022 19:30","30553","30488"
"25.11.2022 19:30 - 25.11.2022 19:45","30582","30508"
"25.11.2022 19:45 - 25.11.2022 20:00","30613","30448"
"25.11.2022 20:00 - 25.11.2022 20:15","30724","30544"
"25.11.2022 20:15 - 25.11.2022 20:30","30694","30656"
"25.11.2022 20:30 - 25.11.2022 20:45","30602","30640"
"25.11.2022 20:45 - 25.11.2022 21:00","30426","30580"
"25.11.2022 21:00 - 25.11.2022 21:15","30403","30332"
"25.11.2022 21:15 - 25.11.2022 21:30","29991","30052"
"25.11.2022 21:30 - 25.11.2022 21:45","29440","29436"
"25.11.2022 21:45 - 25.11.2022 22:00","28788","28660"
"25.11.2022 22:00 - 25.11.2022 22:15","28086","28120"
"25.11.2022 22:15 - 25.11.2022 22:30","27377","27688"
"25.11.2022 22:30 - 25.11.2022 22:45","26709","26972"
"25.11.2022 22:45 - 25.11.2022 23:00","26101","26344"
"25.11.2022 23:00 - 25.11.2022 23:15","25415","25880"
"25.11.2022 23:15 - 25.11.2022 23:30","24973","25352"
"25.11.2022 23:30 - 25.11.2022 23:45","24624","24828"
"25.11.2022 23:45 - 26.11.2022 00:00","24342","24300"
"26.11.2022 00:00 - 26.11.2022 00:15","24245","24300"
"26.11.2022 00:15 - 26.11.2022 00:30","23911","24216"
"26.11.2022 00:30 - 26.11.2022 00:45","23571","23832"
"26.11.2022 00:45 - 26.11.2022 01:00","23234","23468"
"26.11.2022 01:00 - 26.11.2022 01:15","22879","23064"
"26.11.2022 01:15 - 26.11.2022 01:30","22564","22780"
"26.11.2022 01:30 - 26.11.2022 01:45","22270","22436"
"26.11.2022 01:45 - 26.11.2022 02:00","22000","22124"
"26.11.2022 02:00 - 26.11.2022 02:15","21702","22004"
"26.11.2022 02:15 - 26.11.2022 02:30","21490","21664"
"26.11.2022 02:30 - 26.11.2022 02:45","21308","21448"
"26.11.2022 02:45 - 26.11.2022 03:00","21155","21124"
"26.11.2022 03:00 - 26.11.2022 03:15","20993","21068"
"26.11.2022 03:15 - 26.11.2022 03:30","20881","20800"
"26.11.2022 03:30 - 26.11.2022 03:45","20784","20756"
"26.11.2022 03:45 - 26.11.2022 04:00","20699","20612"
"26.11.2022 04:00 - 26.11.2022 04:15","20602","20596"
"26.11.2022 04:15 - 26.11.2022 04:30","20537","20572"
"26.11.2022 04:30 - 26.11.2022 04:45","20482","20560"
"26.11.2022 04:45 - 26.11.2022 05:00","20448","20468"
"26.11.2022 05:00 - 26.11.2022 05:15","20346","20560"
"26.11.2022 05:15 - 26.11.2022 05:30","20400","20628"
"26.11.2022 05:30 - 26.11.2022 05:45","20514","20620"
"26.11.2022 05:45 - 26.11.2022 06:00","20683","20472"
"26.11.2022 06:00 - 26.11.2022 06:15","20844","21040"
"26.11.2022 06:15 - 26.11.2022 06:30","21091","21172"
"26.11.2022 06:30 - 26.11.2022 06:45","21359","21324"
"26.11.2022 06:45 - 26.11.2022 07:00","21637","21568"
"26.11.2022 07:00 - 26.11.2022 07:15","21953","22100"
"26.11.2022 07:15 - 26.11.2022 07:30","22206","22384"
"26.11.2022 07:30 - 26.11.2022 07:45","22434","22696"
"26.11.2022 07:45 - 26.11.2022 08:00","22658","22928"
"26.11.2022 08:00 - 26.11.2022 08:15","22800","23312"
"26.11.2022 08:15 - 26.11.2022 08:30","23106","23404"
"26.11.2022 08:30 - 26.11.2022 08:45","23485","23840"
"26.11.2022 08:45 - 26.11.2022 09:00","23912","24300"
"26.11.2022 09:00 - 26.11.2022 09:15","24444","24712"
"26.11.2022 09:15 - 26.11.2022 09:30","24853","25136"
"26.11.2022 09:30 - 26.11.2022 09:45","25199","25652"
"26.11.2022 09:45 - 26.11.2022 10:00","25473","25680"
"26.11.2022 10:00 - 26.11.2022 10:15","25834","26060"
"26.11.2022 10:15 - 26.11.2022 10:30","25949","26136"
"26.11.2022 10:30 - 26.11.2022 10:45","25981","26240"
"26.11.2022 10:45 - 26.11.2022 11:00","25949","26352"
"26.11.2022 11:00 - 26.11.2022 11:15","25894","26224"
"26.11.2022 11:15 - 26.11.2022 11:30","25802","26192"
"26.11.2022 11:30 - 26.11.2022 11:45","25713","26112"
"26.11.2022 11:45 - 26.11.2022 12:00","25643","26024"
"26.11.2022 12:00 - 26.11.2022 12:15","25514","25844"
"26.11.2022 12:15 - 26.11.2022 12:30","25523","25976"
"26.11.2022 12:30 - 26.11.2022 12:45","25585","25800"
"26.11.2022 12:45 - 26.11.2022 13:00","25681","25624"
"26.11.2022 13:00 - 26.11.2022 13:15","25842","25692"
"26.11.2022 13:15 - 26.11.2022 13:30","25924","25852"
"26.11.2022 13:30 - 26.11.2022 13:45","25964","25904"
"26.11.2022 13:45 - 26.11.2022 14:00","25950","25888"
"26.11.2022 14:00 - 26.11.2022 14:15","26004","25888"
"26.11.2022 14:15 - 26.11.2022 14:30","25862","25828"
"26.11.2022 14:30 - 26.11.2022 14:45","25651","25444"
"26.11.2022 14:45 - 26.11.2022 15:00","25401","25208"
