Time (CET/CEST),Day-ahead Total Load Forecast [MW] - United Kindom (UK),Actual Total Load [MW] - United Kindom (UK)
23.09.2022 06:30 - 23.09.2022 07:00,27766,27766
23.09.2022 07:00 - 23.09.2022 07:30,28320,28320
23.09.2022 07:30 - 23.09.2022 08:00,28286,28286
23.09.2022 08:00 - 23.09.2022 08:30,28325,28325
23.09.2022 08:30 - 23.09.2022 09:00,27777,27777
23.09.2022 09:00 - 23.09.2022 09:30,27268,27268
23.09.2022 09:30 - 23.09.2022 10:00,26774,26774
23.09.2022 10:00 - 23.09.2022 10:30,26450,26450
23.09.2022 10:30 - 23.09.2022 11:00,26373,26373
23.09.2022 11:00 - 23.09.2022 11:30,25796,25796
23.09.2022 11:30 - 23.09.2022 12:00,25644,25644
23.09.2022 12:00 - 23.09.2022 12:30,25596,25596
23.09.2022 12:30 - 23.09.2022 13:00,25341,25341
23.09.2022 13:00 - 23.09.2022 13:30,24982,24982
23.09.2022 13:30 - 23.09.2022 14:00,24713,24713
23.09.2022 14:00 - 23.09.2022 14:30,24666,24666
23.09.2022 14:30 - 23.09.2022 15:00,25082,25082
23.09.2022 15:00 - 23.09.2022 15:30,25556,25556
23.09.2022 15:30 - 23.09.2022 16:00,26750,26750
23.09.2022 16:00 - 23.09.2022 16:30,27763,27763
23.09.2022 16:30 - 23.09.2022 17:00,28733,28733
23.09.2022 17:00 - 23.09.2022 17:30,29603,29603
23.09.2022 17:30 - 23.09.2022 18:00,30106,30106
23.09.2022 18:00 - 23.09.2022 18:30,30303,30303
23.09.2022 18:30 - 23.09.2022 19:00,29859,29859
23.09.2022 19:00 - 23.09.2022 19:30,29216,29216
23.09.2022 19:30 - 23.09.2022 20:00,28041,28041
23.09.2022 20:00 - 23.09.2022 20:30,26841,26841
23.09.2022 20:30 - 23.09.2022 21:00,25599,25599
23.09.2022 21:00 - 23.09.2022 21:30,24268,24268
23.09.2022 21:30 - 23.09.2022 22:00,23261,23261
23.09.2022 22:00 - 23.09.2022 22:30,21949,21949
23.09.2022 22:30 - 23.09.2022 23:00,20784,20784
23.09.2022 23:00 - 23.09.2022 23:30,20119,20119
23.09.2022 23:30 - 24.09.2022 00:00,19540,19540
24.09.2022 00:00 - 24.09.2022 00:30,19081,19081
24.09.2022 00:30 - 24.09.2022 01:00,19130,19130
24.09.2022 01:00 - 24.09.2022 01:30,18788,18788
24.09.2022 01:30 - 24.09.2022 02:00,18337,18337
24.09.2022 02:00 - 24.09.2022 02:30,18037,18037
24.09.2022 02:30 - 24.09.2022 03:00,17821,17821
24.09.2022 03:00 - 24.09.2022 03:30,17762,17762
24.09.2022 03:30 - 24.09.2022 04:00,17574,17574
24.09.2022 04:00 - 24.09.2022 04:30,17920,17920
24.09.2022 04:30 - 24.09.2022 05:00,18355,18355
24.09.2022 05:00 - 24.09.2022 05:30,19407,19407
24.09.2022 05:30 - 24.09.2022 06:00,20310,20310
24.09.2022 06:00 - 24.09.2022 06:30,21521,21521
24.09.2022 06:30 - 24.09.2022 07:00,22633,22633
24.09.2022 07:00 - 24.09.2022 07:30,23500,23500
24.09.2022 07:30 - 24.09.2022 08:00,23911,23911
24.09.2022 08:00 - 24.09.2022 08:30,23526,23526
24.09.2022 08:30 - 24.09.2022 09:00,22856,22856
24.09.2022 09:00 - 24.09.2022 09:30,22321,22321
24.09.2022 09:30 - 24.09.2022 10:00,22166,22166
24.09.2022 10:00 - 24.09.2022 10:30,21661,21661
24.09.2022 10:30 - 24.09.2022 11:00,21441,21441
24.09.2022 11:00 - 24.09.2022 11:30,21466,21466
24.09.2022 11:30 - 24.09.2022 12:00,21575,21575
24.09.2022 12:00 - 24.09.2022 12:30,21367,21367
24.09.2022 12:30 - 24.09.2022 13:00,21412,21412
24.09.2022 13:00 - 24.09.2022 13:30,21473,21473
24.09.2022 13:30 - 24.09.2022 14:00,21503,21503
24.09.2022 14:00 - 24.09.2022 14:30,21744,21744
24.09.2022 14:30 - 24.09.2022 15:00,22385,22385
24.09.2022 15:00 - 24.09.2022 15:30,23618,23618
24.09.2022 15:30 - 24.09.2022 16:00,24815,24815
24.09.2022 16:00 - 24.09.2022 16:30,26125,26125
24.09.2022 16:30 - 24.09.2022 17:00,26855,26855
24.09.2022 17:00 - 24.09.2022 17:30,27361,27361
24.09.2022 17:30 - 24.09.2022 18:00,27710,27710
24.09.2022 18:00 - 24.09.2022 18:30,28065,28065
24.09.2022 18:30 - 24.09.2022 19:00,27970,27970
24.09.2022 19:00 - 24.09.2022 19:30,26911,26911
24.09.2022 19:30 - 24.09.2022 20:00,25898,25898
24.09.2022 20:00 - 24.09.2022 20:30,25303,25303
24.09.2022 20:30 - 24.09.2022 21:00,24808,24808
24.09.2022 21:00 - 24.09.2022 21:30,23798,23798
24.09.2022 21:30 - 24.09.2022 22:00,22695,22695
24.09.2022 22:00 - 24.09.2022 22:30,21523,21523
24.09.2022 22:30 - 24.09.2022 23:00,20511,20511
24.09.2022 23:00 - 24.09.2022 23:30,19795,19795
24.09.2022 23:30 - 25.09.2022 00:00,19170,19170
25.09.2022 00:00 - 25.09.2022 00:30,18787,18787
25.09.2022 00:30 - 25.09.2022 01:00,18720,18720
25.09.2022 01:00 - 25.09.2022 01:30,18379,18379
25.09.2022 01:30 - 25.09.2022 02:00,17992,17992
25.09.2022 02:00 - 25.09.2022 02:30,17738,17738
25.09.2022 02:30 - 25.09.2022 03:00,17518,17518
25.09.2022 03:00 - 25.09.2022 03:30,17409,17409
25.09.2022 03:30 - 25.09.2022 04:00,17251,17251
25.09.2022 04:00 - 25.09.2022 04:30,17431,17431
25.09.2022 04:30 - 25.09.2022 05:00,17497,17497
25.09.2022 05:00 - 25.09.2022 05:30,18188,18188
25.09.2022 05:30 - 25.09.2022 06:00,18771,18771
25.09.2022 06:00 - 25.09.2022 06:30,19448,19448
25.09.2022 06:30 - 25.09.2022 07:00,19993,19993
25.09.2022 07:00 - 25.09.2022 07:30,20934,20934
25.09.2022 07:30 - 25.09.2022 08:00,21171,21171
25.09.2022 08:00 - 25.09.2022 08:30,21242,21242
25.09.2022 08:30 - 25.09.2022 09:00,21240,21240
25.09.2022 09:00 - 25.09.2022 09:30,21547,21547
25.09.2022 09:30 - 25.09.2022 10:00,21315,21315
25.09.2022 10:00 - 25.09.2022 10:30,21088,21088
25.09.2022 10:30 - 25.09.2022 11:00,21024,21024
25.09.2022 11:00 - 25.09.2022 11:30,21179,21179
25.09.2022 11:30 - 25.09.2022 12:00,21419,21419
25.09.2022 12:00 - 25.09.2022 12:30,21425,21425
25.09.2022 12:30 - 25.09.2022 13:00,21584,21584
25.09.2022 13:00 - 25.09.2022 13:30,21726,21726
25.09.2022 13:30 - 25.09.2022 14:00,22231,22231
25.09.2022 14:00 - 25.09.2022 14:30,22427,22427
25.09.2022 14:30 - 25.09.2022 15:00,23023,23023
25.09.2022 15:00 - 25.09.2022 15:30,23702,23702
25.09.2022 15:30 - 25.09.2022 16:00,24904,24904
25.09.2022 16:00 - 25.09.2022 16:30,26081,26081
25.09.2022 16:30 - 25.09.2022 17:00,27047,27047
25.09.2022 17:00 - 25.09.2022 17:30,27455,27455
25.09.2022 17:30 - 25.09.2022 18:00,27739,27739
25.09.2022 18:00 - 25.09.2022 18:30,27984,27984
25.09.2022 18:30 - 25.09.2022 19:00,27291,27291
25.09.2022 19:00 - 25.09.2022 19:30,26287,26287
25.09.2022 19:30 - 25.09.2022 20:00,24896,24896
25.09.2022 20:00 - 25.09.2022 20:30,23701,23701
25.09.2022 20:30 - 25.09.2022 21:00,22296,22296
25.09.2022 21:00 - 25.09.2022 21:30,21076,21076
25.09.2022 21:30 - 25.09.2022 22:00,20070,20070
25.09.2022 22:00 - 25.09.2022 22:30,18703,18703
25.09.2022 22:30 - 25.09.2022 23:00,17613,17613
25.09.2022 23:00 - 25.09.2022 23:30,16963,16963
25.09.2022 23:30 - 26.09.2022 00:00,16636,16636
26.09.2022 00:00 - 26.09.2022 00:30,16434,16434
26.09.2022 00:30 - 26.09.2022 01:00,16427,16427
26.09.2022 01:00 - 26.09.2022 01:30,16301,16301
26.09.2022 01:30 - 26.09.2022 02:00,15949,15949
26.09.2022 02:00 - 26.09.2022 02:30,15803,15803
26.09.2022 02:30 - 26.09.2022 03:00,15690,15690
26.09.2022 03:00 - 26.09.2022 03:30,15705,15705
26.09.2022 03:30 - 26.09.2022 04:00,15997,15997
26.09.2022 04:00 - 26.09.2022 04:30,16853,16853
26.09.2022 04:30 - 26.09.2022 05:00,17918,17918
26.09.2022 05:00 - 26.09.2022 05:30,20507,20507
26.09.2022 05:30 - 26.09.2022 06:00,22776,22776
26.09.2022 06:00 - 26.09.2022 06:30,25588,25588
26.09.2022 06:30 - 26.09.2022 07:00,27040,27040
26.09.2022 07:00 - 26.09.2022 07:30,27750,27750
26.09.2022 07:30 - 26.09.2022 08:00,27179,27179
26.09.2022 08:00 - 26.09.2022 08:30,27066,27066
26.09.2022 08:30 - 26.09.2022 09:00,26644,26644
26.09.2022 09:00 - 26.09.2022 09:30,26309,26309
26.09.2022 09:30 - 26.09.2022 10:00,25960,25960
26.09.2022 10:00 - 26.09.2022 10:30,25652,25652
26.09.2022 10:30 - 26.09.2022 11:00,25380,25380
26.09.2022 11:00 - 26.09.2022 11:30,25669,25669
26.09.2022 11:30 - 26.09.2022 12:00,25530,25530
26.09.2022 12:00 - 26.09.2022 12:30,25473,25473
26.09.2022 12:30 - 26.09.2022 13:00,25337,25337
26.09.2022 13:00 - 26.09.2022 13:30,25319,25319
26.09.2022 13:30 - 26.09.2022 14:00,25545,25545
26.09.2022 14:00 - 26.09.2022 14:30,26034,26034
26.09.2022 14:30 - 26.09.2022 15:00,26990,26990
26.09.2022 15:00 - 26.09.2022 15:30,28204,28204
26.09.2022 15:30 - 26.09.2022 16:00,29682,29682
26.09.2022 16:00 - 26.09.2022 16:30,31112,31112
26.09.2022 16:30 - 26.09.2022 17:00,31455,31455
26.09.2022 17:00 - 26.09.2022 17:30,31669,31669
26.09.2022 17:30 - 26.09.2022 18:00,31915,31915
26.09.2022 18:00 - 26.09.2022 18:30,32284,32284
26.09.2022 18:30 - 26.09.2022 19:00,31728,31728
26.09.2022 19:00 - 26.09.2022 19:30,30891,30891
26.09.2022 19:30 - 26.09.2022 20:00,29696,29696
26.09.2022 20:00 - 26.09.2022 20:30,28403,28403
26.09.2022 20:30 - 26.09.2022 21:00,26832,26832
26.09.2022 21:00 - 26.09.2022 21:30,25399,25399
26.09.2022 21:30 - 26.09.2022 22:00,23739,23739
26.09.2022 22:00 - 26.09.2022 22:30,22128,22128
26.09.2022 22:30 - 26.09.2022 23:00,20989,20989
26.09.2022 23:00 - 26.09.2022 23:30,20066,20066
26.09.2022 23:30 - 27.09.2022 00:00,19381,19381
27.09.2022 00:00 - 27.09.2022 00:30,19322,19322
27.09.2022 00:30 - 27.09.2022 01:00,19335,19335
27.09.2022 01:00 - 27.09.2022 01:30,19005,19005
27.09.2022 01:30 - 27.09.2022 02:00,18636,18636
27.09.2022 02:00 - 27.09.2022 02:30,18258,18258
27.09.2022 02:30 - 27.09.2022 03:00,18311,18311
27.09.2022 03:00 - 27.09.2022 03:30,18225,18225
27.09.2022 03:30 - 27.09.2022 04:00,18309,18309
27.09.2022 04:00 - 27.09.2022 04:30,19032,19032
27.09.2022 04:30 - 27.09.2022 05:00,19985,19985
27.09.2022 05:00 - 27.09.2022 05:30,22391,22391
27.09.2022 05:30 - 27.09.2022 06:00,24588,24588
27.09.2022 06:00 - 27.09.2022 06:30,27383,27383
27.09.2022 06:30 - 27.09.2022 07:00,28573,28573
27.09.2022 07:00 - 27.09.2022 07:30,29245,29245
27.09.2022 07:30 - 27.09.2022 08:00,29110,29110
27.09.2022 08:00 - 27.09.2022 08:30,29175,29175
27.09.2022 08:30 - 27.09.2022 09:00,28652,28652
27.09.2022 09:00 - 27.09.2022 09:30,28136,28136
27.09.2022 09:30 - 27.09.2022 10:00,27888,27888
27.09.2022 10:00 - 27.09.2022 10:30,27761,27761
27.09.2022 10:30 - 27.09.2022 11:00,27484,27484
27.09.2022 11:00 - 27.09.2022 11:30,27494,27494
27.09.2022 11:30 - 27.09.2022 12:00,27336,27336
27.09.2022 12:00 - 27.09.2022 12:30,27200,27200
27.09.2022 12:30 - 27.09.2022 13:00,26888,26888
27.09.2022 13:00 - 27.09.2022 13:30,26731,26731
27.09.2022 13:30 - 27.09.2022 14:00,26923,26923
27.09.2022 14:00 - 27.09.2022 14:30,27446,27446
27.09.2022 14:30 - 27.09.2022 15:00,28108,28108
27.09.2022 15:00 - 27.09.2022 15:30,29046,29046
27.09.2022 15:30 - 27.09.2022 16:00,30006,30006
27.09.2022 16:00 - 27.09.2022 16:30,30677,30677
27.09.2022 16:30 - 27.09.2022 17:00,31255,31255
27.09.2022 17:00 - 27.09.2022 17:30,31704,31704
27.09.2022 17:30 - 27.09.2022 18:00,32100,32100
27.09.2022 18:00 - 27.09.2022 18:30,32636,32636
27.09.2022 18:30 - 27.09.2022 19:00,32244,32244
27.09.2022 19:00 - 27.09.2022 19:30,31204,31204
27.09.2022 19:30 - 27.09.2022 20:00,30304,30304
27.09.2022 20:00 - 27.09.2022 20:30,29581,29581
27.09.2022 20:30 - 27.09.2022 21:00,27877,27877
27.09.2022 21:00 - 27.09.2022 21:30,25938,25938
27.09.2022 21:30 - 27.09.2022 22:00,24483,24483
27.09.2022 22:00 - 27.09.2022 22:30,22776,22776
27.09.2022 22:30 - 27.09.2022 23:00,21851,21851
27.09.2022 23:00 - 27.09.2022 23:30,21024,21024
27.09.2022 23:30 - 28.09.2022 00:00,20289,20289
28.09.2022 00:00 - 28.09.2022 00:30,19889,19889
28.09.2022 00:30 - 28.09.2022 01:00,19743,19743
28.09.2022 01:00 - 28.09.2022 01:30,19375,19375
28.09.2022 01:30 - 28.09.2022 02:00,19362,19362
28.09.2022 02:00 - 28.09.2022 02:30,19471,19471
28.09.2022 02:30 - 28.09.2022 03:00,19357,19357
28.09.2022 03:00 - 28.09.2022 03:30,19114,19114
28.09.2022 03:30 - 28.09.2022 04:00,19211,19211
28.09.2022 04:00 - 28.09.2022 04:30,19935,19935
28.09.2022 04:30 - 28.09.2022 05:00,21150,21150
28.09.2022 05:00 - 28.09.2022 05:30,23449,23449
28.09.2022 05:30 - 28.09.2022 06:00,25617,25617
28.09.2022 06:00 - 28.09.2022 06:30,27921,27921
28.09.2022 06:30 - 28.09.2022 07:00,29203,29203
28.09.2022 07:00 - 28.09.2022 07:30,29962,29962
28.09.2022 07:30 - 28.09.2022 08:00,29719,29719
28.09.2022 08:00 - 28.09.2022 08:30,29422,29422
28.09.2022 08:30 - 28.09.2022 09:00,28639,28639
28.09.2022 09:00 - 28.09.2022 09:30,27599,27599
28.09.2022 09:30 - 28.09.2022 10:00,26998,26998
28.09.2022 10:00 - 28.09.2022 10:30,27070,27070
28.09.2022 10:30 - 28.09.2022 11:00,27047,27047
28.09.2022 11:00 - 28.09.2022 11:30,27282,27282
28.09.2022 11:30 - 28.09.2022 12:00,27338,27338
28.09.2022 12:00 - 28.09.2022 12:30,27272,27272
28.09.2022 12:30 - 28.09.2022 13:00,26747,26747
28.09.2022 13:00 - 28.09.2022 13:30,26720,26720
28.09.2022 13:30 - 28.09.2022 14:00,26862,26862
28.09.2022 14:00 - 28.09.2022 14:30,27048,27048
28.09.2022 14:30 - 28.09.2022 15:00,27599,27599
28.09.2022 15:00 - 28.09.2022 15:30,28426,28426
28.09.2022 15:30 - 28.09.2022 16:00,29550,29550
28.09.2022 16:00 - 28.09.2022 16:30,30626,30626
28.09.2022 16:30 - 28.09.2022 17:00,31346,31346
28.09.2022 17:00 - 28.09.2022 17:30,31863,31863
28.09.2022 17:30 - 28.09.2022 18:00,32235,32235
28.09.2022 18:00 - 28.09.2022 18:30,32780,32780
28.09.2022 18:30 - 28.09.2022 19:00,32134,32134
28.09.2022 19:00 - 28.09.2022 19:30,30943,30943
28.09.2022 19:30 - 28.09.2022 20:00,29911,29911
28.09.2022 20:00 - 28.09.2022 20:30,28701,28701
28.09.2022 20:30 - 28.09.2022 21:00,27448,27448
28.09.2022 21:00 - 28.09.2022 21:30,25856,25856
28.09.2022 21:30 - 28.09.2022 22:00,24353,24353
28.09.2022 22:00 - 28.09.2022 22:30,22574,22574
28.09.2022 22:30 - 28.09.2022 23:00,21377,21377
28.09.2022 23:00 - 28.09.2022 23:30,20483,20483
28.09.2022 23:30 - 29.09.2022 00:00,19991,19991
29.09.2022 00:00 - 29.09.2022 00:30,19651,19651
29.09.2022 00:30 - 29.09.2022 01:00,19703,19703
29.09.2022 01:00 - 29.09.2022 01:30,19367,19367
29.09.2022 01:30 - 29.09.2022 02:00,18992,18992
29.09.2022 02:00 - 29.09.2022 02:30,18774,18774
29.09.2022 02:30 - 29.09.2022 03:00,18753,18753
29.09.2022 03:00 - 29.09.2022 03:30,18746,18746
29.09.2022 03:30 - 29.09.2022 04:00,18965,18965
29.09.2022 04:00 - 29.09.2022 04:30,19458,19458
29.09.2022 04:30 - 29.09.2022 05:00,20590,20590
29.09.2022 05:00 - 29.09.2022 05:30,23300,23300
29.09.2022 05:30 - 29.09.2022 06:00,25594,25594
29.09.2022 06:00 - 29.09.2022 06:30,27854,27854
29.09.2022 06:30 - 29.09.2022 07:00,28899,28899
29.09.2022 07:00 - 29.09.2022 07:30,29423,29423
29.09.2022 07:30 - 29.09.2022 08:00,29092,29092
29.09.2022 08:00 - 29.09.2022 08:30,29449,29449
29.09.2022 08:30 - 29.09.2022 09:00,29218,29218
29.09.2022 09:00 - 29.09.2022 09:30,28793,28793
29.09.2022 09:30 - 29.09.2022 10:00,28346,28346
29.09.2022 10:00 - 29.09.2022 10:30,28104,28104
29.09.2022 10:30 - 29.09.2022 11:00,27919,27919
29.09.2022 11:00 - 29.09.2022 11:30,28013,28013
29.09.2022 11:30 - 29.09.2022 12:00,27542,27542
29.09.2022 12:00 - 29.09.2022 12:30,27087,27087
29.09.2022 12:30 - 29.09.2022 13:00,26979,26979
29.09.2022 13:00 - 29.09.2022 13:30,27032,27032
29.09.2022 13:30 - 29.09.2022 14:00,26893,26893
29.09.2022 14:00 - 29.09.2022 14:30,26833,26833
29.09.2022 14:30 - 29.09.2022 15:00,27616,27616
29.09.2022 15:00 - 29.09.2022 15:30,28872,28872
29.09.2022 15:30 - 29.09.2022 16:00,29956,29956
29.09.2022 16:00 - 29.09.2022 16:30,31048,31048
29.09.2022 16:30 - 29.09.2022 17:00,31837,31837
29.09.2022 17:00 - 29.09.2022 17:30,32247,32247
29.09.2022 17:30 - 29.09.2022 18:00,32693,32693
29.09.2022 18:00 - 29.09.2022 18:30,33688,33688
29.09.2022 18:30 - 29.09.2022 19:00,33281,33281
29.09.2022 19:00 - 29.09.2022 19:30,31959,31959
29.09.2022 19:30 - 29.09.2022 20:00,30865,30865
29.09.2022 20:00 - 29.09.2022 20:30,29425,29425
29.09.2022 20:30 - 29.09.2022 21:00,28036,28036
29.09.2022 21:00 - 29.09.2022 21:30,26583,26583
29.09.2022 21:30 - 29.09.2022 22:00,24923,24923
29.09.2022 22:00 - 29.09.2022 22:30,23473,23473
29.09.2022 22:30 - 29.09.2022 23:00,22203,22203
29.09.2022 23:00 - 29.09.2022 23:30,21240,21240
29.09.2022 23:30 - 30.09.2022 00:00,20687,20687
30.09.2022 00:00 - 30.09.2022 00:30,20265,20265
30.09.2022 00:30 - 30.09.2022 01:00,20175,20175
30.09.2022 01:00 - 30.09.2022 01:30,19389,19389
30.09.2022 01:30 - 30.09.2022 02:00,19017,19017
30.09.2022 02:00 - 30.09.2022 02:30,18873,18873
30.09.2022 02:30 - 30.09.2022 03:00,18841,18841
30.09.2022 03:00 - 30.09.2022 03:30,18634,18634
30.09.2022 03:30 - 30.09.2022 04:00,18674,18674
30.09.2022 04:00 - 30.09.2022 04:30,19279,19279
30.09.2022 04:30 - 30.09.2022 05:00,20144,20144
30.09.2022 05:00 - 30.09.2022 05:30,22440,22440
30.09.2022 05:30 - 30.09.2022 06:00,24648,24648
30.09.2022 06:00 - 30.09.2022 06:30,26860,26860
30.09.2022 06:30 - 30.09.2022 07:00,28027,28027
30.09.2022 07:00 - 30.09.2022 07:30,28416,28416
30.09.2022 07:30 - 30.09.2022 08:00,28644,28644
30.09.2022 08:00 - 30.09.2022 08:30,29047,29047
30.09.2022 08:30 - 30.09.2022 09:00,28946,28946
30.09.2022 09:00 - 30.09.2022 09:30,28585,28585
30.09.2022 09:30 - 30.09.2022 10:00,28258,28258
30.09.2022 10:00 - 30.09.2022 10:30,28358,28358
30.09.2022 10:30 - 30.09.2022 11:00,28244,28244
30.09.2022 11:00 - 30.09.2022 11:30,28615,28615
30.09.2022 11:30 - 30.09.2022 12:00,28668,28668
30.09.2022 12:00 - 30.09.2022 12:30,28634,28634
30.09.2022 12:30 - 30.09.2022 13:00,28294,28294
30.09.2022 13:00 - 30.09.2022 13:30,28063,28063
30.09.2022 13:30 - 30.09.2022 14:00,28070,28070
30.09.2022 14:00 - 30.09.2022 14:30,27804,27804
30.09.2022 14:30 - 30.09.2022 15:00,28286,28286
30.09.2022 15:00 - 30.09.2022 15:30,28750,28750
30.09.2022 15:30 - 30.09.2022 16:00,29223,29223
30.09.2022 16:00 - 30.09.2022 16:30,30318,30318
30.09.2022 16:30 - 30.09.2022 17:00,30646,30646
30.09.2022 17:00 - 30.09.2022 17:30,31221,31221
30.09.2022 17:30 - 30.09.2022 18:00,31358,31358
30.09.2022 18:00 - 30.09.2022 18:30,31467,31467
30.09.2022 18:30 - 30.09.2022 19:00,30642,30642
30.09.2022 19:00 - 30.09.2022 19:30,29874,29874
30.09.2022 19:30 - 30.09.2022 20:00,28249,28249
30.09.2022 20:00 - 30.09.2022 20:30,27027,27027
30.09.2022 20:30 - 30.09.2022 21:00,25776,25776
30.09.2022 21:00 - 30.09.2022 21:30,24605,24605
30.09.2022 21:30 - 30.09.2022 22:00,23211,23211
30.09.2022 22:00 - 30.09.2022 22:30,21545,21545
30.09.2022 22:30 - 30.09.2022 23:00,20272,20272
30.09.2022 23:00 - 30.09.2022 23:30,19456,19456
30.09.2022 23:30 - 01.10.2022 00:00,18917,18917
01.10.2022 00:00 - 01.10.2022 00:30,18561,18561
01.10.2022 00:30 - 01.10.2022 01:00,18363,18363
01.10.2022 01:00 - 01.10.2022 01:30,18043,18043
01.10.2022 01:30 - 01.10.2022 02:00,17701,17701
01.10.2022 02:00 - 01.10.2022 02:30,17315,17315
01.10.2022 02:30 - 01.10.2022 03:00,17133,17133
01.10.2022 03:00 - 01.10.2022 03:30,16949,16949
01.10.2022 03:30 - 01.10.2022 04:00,16711,16711
01.10.2022 04:00 - 01.10.2022 04:30,16772,16772
01.10.2022 04:30 - 01.10.2022 05:00,17191,17191
01.10.2022 05:00 - 01.10.2022 05:30,18180,18180
01.10.2022 05:30 - 01.10.2022 06:00,19115,19115
01.10.2022 06:00 - 01.10.2022 06:30,20195,20195
01.10.2022 06:30 - 01.10.2022 07:00,21044,21044
01.10.2022 07:00 - 01.10.2022 07:30,22132,22132
01.10.2022 07:30 - 01.10.2022 08:00,22285,22285
01.10.2022 08:00 - 01.10.2022 08:30,22056,22056
01.10.2022 08:30 - 01.10.2022 09:00,21525,21525
01.10.2022 09:00 - 01.10.2022 09:30,20847,20847
01.10.2022 09:30 - 01.10.2022 10:00,20181,20181
01.10.2022 10:00 - 01.10.2022 10:30,19541,19541
01.10.2022 10:30 - 01.10.2022 11:00,19356,19356
01.10.2022 11:00 - 01.10.2022 11:30,19038,19038
01.10.2022 11:30 - 01.10.2022 12:00,18803,18803
01.10.2022 12:00 - 01.10.2022 12:30,18687,18687
01.10.2022 12:30 - 01.10.2022 13:00,18484,18484
01.10.2022 13:00 - 01.10.2022 13:30,18275,18275
01.10.2022 13:30 - 01.10.2022 14:00,18386,18386
01.10.2022 14:00 - 01.10.2022 14:30,18802,18802
01.10.2022 14:30 - 01.10.2022 15:00,19784,19784
01.10.2022 15:00 - 01.10.2022 15:30,21194,21194
01.10.2022 15:30 - 01.10.2022 16:00,22610,22610
01.10.2022 16:00 - 01.10.2022 16:30,24461,24461
01.10.2022 16:30 - 01.10.2022 17:00,25864,25864
01.10.2022 17:00 - 01.10.2022 17:30,26752,26752
01.10.2022 17:30 - 01.10.2022 18:00,27129,27129
01.10.2022 18:00 - 01.10.2022 18:30,27323,27323
01.10.2022 18:30 - 01.10.2022 19:00,26738,26738
01.10.2022 19:00 - 01.10.2022 19:30,25907,25907
01.10.2022 19:30 - 01.10.2022 20:00,25123,25123
01.10.2022 20:00 - 01.10.2022 20:30,24241,24241
01.10.2022 20:30 - 01.10.2022 21:00,23376,23376
01.10.2022 21:00 - 01.10.2022 21:30,22650,22650
01.10.2022 21:30 - 01.10.2022 22:00,21669,21669
01.10.2022 22:00 - 01.10.2022 22:30,20586,20586
01.10.2022 22:30 - 01.10.2022 23:00,19432,19432
01.10.2022 23:00 - 01.10.2022 23:30,18801,18801
01.10.2022 23:30 - 02.10.2022 00:00,18524,18524
02.10.2022 00:00 - 02.10.2022 00:30,18230,18230
02.10.2022 00:30 - 02.10.2022 01:00,18290,18290
02.10.2022 01:00 - 02.10.2022 01:30,18067,18067
02.10.2022 01:30 - 02.10.2022 02:00,17818,17818
02.10.2022 02:00 - 02.10.2022 02:30,17588,17588
02.10.2022 02:30 - 02.10.2022 03:00,17514,17514
02.10.2022 03:00 - 02.10.2022 03:30,17359,17359
02.10.2022 03:30 - 02.10.2022 04:00,17216,17216
02.10.2022 04:00 - 02.10.2022 04:30,17344,17344
02.10.2022 04:30 - 02.10.2022 05:00,17531,17531
02.10.2022 05:00 - 02.10.2022 05:30,18291,18291
02.10.2022 05:30 - 02.10.2022 06:00,18932,18932
02.10.2022 06:00 - 02.10.2022 06:30,19579,19579
02.10.2022 06:30 - 02.10.2022 07:00,20757,20757
02.10.2022 07:00 - 02.10.2022 07:30,22150,22150
02.10.2022 07:30 - 02.10.2022 08:00,23085,23085
02.10.2022 08:00 - 02.10.2022 08:30,23889,23889
02.10.2022 08:30 - 02.10.2022 09:00,23989,23989
02.10.2022 09:00 - 02.10.2022 09:30,23397,23397
02.10.2022 09:30 - 02.10.2022 10:00,22489,22489
02.10.2022 10:00 - 02.10.2022 10:30,21823,21823
02.10.2022 10:30 - 02.10.2022 11:00,21459,21459
02.10.2022 11:00 - 02.10.2022 11:30,21673,21673
02.10.2022 11:30 - 02.10.2022 12:00,21742,21742
02.10.2022 12:00 - 02.10.2022 12:30,21853,21853
02.10.2022 12:30 - 02.10.2022 13:00,21727,21727
02.10.2022 13:00 - 02.10.2022 13:30,22002,22002
02.10.2022 13:30 - 02.10.2022 14:00,22079,22079
02.10.2022 14:00 - 02.10.2022 14:30,22572,22572
02.10.2022 14:30 - 02.10.2022 15:00,23396,23396
02.10.2022 15:00 - 02.10.2022 15:30,24665,24665
02.10.2022 15:30 - 02.10.2022 16:00,26319,26319
02.10.2022 16:00 - 02.10.2022 16:30,27536,27536
02.10.2022 16:30 - 02.10.2022 17:00,28750,28750
02.10.2022 17:00 - 02.10.2022 17:30,29224,29224
02.10.2022 17:30 - 02.10.2022 18:00,29977,29977
02.10.2022 18:00 - 02.10.2022 18:30,30405,30405
02.10.2022 18:30 - 02.10.2022 19:00,29780,29780
02.10.2022 19:00 - 02.10.2022 19:30,28783,28783
02.10.2022 19:30 - 02.10.2022 20:00,27808,27808
02.10.2022 20:00 - 02.10.2022 20:30,26674,26674
02.10.2022 20:30 - 02.10.2022 21:00,25454,25454
02.10.2022 21:00 - 02.10.2022 21:30,24273,24273
02.10.2022 21:30 - 02.10.2022 22:00,23055,23055
02.10.2022 22:00 - 02.10.2022 22:30,21649,21649
