MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Solar  [MW] Intraday / Greece (GR),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Intraday / Greece (GR),Generation - Wind Offshore  [MW] Current / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Onshore  [MW] Intraday / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)
06.12.2022 02:00 - 06.12.2022 03:00,0,0,0,n/e,n/e,n/e,366,366,366
06.12.2022 03:00 - 06.12.2022 04:00,0,0,0,n/e,n/e,n/e,339,339,339
06.12.2022 04:00 - 06.12.2022 05:00,0,0,0,n/e,n/e,n/e,310,310,310
06.12.2022 05:00 - 06.12.2022 06:00,0,0,0,n/e,n/e,n/e,283,283,283
06.12.2022 06:00 - 06.12.2022 07:00,26,26,26,n/e,n/e,n/e,262,262,262
06.12.2022 07:00 - 06.12.2022 08:00,223,223,223,n/e,n/e,n/e,239,239,239
06.12.2022 08:00 - 06.12.2022 09:00,602,602,602,n/e,n/e,n/e,216,216,216
06.12.2022 09:00 - 06.12.2022 10:00,968,968,968,n/e,n/e,n/e,194,194,194
06.12.2022 10:00 - 06.12.2022 11:00,1181,1181,1181,n/e,n/e,n/e,186,186,186
06.12.2022 11:00 - 06.12.2022 12:00,1225,1225,1225,n/e,n/e,n/e,184,184,184
06.12.2022 12:00 - 06.12.2022 13:00,1121,1064,1121,n/e,n/e,n/e,178,176,178
06.12.2022 13:00 - 06.12.2022 14:00,882,839,882,n/e,n/e,n/e,167,175,167
06.12.2022 14:00 - 06.12.2022 15:00,519,497,519,n/e,n/e,n/e,160,166,160
06.12.2022 15:00 - 06.12.2022 16:00,164,158,164,n/e,n/e,n/e,156,161,156
06.12.2022 16:00 - 06.12.2022 17:00,8,9,8,n/e,n/e,n/e,166,165,166
06.12.2022 17:00 - 06.12.2022 18:00,0,0,0,n/e,n/e,n/e,189,183,189
06.12.2022 18:00 - 06.12.2022 19:00,0,0,0,n/e,n/e,n/e,223,208,223
06.12.2022 19:00 - 06.12.2022 20:00,0,0,0,n/e,n/e,n/e,252,239,252
06.12.2022 20:00 - 06.12.2022 21:00,0,0,0,n/e,n/e,n/e,280,274,280
06.12.2022 21:00 - 06.12.2022 22:00,0,0,0,n/e,n/e,n/e,310,306,310
06.12.2022 22:00 - 06.12.2022 23:00,0,0,0,n/e,n/e,n/e,336,340,336
06.12.2022 23:00 - 07.12.2022 00:00,0,0,0,n/e,n/e,n/e,378,378,378
07.12.2022 00:00 - 07.12.2022 01:00,0,0,0,n/e,n/e,n/e,402,402,402
07.12.2022 01:00 - 07.12.2022 02:00,0,0,0,n/e,n/e,n/e,415,415,415
07.12.2022 02:00 - 07.12.2022 03:00,0,0,0,n/e,n/e,n/e,422,422,422
07.12.2022 03:00 - 07.12.2022 04:00,0,0,0,n/e,n/e,n/e,429,429,429
07.12.2022 04:00 - 07.12.2022 05:00,0,0,0,n/e,n/e,n/e,438,438,438
07.12.2022 05:00 - 07.12.2022 06:00,0,0,0,n/e,n/e,n/e,439,439,439
07.12.2022 06:00 - 07.12.2022 07:00,25,25,25,n/e,n/e,n/e,441,441,441
07.12.2022 07:00 - 07.12.2022 08:00,193,193,193,n/e,n/e,n/e,448,448,448
07.12.2022 08:00 - 07.12.2022 09:00,531,531,531,n/e,n/e,n/e,461,461,461
07.12.2022 09:00 - 07.12.2022 10:00,892,892,892,n/e,n/e,n/e,495,495,495
07.12.2022 10:00 - 07.12.2022 11:00,1126,1126,1126,n/e,n/e,n/e,561,561,561
07.12.2022 11:00 - 07.12.2022 12:00,1184,1184,1184,n/e,n/e,n/e,629,629,629
07.12.2022 12:00 - 07.12.2022 13:00,1115,1134,1115,n/e,n/e,n/e,668,634,668
07.12.2022 13:00 - 07.12.2022 14:00,895,903,895,n/e,n/e,n/e,675,646,675
07.12.2022 14:00 - 07.12.2022 15:00,539,534,539,n/e,n/e,n/e,660,629,660
07.12.2022 15:00 - 07.12.2022 16:00,173,168,173,n/e,n/e,n/e,648,620,648
07.12.2022 16:00 - 07.12.2022 17:00,6,7,6,n/e,n/e,n/e,660,633,660
07.12.2022 17:00 - 07.12.2022 18:00,0,0,0,n/e,n/e,n/e,668,663,668
07.12.2022 18:00 - 07.12.2022 19:00,0,0,0,n/e,n/e,n/e,682,695,682
07.12.2022 19:00 - 07.12.2022 20:00,0,0,0,n/e,n/e,n/e,698,727,698
07.12.2022 20:00 - 07.12.2022 21:00,0,0,0,n/e,n/e,n/e,695,746,695
07.12.2022 21:00 - 07.12.2022 22:00,0,0,0,n/e,n/e,n/e,687,744,687
07.12.2022 22:00 - 07.12.2022 23:00,0,0,0,n/e,n/e,n/e,678,728,678
07.12.2022 23:00 - 08.12.2022 00:00,0,0,0,n/e,n/e,n/e,711,711,711
08.12.2022 00:00 - 08.12.2022 01:00,0,0,0,n/e,n/e,n/e,688,688,688
08.12.2022 01:00 - 08.12.2022 02:00,0,0,0,n/e,n/e,n/e,645,645,645
08.12.2022 02:00 - 08.12.2022 03:00,0,0,0,n/e,n/e,n/e,594,594,594
08.12.2022 03:00 - 08.12.2022 04:00,0,0,0,n/e,n/e,n/e,545,545,545
08.12.2022 04:00 - 08.12.2022 05:00,0,0,0,n/e,n/e,n/e,512,512,512
08.12.2022 05:00 - 08.12.2022 06:00,0,0,0,n/e,n/e,n/e,492,492,492
08.12.2022 06:00 - 08.12.2022 07:00,25,25,25,n/e,n/e,n/e,479,479,479
08.12.2022 07:00 - 08.12.2022 08:00,235,235,235,n/e,n/e,n/e,478,478,478
08.12.2022 08:00 - 08.12.2022 09:00,649,649,649,n/e,n/e,n/e,479,479,479
08.12.2022 09:00 - 08.12.2022 10:00,1072,1072,1072,n/e,n/e,n/e,482,482,482
08.12.2022 10:00 - 08.12.2022 11:00,1344,1344,1344,n/e,n/e,n/e,502,502,502
08.12.2022 11:00 - 08.12.2022 12:00,1422,1422,1422,n/e,n/e,n/e,537,537,537
08.12.2022 12:00 - 08.12.2022 13:00,1351,1356,1351,n/e,n/e,n/e,563,629,563
08.12.2022 13:00 - 08.12.2022 14:00,1086,1104,1086,n/e,n/e,n/e,577,654,577
08.12.2022 14:00 - 08.12.2022 15:00,656,674,656,n/e,n/e,n/e,581,655,581
08.12.2022 15:00 - 08.12.2022 16:00,209,217,209,n/e,n/e,n/e,620,685,620
08.12.2022 16:00 - 08.12.2022 17:00,5,5,5,n/e,n/e,n/e,692,749,692
08.12.2022 17:00 - 08.12.2022 18:00,0,0,0,n/e,n/e,n/e,751,819,751
08.12.2022 18:00 - 08.12.2022 19:00,0,0,0,n/e,n/e,n/e,802,872,802
08.12.2022 19:00 - 08.12.2022 20:00,0,0,0,n/e,n/e,n/e,846,921,846
08.12.2022 20:00 - 08.12.2022 21:00,0,0,0,n/e,n/e,n/e,878,959,878
08.12.2022 21:00 - 08.12.2022 22:00,0,0,0,n/e,n/e,n/e,902,978,902
08.12.2022 22:00 - 08.12.2022 23:00,0,0,0,n/e,n/e,n/e,891,979,891
08.12.2022 23:00 - 09.12.2022 00:00,0,0,0,n/e,n/e,n/e,957,957,957
09.12.2022 00:00 - 09.12.2022 01:00,0,0,0,n/e,n/e,n/e,947,947,947
09.12.2022 01:00 - 09.12.2022 02:00,0,0,0,n/e,n/e,n/e,897,897,897
09.12.2022 02:00 - 09.12.2022 03:00,0,0,0,n/e,n/e,n/e,853,853,853
09.12.2022 03:00 - 09.12.2022 04:00,0,0,0,n/e,n/e,n/e,799,799,799
09.12.2022 04:00 - 09.12.2022 05:00,0,0,0,n/e,n/e,n/e,762,762,762
09.12.2022 05:00 - 09.12.2022 06:00,0,0,0,n/e,n/e,n/e,750,750,750
09.12.2022 06:00 - 09.12.2022 07:00,35,35,35,n/e,n/e,n/e,761,761,761
09.12.2022 07:00 - 09.12.2022 08:00,283,283,283,n/e,n/e,n/e,802,802,802
09.12.2022 08:00 - 09.12.2022 09:00,739,739,739,n/e,n/e,n/e,869,869,869
09.12.2022 09:00 - 09.12.2022 10:00,1184,1184,1184,n/e,n/e,n/e,947,947,947
09.12.2022 10:00 - 09.12.2022 11:00,1473,1473,1473,n/e,n/e,n/e,1048,1048,1048
09.12.2022 11:00 - 09.12.2022 12:00,1550,1550,1550,n/e,n/e,n/e,1160,1160,1160
09.12.2022 12:00 - 09.12.2022 13:00,1460,1478,1460,n/e,n/e,n/e,1241,1387,1241
09.12.2022 13:00 - 09.12.2022 14:00,1157,1170,1157,n/e,n/e,n/e,1304,1426,1304
09.12.2022 14:00 - 09.12.2022 15:00,688,695,688,n/e,n/e,n/e,1351,1447,1351
09.12.2022 15:00 - 09.12.2022 16:00,219,221,219,n/e,n/e,n/e,1419,1492,1419
09.12.2022 16:00 - 09.12.2022 17:00,6,6,6,n/e,n/e,n/e,1529,1588,1529
09.12.2022 17:00 - 09.12.2022 18:00,0,0,0,n/e,n/e,n/e,1640,1706,1640
09.12.2022 18:00 - 09.12.2022 19:00,0,0,0,n/e,n/e,n/e,1754,1820,1754
09.12.2022 19:00 - 09.12.2022 20:00,0,0,0,n/e,n/e,n/e,1837,1900,1837
09.12.2022 20:00 - 09.12.2022 21:00,0,0,0,n/e,n/e,n/e,1885,1952,1885
09.12.2022 21:00 - 09.12.2022 22:00,0,0,0,n/e,n/e,n/e,1924,1991,1924
09.12.2022 22:00 - 09.12.2022 23:00,0,0,0,n/e,n/e,n/e,1964,2027,1964
09.12.2022 23:00 - 10.12.2022 00:00,0,0,0,n/e,n/e,n/e,2074,2074,2074
10.12.2022 00:00 - 10.12.2022 01:00,0,0,0,n/e,n/e,n/e,2090,2090,2090
10.12.2022 01:00 - 10.12.2022 02:00,0,0,0,n/e,n/e,n/e,2143,2143,2143
10.12.2022 02:00 - 10.12.2022 03:00,0,0,0,n/e,n/e,n/e,2208,2208,2208
10.12.2022 03:00 - 10.12.2022 04:00,0,0,0,n/e,n/e,n/e,2241,2241,2241
10.12.2022 04:00 - 10.12.2022 05:00,0,0,0,n/e,n/e,n/e,2253,2253,2253
10.12.2022 05:00 - 10.12.2022 06:00,0,0,0,n/e,n/e,n/e,2280,2280,2280
10.12.2022 06:00 - 10.12.2022 07:00,23,23,23,n/e,n/e,n/e,2318,2318,2318
10.12.2022 07:00 - 10.12.2022 08:00,162,162,162,n/e,n/e,n/e,2350,2350,2350
10.12.2022 08:00 - 10.12.2022 09:00,433,433,433,n/e,n/e,n/e,2380,2380,2380
10.12.2022 09:00 - 10.12.2022 10:00,713,713,713,n/e,n/e,n/e,2412,2412,2412
10.12.2022 10:00 - 10.12.2022 11:00,880,880,880,n/e,n/e,n/e,2446,2446,2446
10.12.2022 11:00 - 10.12.2022 12:00,908,908,908,n/e,n/e,n/e,2489,2489,2489
10.12.2022 12:00 - 10.12.2022 13:00,803,759,803,n/e,n/e,n/e,2531,2469,2531
10.12.2022 13:00 - 10.12.2022 14:00,599,574,599,n/e,n/e,n/e,2578,2519,2578
10.12.2022 14:00 - 10.12.2022 15:00,335,325,335,n/e,n/e,n/e,2649,2567,2649
10.12.2022 15:00 - 10.12.2022 16:00,110,108,110,n/e,n/e,n/e,2712,2644,2712
10.12.2022 16:00 - 10.12.2022 17:00,12,11,12,n/e,n/e,n/e,2774,2731,2774
10.12.2022 17:00 - 10.12.2022 18:00,0,0,0,n/e,n/e,n/e,2834,2805,2834
10.12.2022 18:00 - 10.12.2022 19:00,0,0,0,n/e,n/e,n/e,2898,2868,2898
10.12.2022 19:00 - 10.12.2022 20:00,0,0,0,n/e,n/e,n/e,2956,2929,2956
10.12.2022 20:00 - 10.12.2022 21:00,0,0,0,n/e,n/e,n/e,2995,2962,2995
10.12.2022 21:00 - 10.12.2022 22:00,0,0,0,n/e,n/e,n/e,3014,2988,3014
10.12.2022 22:00 - 10.12.2022 23:00,0,0,0,n/e,n/e,n/e,3006,3007,3006
10.12.2022 23:00 - 11.12.2022 00:00,0,0,0,n/e,n/e,n/e,3015,3015,3015
11.12.2022 00:00 - 11.12.2022 01:00,0,0,0,n/e,n/e,n/e,3001,3001,3001
11.12.2022 01:00 - 11.12.2022 02:00,0,0,0,n/e,n/e,n/e,2954,2954,2954
11.12.2022 02:00 - 11.12.2022 03:00,0,0,0,n/e,n/e,n/e,2934,2934,2934
11.12.2022 03:00 - 11.12.2022 04:00,0,0,0,n/e,n/e,n/e,2924,2924,2924
11.12.2022 04:00 - 11.12.2022 05:00,0,0,0,n/e,n/e,n/e,2903,2903,2903
11.12.2022 05:00 - 11.12.2022 06:00,0,0,0,n/e,n/e,n/e,2860,2860,2860
11.12.2022 06:00 - 11.12.2022 07:00,21,21,21,n/e,n/e,n/e,2800,2800,2800
11.12.2022 07:00 - 11.12.2022 08:00,145,145,145,n/e,n/e,n/e,2750,2750,2750
11.12.2022 08:00 - 11.12.2022 09:00,394,394,394,n/e,n/e,n/e,2720,2720,2720
11.12.2022 09:00 - 11.12.2022 10:00,666,666,666,n/e,n/e,n/e,2698,2698,2698
11.12.2022 10:00 - 11.12.2022 11:00,863,863,863,n/e,n/e,n/e,2694,2694,2694
11.12.2022 11:00 - 11.12.2022 12:00,973,973,973,n/e,n/e,n/e,2689,2689,2689
11.12.2022 12:00 - 11.12.2022 13:00,977,1135,977,n/e,n/e,n/e,2647,2368,2647
11.12.2022 13:00 - 11.12.2022 14:00,848,935,848,n/e,n/e,n/e,2597,2350,2597
11.12.2022 14:00 - 11.12.2022 15:00,550,588,550,n/e,n/e,n/e,2554,2335,2554
11.12.2022 15:00 - 11.12.2022 16:00,182,193,182,n/e,n/e,n/e,2521,2321,2521
11.12.2022 16:00 - 11.12.2022 17:00,4,4,4,n/e,n/e,n/e,2499,2284,2499
11.12.2022 17:00 - 11.12.2022 18:00,0,0,0,n/e,n/e,n/e,2478,2258,2478
11.12.2022 18:00 - 11.12.2022 19:00,0,0,0,n/e,n/e,n/e,2468,2257,2468
11.12.2022 19:00 - 11.12.2022 20:00,0,0,0,n/e,n/e,n/e,2452,2263,2452
11.12.2022 20:00 - 11.12.2022 21:00,0,0,0,n/e,n/e,n/e,2414,2253,2414
11.12.2022 21:00 - 11.12.2022 22:00,0,0,0,n/e,n/e,n/e,2377,2221,2377
11.12.2022 22:00 - 11.12.2022 23:00,0,0,0,n/e,n/e,n/e,2351,2183,2351
11.12.2022 23:00 - 12.12.2022 00:00,0,0,0,n/e,n/e,n/e,2120,2120,2120
12.12.2022 00:00 - 12.12.2022 01:00,0,0,0,n/e,n/e,n/e,2231,2231,2231
12.12.2022 01:00 - 12.12.2022 02:00,0,0,0,n/e,n/e,n/e,2120,2120,2120
12.12.2022 02:00 - 12.12.2022 03:00,0,0,0,n/e,n/e,n/e,2003,2003,2003
12.12.2022 03:00 - 12.12.2022 04:00,0,0,0,n/e,n/e,n/e,1880,1880,1880
12.12.2022 04:00 - 12.12.2022 05:00,0,0,0,n/e,n/e,n/e,1768,1768,1768
12.12.2022 05:00 - 12.12.2022 06:00,0,0,0,n/e,n/e,n/e,1676,1676,1676
12.12.2022 06:00 - 12.12.2022 07:00,26,26,26,n/e,n/e,n/e,1576,1576,1576
12.12.2022 07:00 - 12.12.2022 08:00,264,264,264,n/e,n/e,n/e,1463,1463,1463
12.12.2022 08:00 - 12.12.2022 09:00,724,724,724,n/e,n/e,n/e,1375,1375,1375
12.12.2022 09:00 - 12.12.2022 10:00,1173,1173,1173,n/e,n/e,n/e,1312,1312,1312
12.12.2022 10:00 - 12.12.2022 11:00,1438,1438,1438,n/e,n/e,n/e,1303,1303,1303
12.12.2022 11:00 - 12.12.2022 12:00,1473,1473,1473,n/e,n/e,n/e,1316,1316,1316
12.12.2022 12:00 - 12.12.2022 13:00,1299,1243,1299,n/e,n/e,n/e,1291,1300,1291
12.12.2022 13:00 - 12.12.2022 14:00,957,886,957,n/e,n/e,n/e,1238,1243,1238
12.12.2022 14:00 - 12.12.2022 15:00,521,464,521,n/e,n/e,n/e,1156,1198,1156
12.12.2022 15:00 - 12.12.2022 16:00,152,131,152,n/e,n/e,n/e,1109,1202,1109
12.12.2022 16:00 - 12.12.2022 17:00,6,6,6,n/e,n/e,n/e,1127,1263,1127
12.12.2022 17:00 - 12.12.2022 18:00,0,0,0,n/e,n/e,n/e,1179,1359,1179
12.12.2022 18:00 - 12.12.2022 19:00,0,0,0,n/e,n/e,n/e,1258,1464,1258
12.12.2022 19:00 - 12.12.2022 20:00,0,0,0,n/e,n/e,n/e,1342,1551,1342
12.12.2022 20:00 - 12.12.2022 21:00,0,0,0,n/e,n/e,n/e,1390,1620,1390
12.12.2022 21:00 - 12.12.2022 22:00,0,0,0,n/e,n/e,n/e,1425,1681,1425
12.12.2022 22:00 - 12.12.2022 23:00,0,0,0,n/e,n/e,n/e,1435,1707,1435
12.12.2022 23:00 - 13.12.2022 00:00,0,0,0,n/e,n/e,n/e,1666,1666,1666
13.12.2022 00:00 - 13.12.2022 01:00,0,0,0,n/e,n/e,n/e,1571,1571,1571
13.12.2022 01:00 - 13.12.2022 02:00,0,0,0,n/e,n/e,n/e,1428,1428,1428
13.12.2022 02:00 - 13.12.2022 03:00,0,0,0,n/e,n/e,n/e,1279,1279,1279
13.12.2022 03:00 - 13.12.2022 04:00,0,0,0,n/e,n/e,n/e,1146,1146,1146
13.12.2022 04:00 - 13.12.2022 05:00,0,0,0,n/e,n/e,n/e,1037,1037,1037
13.12.2022 05:00 - 13.12.2022 06:00,0,0,0,n/e,n/e,n/e,964,964,964
13.12.2022 06:00 - 13.12.2022 07:00,25,25,25,n/e,n/e,n/e,908,908,908
13.12.2022 07:00 - 13.12.2022 08:00,177,177,177,n/e,n/e,n/e,856,856,856
13.12.2022 08:00 - 13.12.2022 09:00,450,450,450,n/e,n/e,n/e,832,832,832
13.12.2022 09:00 - 13.12.2022 10:00,717,717,717,n/e,n/e,n/e,807,807,807
13.12.2022 10:00 - 13.12.2022 11:00,922,922,922,n/e,n/e,n/e,785,785,785
13.12.2022 11:00 - 13.12.2022 12:00,1053,1053,1053,n/e,n/e,n/e,734,734,734
13.12.2022 12:00 - 13.12.2022 13:00,1060,1063,1060,n/e,n/e,n/e,668,605,668
13.12.2022 13:00 - 13.12.2022 14:00,892,846,892,n/e,n/e,n/e,614,631,614
13.12.2022 14:00 - 13.12.2022 15:00,535,481,535,n/e,n/e,n/e,580,659,580
13.12.2022 15:00 - 13.12.2022 16:00,167,144,167,n/e,n/e,n/e,581,652,581
13.12.2022 16:00 - 13.12.2022 17:00,9,9,9,n/e,n/e,n/e,593,619,593
13.12.2022 17:00 - 13.12.2022 18:00,0,0,0,n/e,n/e,n/e,585,567,585
13.12.2022 18:00 - 13.12.2022 19:00,0,0,0,n/e,n/e,n/e,569,537,569
13.12.2022 19:00 - 13.12.2022 20:00,0,0,0,n/e,n/e,n/e,555,527,555
13.12.2022 20:00 - 13.12.2022 21:00,0,0,0,n/e,n/e,n/e,556,529,556
13.12.2022 21:00 - 13.12.2022 22:00,0,0,0,n/e,n/e,n/e,557,541,557
13.12.2022 22:00 - 13.12.2022 23:00,0,0,0,n/e,n/e,n/e,571,549,571
13.12.2022 23:00 - 14.12.2022 00:00,0,0,0,n/e,n/e,n/e,560,560,560
14.12.2022 00:00 - 14.12.2022 01:00,0,0,0,n/e,n/e,n/e,552,552,552
14.12.2022 01:00 - 14.12.2022 02:00,0,0,0,n/e,n/e,n/e,560,560,560
14.12.2022 02:00 - 14.12.2022 03:00,0,0,0,n/e,n/e,n/e,577,577,577
14.12.2022 03:00 - 14.12.2022 04:00,0,0,0,n/e,n/e,n/e,588,588,588
14.12.2022 04:00 - 14.12.2022 05:00,0,0,0,n/e,n/e,n/e,591,591,591
14.12.2022 05:00 - 14.12.2022 06:00,0,0,0,n/e,n/e,n/e,583,583,583
14.12.2022 06:00 - 14.12.2022 07:00,19,19,19,n/e,n/e,n/e,563,563,563
14.12.2022 07:00 - 14.12.2022 08:00,126,126,126,n/e,n/e,n/e,533,533,533
14.12.2022 08:00 - 14.12.2022 09:00,349,349,349,n/e,n/e,n/e,495,495,495
14.12.2022 09:00 - 14.12.2022 10:00,599,599,599,n/e,n/e,n/e,450,450,450
14.12.2022 10:00 - 14.12.2022 11:00,759,759,759,n/e,n/e,n/e,407,407,407
14.12.2022 11:00 - 14.12.2022 12:00,794,794,794,n/e,n/e,n/e,377,377,377
14.12.2022 12:00 - 14.12.2022 13:00,708,829,708,n/e,n/e,n/e,370,348,370
14.12.2022 13:00 - 14.12.2022 14:00,525,626,525,n/e,n/e,n/e,381,380,381
14.12.2022 14:00 - 14.12.2022 15:00,290,355,290,n/e,n/e,n/e,405,416,405
14.12.2022 15:00 - 14.12.2022 16:00,97,115,97,n/e,n/e,n/e,464,474,464
14.12.2022 16:00 - 14.12.2022 17:00,12,11,12,n/e,n/e,n/e,569,566,569
14.12.2022 17:00 - 14.12.2022 18:00,0,0,0,n/e,n/e,n/e,708,698,708
14.12.2022 18:00 - 14.12.2022 19:00,0,0,0,n/e,n/e,n/e,878,874,878
14.12.2022 19:00 - 14.12.2022 20:00,0,0,0,n/e,n/e,n/e,1067,1086,1067
14.12.2022 20:00 - 14.12.2022 21:00,0,0,0,n/e,n/e,n/e,1258,1313,1258
14.12.2022 21:00 - 14.12.2022 22:00,0,0,0,n/e,n/e,n/e,1460,1535,1460
14.12.2022 22:00 - 14.12.2022 23:00,0,0,0,n/e,n/e,n/e,1645,1731,1645
14.12.2022 23:00 - 15.12.2022 00:00,0,0,0,n/e,n/e,n/e,1880,1880,1880
15.12.2022 00:00 - 15.12.2022 01:00,0,0,0,n/e,n/e,n/e,2048,2048,2048
15.12.2022 01:00 - 15.12.2022 02:00,0,0,0,n/e,n/e,n/e,2123,2123,2123
15.12.2022 02:00 - 15.12.2022 03:00,0,0,0,n/e,n/e,n/e,2191,2191,2191
15.12.2022 03:00 - 15.12.2022 04:00,0,0,0,n/e,n/e,n/e,2243,2243,2243
15.12.2022 04:00 - 15.12.2022 05:00,0,0,0,n/e,n/e,n/e,2243,2243,2243
15.12.2022 05:00 - 15.12.2022 06:00,0,0,0,n/e,n/e,n/e,2207,2207,2207
15.12.2022 06:00 - 15.12.2022 07:00,20,20,20,n/e,n/e,n/e,2136,2136,2136
15.12.2022 07:00 - 15.12.2022 08:00,197,197,197,n/e,n/e,n/e,2042,2042,2042
15.12.2022 08:00 - 15.12.2022 09:00,589,589,589,n/e,n/e,n/e,1935,1935,1935
15.12.2022 09:00 - 15.12.2022 10:00,1058,1058,1058,n/e,n/e,n/e,1809,1809,1809
15.12.2022 10:00 - 15.12.2022 11:00,1428,1428,1428,n/e,n/e,n/e,1697,1697,1697
15.12.2022 11:00 - 15.12.2022 12:00,1607,1607,1607,n/e,n/e,n/e,1615,1615,1615
15.12.2022 12:00 - 15.12.2022 13:00,1574,1565,1574,n/e,n/e,n/e,1535,1522,1535
15.12.2022 13:00 - 15.12.2022 14:00,1306,1285,1306,n/e,n/e,n/e,1434,1410,1434
15.12.2022 14:00 - 15.12.2022 15:00,810,792,810,n/e,n/e,n/e,1309,1305,1309
15.12.2022 15:00 - 15.12.2022 16:00,268,260,268,n/e,n/e,n/e,1210,1222,1210
15.12.2022 16:00 - 15.12.2022 17:00,8,7,8,n/e,n/e,n/e,1140,1143,1140
15.12.2022 17:00 - 15.12.2022 18:00,0,0,0,n/e,n/e,n/e,1085,1084,1085
15.12.2022 18:00 - 15.12.2022 19:00,0,0,0,n/e,n/e,n/e,1054,1058,1054
15.12.2022 19:00 - 15.12.2022 20:00,0,0,0,n/e,n/e,n/e,1033,1041,1033
15.12.2022 20:00 - 15.12.2022 21:00,0,0,0,n/e,n/e,n/e,1025,1028,1025
15.12.2022 21:00 - 15.12.2022 22:00,0,0,0,n/e,n/e,n/e,1033,1028,1033
15.12.2022 22:00 - 15.12.2022 23:00,0,0,0,n/e,n/e,n/e,1052,1033,1052
15.12.2022 23:00 - 16.12.2022 00:00,0,0,0,n/e,n/e,n/e,1031,1031,1031
16.12.2022 00:00 - 16.12.2022 01:00,0,0,0,n/e,n/e,n/e,1009,1009,1009
16.12.2022 01:00 - 16.12.2022 02:00,0,0,0,n/e,n/e,n/e,996,996,996
16.12.2022 02:00 - 16.12.2022 03:00,0,0,0,n/e,n/e,n/e,1005,1005,1005
16.12.2022 03:00 - 16.12.2022 04:00,0,0,0,n/e,n/e,n/e,1040,1040,1040
16.12.2022 04:00 - 16.12.2022 05:00,0,0,0,n/e,n/e,n/e,1093,1093,1093
16.12.2022 05:00 - 16.12.2022 06:00,0,0,0,n/e,n/e,n/e,1154,1154,1154
16.12.2022 06:00 - 16.12.2022 07:00,26,26,26,n/e,n/e,n/e,1207,1207,1207
16.12.2022 07:00 - 16.12.2022 08:00,282,282,282,n/e,n/e,n/e,1232,1232,1232
16.12.2022 08:00 - 16.12.2022 09:00,776,776,776,n/e,n/e,n/e,1239,1239,1239
16.12.2022 09:00 - 16.12.2022 10:00,1249,1249,1249,n/e,n/e,n/e,1254,1254,1254
16.12.2022 10:00 - 16.12.2022 11:00,1544,1544,1544,n/e,n/e,n/e,1285,1285,1285
16.12.2022 11:00 - 16.12.2022 12:00,1626,1626,1626,n/e,n/e,n/e,1339,1339,1339
16.12.2022 12:00 - 16.12.2022 13:00,1545,1561,1545,n/e,n/e,n/e,1393,1254,1393
16.12.2022 13:00 - 16.12.2022 14:00,1246,1256,1246,n/e,n/e,n/e,1433,1295,1433
16.12.2022 14:00 - 16.12.2022 15:00,763,768,763,n/e,n/e,n/e,1482,1351,1482
16.12.2022 15:00 - 16.12.2022 16:00,254,254,254,n/e,n/e,n/e,1545,1421,1545
16.12.2022 16:00 - 16.12.2022 17:00,10,9,10,n/e,n/e,n/e,1610,1484,1610
16.12.2022 17:00 - 16.12.2022 18:00,0,0,0,n/e,n/e,n/e,1668,1542,1668
16.12.2022 18:00 - 16.12.2022 19:00,0,0,0,n/e,n/e,n/e,1716,1603,1716
16.12.2022 19:00 - 16.12.2022 20:00,0,0,0,n/e,n/e,n/e,1755,1665,1755
16.12.2022 20:00 - 16.12.2022 21:00,0,0,0,n/e,n/e,n/e,1782,1711,1782
16.12.2022 21:00 - 16.12.2022 22:00,0,0,0,n/e,n/e,n/e,1805,1745,1805
16.12.2022 22:00 - 16.12.2022 23:00,0,0,0,n/e,n/e,n/e,1833,1777,1833
16.12.2022 23:00 - 17.12.2022 00:00,0,0,0,n/e,n/e,n/e,1808,1808,1808
17.12.2022 00:00 - 17.12.2022 01:00,0,0,0,n/e,n/e,n/e,1798,1798,1798
17.12.2022 01:00 - 17.12.2022 02:00,0,0,0,n/e,n/e,n/e,1816,1816,1816
17.12.2022 02:00 - 17.12.2022 03:00,0,0,0,n/e,n/e,n/e,1838,1838,1838
17.12.2022 03:00 - 17.12.2022 04:00,0,0,0,n/e,n/e,n/e,1865,1865,1865
17.12.2022 04:00 - 17.12.2022 05:00,0,0,0,n/e,n/e,n/e,1898,1898,1898
17.12.2022 05:00 - 17.12.2022 06:00,0,0,0,n/e,n/e,n/e,1931,1931,1931
17.12.2022 06:00 - 17.12.2022 07:00,20,20,20,n/e,n/e,n/e,1955,1955,1955
17.12.2022 07:00 - 17.12.2022 08:00,255,255,255,n/e,n/e,n/e,1950,1950,1950
17.12.2022 08:00 - 17.12.2022 09:00,737,737,737,n/e,n/e,n/e,1917,1917,1917
17.12.2022 09:00 - 17.12.2022 10:00,1219,1219,1219,n/e,n/e,n/e,1875,1875,1875
17.12.2022 10:00 - 17.12.2022 11:00,1537,1537,1537,n/e,n/e,n/e,1835,1835,1835
17.12.2022 11:00 - 17.12.2022 12:00,1647,1647,1647,n/e,n/e,n/e,1820,1820,1820
