"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"12.09.2022 02:15 - 12.09.2022 02:30","7185","7072"
"12.09.2022 02:30 - 12.09.2022 02:45","7148","7093"
"12.09.2022 02:45 - 12.09.2022 03:00","7139","7032"
"12.09.2022 03:00 - 12.09.2022 03:15","7167","7033"
"12.09.2022 03:15 - 12.09.2022 03:30","7133","6988"
"12.09.2022 03:30 - 12.09.2022 03:45","7116","7057"
"12.09.2022 03:45 - 12.09.2022 04:00","7165","7039"
"12.09.2022 04:00 - 12.09.2022 04:15","7150","7160"
"12.09.2022 04:15 - 12.09.2022 04:30","7202","7136"
"12.09.2022 04:30 - 12.09.2022 04:45","7237","7088"
"12.09.2022 04:45 - 12.09.2022 05:00","7264","7136"
"12.09.2022 05:00 - 12.09.2022 05:15","7432","7304"
"12.09.2022 05:15 - 12.09.2022 05:30","7531","7414"
"12.09.2022 05:30 - 12.09.2022 05:45","7675","7576"
"12.09.2022 05:45 - 12.09.2022 06:00","7839","7718"
"12.09.2022 06:00 - 12.09.2022 06:15","8120","7999"
"12.09.2022 06:15 - 12.09.2022 06:30","8261","8317"
"12.09.2022 06:30 - 12.09.2022 06:45","8425","8545"
"12.09.2022 06:45 - 12.09.2022 07:00","8531","8769"
"12.09.2022 07:00 - 12.09.2022 07:15","8770","8897"
"12.09.2022 07:15 - 12.09.2022 07:30","8955","9007"
"12.09.2022 07:30 - 12.09.2022 07:45","9083","9191"
"12.09.2022 07:45 - 12.09.2022 08:00","9227","9350"
"12.09.2022 08:00 - 12.09.2022 08:15","9416","9407"
"12.09.2022 08:15 - 12.09.2022 08:30","9569","9531"
"12.09.2022 08:30 - 12.09.2022 08:45","9672","9616"
"12.09.2022 08:45 - 12.09.2022 09:00","9775","9700"
"12.09.2022 09:00 - 12.09.2022 09:15","9911","9856"
"12.09.2022 09:15 - 12.09.2022 09:30","9961","9893"
"12.09.2022 09:30 - 12.09.2022 09:45","10066","9927"
"12.09.2022 09:45 - 12.09.2022 10:00","10136","10006"
"12.09.2022 10:00 - 12.09.2022 10:15","10149","10035"
"12.09.2022 10:15 - 12.09.2022 10:30","10146","9984"
"12.09.2022 10:30 - 12.09.2022 10:45","10208","10066"
"12.09.2022 10:45 - 12.09.2022 11:00","10276","10063"
"12.09.2022 11:00 - 12.09.2022 11:15","10229","10025"
"12.09.2022 11:15 - 12.09.2022 11:30","10243","10085"
"12.09.2022 11:30 - 12.09.2022 11:45","10353","10106"
"12.09.2022 11:45 - 12.09.2022 12:00","10452","10128"
"12.09.2022 12:00 - 12.09.2022 12:15","10293","9960"
"12.09.2022 12:15 - 12.09.2022 12:30","10209","9909"
"12.09.2022 12:30 - 12.09.2022 12:45","10086","9817"
"12.09.2022 12:45 - 12.09.2022 13:00","10059","9853"
"12.09.2022 13:00 - 12.09.2022 13:15","10128","9635"
"12.09.2022 13:15 - 12.09.2022 13:30","10119","9656"
"12.09.2022 13:30 - 12.09.2022 13:45","10118","9828"
"12.09.2022 13:45 - 12.09.2022 14:00","10056","9694"
"12.09.2022 14:00 - 12.09.2022 14:15","10054","9681"
"12.09.2022 14:15 - 12.09.2022 14:30","10048","9662"
"12.09.2022 14:30 - 12.09.2022 14:45","10054","9700"
"12.09.2022 14:45 - 12.09.2022 15:00","10017","9657"
"12.09.2022 15:00 - 12.09.2022 15:15","10074","9658"
"12.09.2022 15:15 - 12.09.2022 15:30","10095","9492"
"12.09.2022 15:30 - 12.09.2022 15:45","10059","9407"
"12.09.2022 15:45 - 12.09.2022 16:00","10038","9533"
"12.09.2022 16:00 - 12.09.2022 16:15","10076","9604"
"12.09.2022 16:15 - 12.09.2022 16:30","9991","9710"
"12.09.2022 16:30 - 12.09.2022 16:45","9944","9801"
"12.09.2022 16:45 - 12.09.2022 17:00","9945","9693"
"12.09.2022 17:00 - 12.09.2022 17:15","10033","9723"
"12.09.2022 17:15 - 12.09.2022 17:30","9989","9762"
"12.09.2022 17:30 - 12.09.2022 17:45","10081","9950"
"12.09.2022 17:45 - 12.09.2022 18:00","10088","10005"
"12.09.2022 18:00 - 12.09.2022 18:15","10048","9845"
"12.09.2022 18:15 - 12.09.2022 18:30","10042","9772"
"12.09.2022 18:30 - 12.09.2022 18:45","9984","9784"
"12.09.2022 18:45 - 12.09.2022 19:00","9927","9726"
"12.09.2022 19:00 - 12.09.2022 19:15","9940","9559"
"12.09.2022 19:15 - 12.09.2022 19:30","9808","9455"
"12.09.2022 19:30 - 12.09.2022 19:45","9772","9418"
"12.09.2022 19:45 - 12.09.2022 20:00","9646","9448"
"12.09.2022 20:00 - 12.09.2022 20:15","9631","9740"
"12.09.2022 20:15 - 12.09.2022 20:30","9555","9786"
"12.09.2022 20:30 - 12.09.2022 20:45","9508","9757"
"12.09.2022 20:45 - 12.09.2022 21:00","9506","9618"
"12.09.2022 21:00 - 12.09.2022 21:15","9436","9544"
"12.09.2022 21:15 - 12.09.2022 21:30","9369","9338"
"12.09.2022 21:30 - 12.09.2022 21:45","9285","9260"
"12.09.2022 21:45 - 12.09.2022 22:00","9194","9011"
"12.09.2022 22:00 - 12.09.2022 22:15","9238","9036"
"12.09.2022 22:15 - 12.09.2022 22:30","9205","8906"
"12.09.2022 22:30 - 12.09.2022 22:45","9168","8794"
"12.09.2022 22:45 - 12.09.2022 23:00","9000","8607"
"12.09.2022 23:00 - 12.09.2022 23:15","8888","8565"
"12.09.2022 23:15 - 12.09.2022 23:30","8737","8410"
"12.09.2022 23:30 - 12.09.2022 23:45","8624","8252"
"12.09.2022 23:45 - 13.09.2022 00:00","8512","8026"
"13.09.2022 00:00 - 13.09.2022 00:15","8302","8070"
"13.09.2022 00:15 - 13.09.2022 00:30","8107","7977"
"13.09.2022 00:30 - 13.09.2022 00:45","8097","7906"
"13.09.2022 00:45 - 13.09.2022 01:00","8093","7793"
"13.09.2022 01:00 - 13.09.2022 01:15","7964","7741"
"13.09.2022 01:15 - 13.09.2022 01:30","7891","7590"
"13.09.2022 01:30 - 13.09.2022 01:45","7834","7424"
"13.09.2022 01:45 - 13.09.2022 02:00","7806","7388"
"13.09.2022 02:00 - 13.09.2022 02:15","7732","7329"
"13.09.2022 02:15 - 13.09.2022 02:30","7698","7437"
"13.09.2022 02:30 - 13.09.2022 02:45","7659","7480"
"13.09.2022 02:45 - 13.09.2022 03:00","7667","7509"
"13.09.2022 03:00 - 13.09.2022 03:15","7632","7422"
"13.09.2022 03:15 - 13.09.2022 03:30","7641","7456"
"13.09.2022 03:30 - 13.09.2022 03:45","7626","7435"
"13.09.2022 03:45 - 13.09.2022 04:00","7635","7511"
"13.09.2022 04:00 - 13.09.2022 04:15","7704","7691"
"13.09.2022 04:15 - 13.09.2022 04:30","7726","7640"
"13.09.2022 04:30 - 13.09.2022 04:45","7746","7769"
"13.09.2022 04:45 - 13.09.2022 05:00","7797","7857"
"13.09.2022 05:00 - 13.09.2022 05:15","7822","7974"
"13.09.2022 05:15 - 13.09.2022 05:30","7929","7836"
"13.09.2022 05:30 - 13.09.2022 05:45","8041","7964"
"13.09.2022 05:45 - 13.09.2022 06:00","8161","8230"
"13.09.2022 06:00 - 13.09.2022 06:15","8464","8574"
"13.09.2022 06:15 - 13.09.2022 06:30","8656","8876"
"13.09.2022 06:30 - 13.09.2022 06:45","8791","9059"
"13.09.2022 06:45 - 13.09.2022 07:00","8900","9188"
"13.09.2022 07:00 - 13.09.2022 07:15","9147","9549"
"13.09.2022 07:15 - 13.09.2022 07:30","9373","9672"
"13.09.2022 07:30 - 13.09.2022 07:45","9522","9789"
"13.09.2022 07:45 - 13.09.2022 08:00","9605","9869"
"13.09.2022 08:00 - 13.09.2022 08:15","9788","9962"
"13.09.2022 08:15 - 13.09.2022 08:30","9927","10096"
"13.09.2022 08:30 - 13.09.2022 08:45","10022","10101"
"13.09.2022 08:45 - 13.09.2022 09:00","10086","10264"
"13.09.2022 09:00 - 13.09.2022 09:15","10125","10402"
"13.09.2022 09:15 - 13.09.2022 09:30","10186","10516"
"13.09.2022 09:30 - 13.09.2022 09:45","10305","10648"
"13.09.2022 09:45 - 13.09.2022 10:00","10365","10637"
"13.09.2022 10:00 - 13.09.2022 10:15","10342","10637"
"13.09.2022 10:15 - 13.09.2022 10:30","10310","10726"
"13.09.2022 10:30 - 13.09.2022 10:45","10355","10820"
"13.09.2022 10:45 - 13.09.2022 11:00","10403","10834"
"13.09.2022 11:00 - 13.09.2022 11:15","10423","10878"
"13.09.2022 11:15 - 13.09.2022 11:30","10438","10857"
"13.09.2022 11:30 - 13.09.2022 11:45","10464","11007"
"13.09.2022 11:45 - 13.09.2022 12:00","10471","10995"
"13.09.2022 12:00 - 13.09.2022 12:15","10267","11012"
"13.09.2022 12:15 - 13.09.2022 12:30","10183","10827"
"13.09.2022 12:30 - 13.09.2022 12:45","10193","10559"
"13.09.2022 12:45 - 13.09.2022 13:00","10219","10506"
"13.09.2022 13:00 - 13.09.2022 13:15","10167","10515"
"13.09.2022 13:15 - 13.09.2022 13:30","10155","10570"
"13.09.2022 13:30 - 13.09.2022 13:45","10159","10478"
"13.09.2022 13:45 - 13.09.2022 14:00","10132","10671"
"13.09.2022 14:00 - 13.09.2022 14:15","10219","10595"
"13.09.2022 14:15 - 13.09.2022 14:30","10180","10624"
"13.09.2022 14:30 - 13.09.2022 14:45","10168","10545"
"13.09.2022 14:45 - 13.09.2022 15:00","10159","10334"
"13.09.2022 15:00 - 13.09.2022 15:15","10168","10363"
"13.09.2022 15:15 - 13.09.2022 15:30","10091","10374"
"13.09.2022 15:30 - 13.09.2022 15:45","10097","10383"
"13.09.2022 15:45 - 13.09.2022 16:00","10108","10344"
"13.09.2022 16:00 - 13.09.2022 16:15","10248","10353"
"13.09.2022 16:15 - 13.09.2022 16:30","10200","10225"
"13.09.2022 16:30 - 13.09.2022 16:45","10243","10273"
"13.09.2022 16:45 - 13.09.2022 17:00","10226","10364"
"13.09.2022 17:00 - 13.09.2022 17:15","10216","10319"
"13.09.2022 17:15 - 13.09.2022 17:30","10225","10357"
"13.09.2022 17:30 - 13.09.2022 17:45","10288","10436"
"13.09.2022 17:45 - 13.09.2022 18:00","10329","10473"
"13.09.2022 18:00 - 13.09.2022 18:15","10247","10374"
"13.09.2022 18:15 - 13.09.2022 18:30","10263","10322"
"13.09.2022 18:30 - 13.09.2022 18:45","10213","10311"
"13.09.2022 18:45 - 13.09.2022 19:00","10117","10297"
"13.09.2022 19:00 - 13.09.2022 19:15","10118","10172"
"13.09.2022 19:15 - 13.09.2022 19:30","9993","10064"
"13.09.2022 19:30 - 13.09.2022 19:45","9931","9982"
"13.09.2022 19:45 - 13.09.2022 20:00","9837","9862"
"13.09.2022 20:00 - 13.09.2022 20:15","9799","9870"
"13.09.2022 20:15 - 13.09.2022 20:30","9708","9948"
"13.09.2022 20:30 - 13.09.2022 20:45","9678","9862"
"13.09.2022 20:45 - 13.09.2022 21:00","9712","9729"
"13.09.2022 21:00 - 13.09.2022 21:15","9538","9613"
"13.09.2022 21:15 - 13.09.2022 21:30","9483","9480"
"13.09.2022 21:30 - 13.09.2022 21:45","9379","9275"
"13.09.2022 21:45 - 13.09.2022 22:00","9250","9157"
"13.09.2022 22:00 - 13.09.2022 22:15","9227","9132"
"13.09.2022 22:15 - 13.09.2022 22:30","9138","9035"
"13.09.2022 22:30 - 13.09.2022 22:45","9082","8998"
"13.09.2022 22:45 - 13.09.2022 23:00","8956","8900"
"13.09.2022 23:00 - 13.09.2022 23:15","8845","8797"
"13.09.2022 23:15 - 13.09.2022 23:30","8761","8582"
"13.09.2022 23:30 - 13.09.2022 23:45","8640","8469"
"13.09.2022 23:45 - 14.09.2022 00:00","8487","8326"
"14.09.2022 00:00 - 14.09.2022 00:15","8220","8200"
"14.09.2022 00:15 - 14.09.2022 00:30","8142","8078"
"14.09.2022 00:30 - 14.09.2022 00:45","8061","8071"
"14.09.2022 00:45 - 14.09.2022 01:00","8039","8006"
"14.09.2022 01:00 - 14.09.2022 01:15","7910","7966"
"14.09.2022 01:15 - 14.09.2022 01:30","7842","7839"
"14.09.2022 01:30 - 14.09.2022 01:45","7706","7777"
"14.09.2022 01:45 - 14.09.2022 02:00","7663","7745"
"14.09.2022 02:00 - 14.09.2022 02:15","7673","7679"
"14.09.2022 02:15 - 14.09.2022 02:30","7639","7636"
"14.09.2022 02:30 - 14.09.2022 02:45","7601","7578"
"14.09.2022 02:45 - 14.09.2022 03:00","7608","7595"
"14.09.2022 03:00 - 14.09.2022 03:15","7574","7504"
"14.09.2022 03:15 - 14.09.2022 03:30","7583","7562"
"14.09.2022 03:30 - 14.09.2022 03:45","7568","7549"
"14.09.2022 03:45 - 14.09.2022 04:00","7577","7520"
"14.09.2022 04:00 - 14.09.2022 04:15","7714","7630"
"14.09.2022 04:15 - 14.09.2022 04:30","7736","7613"
"14.09.2022 04:30 - 14.09.2022 04:45","7756","7671"
"14.09.2022 04:45 - 14.09.2022 05:00","7807","7723"
"14.09.2022 05:00 - 14.09.2022 05:15","7884","7814"
"14.09.2022 05:15 - 14.09.2022 05:30","7992","7811"
"14.09.2022 05:30 - 14.09.2022 05:45","8105","7932"
"14.09.2022 05:45 - 14.09.2022 06:00","8225","8156"
"14.09.2022 06:00 - 14.09.2022 06:15","8565","8434"
"14.09.2022 06:15 - 14.09.2022 06:30","8759","8762"
"14.09.2022 06:30 - 14.09.2022 06:45","8896","8951"
"14.09.2022 06:45 - 14.09.2022 07:00","9006","9094"
"14.09.2022 07:00 - 14.09.2022 07:15","9245","9302"
"14.09.2022 07:15 - 14.09.2022 07:30","9474","9408"
"14.09.2022 07:30 - 14.09.2022 07:45","9625","9595"
"14.09.2022 07:45 - 14.09.2022 08:00","9708","9783"
"14.09.2022 08:00 - 14.09.2022 08:15","9816","9909"
"14.09.2022 08:15 - 14.09.2022 08:30","9955","9919"
"14.09.2022 08:30 - 14.09.2022 08:45","10051","10071"
"14.09.2022 08:45 - 14.09.2022 09:00","10115","10203"
"14.09.2022 09:00 - 14.09.2022 09:15","10243","10256"
"14.09.2022 09:15 - 14.09.2022 09:30","10304","10238"
"14.09.2022 09:30 - 14.09.2022 09:45","10425","10386"
"14.09.2022 09:45 - 14.09.2022 10:00","10485","10507"
"14.09.2022 10:00 - 14.09.2022 10:15","10519","10406"
"14.09.2022 10:15 - 14.09.2022 10:30","10489","10490"
"14.09.2022 10:30 - 14.09.2022 10:45","10535","10540"
"14.09.2022 10:45 - 14.09.2022 11:00","10588","10633"
"14.09.2022 11:00 - 14.09.2022 11:15","10580","10637"
"14.09.2022 11:15 - 14.09.2022 11:30","10601","10640"
"14.09.2022 11:30 - 14.09.2022 11:45","10631","10750"
"14.09.2022 11:45 - 14.09.2022 12:00","10644","10605"
"14.09.2022 12:00 - 14.09.2022 12:15","10544","10531"
"14.09.2022 12:15 - 14.09.2022 12:30","10461","10561"
"14.09.2022 12:30 - 14.09.2022 12:45","10462","10659"
"14.09.2022 12:45 - 14.09.2022 13:00","10483","10596"
"14.09.2022 13:00 - 14.09.2022 13:15","10364","10631"
"14.09.2022 13:15 - 14.09.2022 13:30","10345","10677"
"14.09.2022 13:30 - 14.09.2022 13:45","10347","10656"
"14.09.2022 13:45 - 14.09.2022 14:00","10314","10504"
"14.09.2022 14:00 - 14.09.2022 14:15","10211","10654"
"14.09.2022 14:15 - 14.09.2022 14:30","10167","10604"
"14.09.2022 14:30 - 14.09.2022 14:45","10151","10652"
"14.09.2022 14:45 - 14.09.2022 15:00","10143","10524"
"14.09.2022 15:00 - 14.09.2022 15:15","10189","10550"
"14.09.2022 15:15 - 14.09.2022 15:30","10109","10456"
"14.09.2022 15:30 - 14.09.2022 15:45","10114","10340"
"14.09.2022 15:45 - 14.09.2022 16:00","10122","10321"
"14.09.2022 16:00 - 14.09.2022 16:15","10222","10112"
"14.09.2022 16:15 - 14.09.2022 16:30","10172","10214"
"14.09.2022 16:30 - 14.09.2022 16:45","10215","10185"
"14.09.2022 16:45 - 14.09.2022 17:00","10197","10196"
"14.09.2022 17:00 - 14.09.2022 17:15","10288","10079"
"14.09.2022 17:15 - 14.09.2022 17:30","10295","10100"
"14.09.2022 17:30 - 14.09.2022 17:45","10362","10287"
"14.09.2022 17:45 - 14.09.2022 18:00","10405","10277"
"14.09.2022 18:00 - 14.09.2022 18:15","10270","10279"
"14.09.2022 18:15 - 14.09.2022 18:30","10282","10222"
"14.09.2022 18:30 - 14.09.2022 18:45","10225","10150"
"14.09.2022 18:45 - 14.09.2022 19:00","10124","10212"
"14.09.2022 19:00 - 14.09.2022 19:15","10154","10028"
"14.09.2022 19:15 - 14.09.2022 19:30","10028","9952"
"14.09.2022 19:30 - 14.09.2022 19:45","9967","9859"
"14.09.2022 19:45 - 14.09.2022 20:00","9873","9775"
"14.09.2022 20:00 - 14.09.2022 20:15","9876","9711"
"14.09.2022 20:15 - 14.09.2022 20:30","9797","9704"
"14.09.2022 20:30 - 14.09.2022 20:45","9787","9666"
"14.09.2022 20:45 - 14.09.2022 21:00","9834","9541"
"14.09.2022 21:00 - 14.09.2022 21:15","9657","9433"
"14.09.2022 21:15 - 14.09.2022 21:30","9589","9289"
"14.09.2022 21:30 - 14.09.2022 21:45","9478","9205"
"14.09.2022 21:45 - 14.09.2022 22:00","9350","9095"
"14.09.2022 22:00 - 14.09.2022 22:15","9251","9123"
"14.09.2022 22:15 - 14.09.2022 22:30","9166","9016"
"14.09.2022 22:30 - 14.09.2022 22:45","9110","8978"
"14.09.2022 22:45 - 14.09.2022 23:00","8985","8709"
"14.09.2022 23:00 - 14.09.2022 23:15","8852","8653"
"14.09.2022 23:15 - 14.09.2022 23:30","8769","8539"
"14.09.2022 23:30 - 14.09.2022 23:45","8651","8394"
"14.09.2022 23:45 - 15.09.2022 00:00","8497","8296"
"15.09.2022 00:00 - 15.09.2022 00:15","8380","8248"
"15.09.2022 00:15 - 15.09.2022 00:30","8246","8143"
"15.09.2022 00:30 - 15.09.2022 00:45","8175","8026"
"15.09.2022 00:45 - 15.09.2022 01:00","8144","7894"
"15.09.2022 01:00 - 15.09.2022 01:15","8031","7850"
"15.09.2022 01:15 - 15.09.2022 01:30","7917","7889"
"15.09.2022 01:30 - 15.09.2022 01:45","7801","7738"
"15.09.2022 01:45 - 15.09.2022 02:00","7760","7631"
"15.09.2022 02:00 - 15.09.2022 02:15","7744","7715"
"15.09.2022 02:15 - 15.09.2022 02:30","7743","7657"
"15.09.2022 02:30 - 15.09.2022 02:45","7743","7659"
"15.09.2022 02:45 - 15.09.2022 03:00","7716","7578"
"15.09.2022 03:00 - 15.09.2022 03:15","7705","7429"
"15.09.2022 03:15 - 15.09.2022 03:30","7720","7428"
"15.09.2022 03:30 - 15.09.2022 03:45","7682","7498"
"15.09.2022 03:45 - 15.09.2022 04:00","7682","7574"
"15.09.2022 04:00 - 15.09.2022 04:15","7674","7544"
"15.09.2022 04:15 - 15.09.2022 04:30","7721","7589"
"15.09.2022 04:30 - 15.09.2022 04:45","7757","7741"
"15.09.2022 04:45 - 15.09.2022 05:00","7804","7597"
"15.09.2022 05:00 - 15.09.2022 05:15","7899","7866"
"15.09.2022 05:15 - 15.09.2022 05:30","7954","7787"
"15.09.2022 05:30 - 15.09.2022 05:45","8071","7969"
"15.09.2022 05:45 - 15.09.2022 06:00","8203","8112"
"15.09.2022 06:00 - 15.09.2022 06:15","8591","8345"
"15.09.2022 06:15 - 15.09.2022 06:30","8806","8648"
"15.09.2022 06:30 - 15.09.2022 06:45","8965","8908"
"15.09.2022 06:45 - 15.09.2022 07:00","9095","9124"
"15.09.2022 07:00 - 15.09.2022 07:15","9329","9259"
"15.09.2022 07:15 - 15.09.2022 07:30","9496","9347"
"15.09.2022 07:30 - 15.09.2022 07:45","9603","9443"
"15.09.2022 07:45 - 15.09.2022 08:00","9725","9641"
"15.09.2022 08:00 - 15.09.2022 08:15","9824","9716"
"15.09.2022 08:15 - 15.09.2022 08:30","9919","9713"
"15.09.2022 08:30 - 15.09.2022 08:45","10017","9911"
"15.09.2022 08:45 - 15.09.2022 09:00","10108","10046"
"15.09.2022 09:00 - 15.09.2022 09:15","10191","10181"
"15.09.2022 09:15 - 15.09.2022 09:30","10261","10256"
"15.09.2022 09:30 - 15.09.2022 09:45","10367","10281"
"15.09.2022 09:45 - 15.09.2022 10:00","10424","10195"
"15.09.2022 10:00 - 15.09.2022 10:15","10373","10243"
"15.09.2022 10:15 - 15.09.2022 10:30","10371","10286"
"15.09.2022 10:30 - 15.09.2022 10:45","10417","10276"
"15.09.2022 10:45 - 15.09.2022 11:00","10457","10206"
"15.09.2022 11:00 - 15.09.2022 11:15","10456","10172"
"15.09.2022 11:15 - 15.09.2022 11:30","10472","10263"
"15.09.2022 11:30 - 15.09.2022 11:45","10497","10263"
"15.09.2022 11:45 - 15.09.2022 12:00","10539","10292"
"15.09.2022 12:00 - 15.09.2022 12:15","10368","10054"
"15.09.2022 12:15 - 15.09.2022 12:30","10247","9817"
"15.09.2022 12:30 - 15.09.2022 12:45","10199","9830"
"15.09.2022 12:45 - 15.09.2022 13:00","10230","9866"
"15.09.2022 13:00 - 15.09.2022 13:15","10204","9979"
"15.09.2022 13:15 - 15.09.2022 13:30","10160","9975"
"15.09.2022 13:30 - 15.09.2022 13:45","10143","9983"
"15.09.2022 13:45 - 15.09.2022 14:00","10128","10079"
"15.09.2022 14:00 - 15.09.2022 14:15","10139","10222"
"15.09.2022 14:15 - 15.09.2022 14:30","10097","9993"
"15.09.2022 14:30 - 15.09.2022 14:45","10063","10135"
"15.09.2022 14:45 - 15.09.2022 15:00","10039","10133"
"15.09.2022 15:00 - 15.09.2022 15:15","10051","10054"
"15.09.2022 15:15 - 15.09.2022 15:30","9992","9767"
"15.09.2022 15:30 - 15.09.2022 15:45","9961","9705"
"15.09.2022 15:45 - 15.09.2022 16:00","9990","9761"
"15.09.2022 16:00 - 15.09.2022 16:15","9969","9815"
"15.09.2022 16:15 - 15.09.2022 16:30","9940","9705"
"15.09.2022 16:30 - 15.09.2022 16:45","9950","9716"
"15.09.2022 16:45 - 15.09.2022 17:00","9959","9818"
"15.09.2022 17:00 - 15.09.2022 17:15","10035","9719"
"15.09.2022 17:15 - 15.09.2022 17:30","10051","9725"
"15.09.2022 17:30 - 15.09.2022 17:45","10135","9865"
"15.09.2022 17:45 - 15.09.2022 18:00","10169","9942"
"15.09.2022 18:00 - 15.09.2022 18:15","10206","9970"
"15.09.2022 18:15 - 15.09.2022 18:30","10206","9910"
"15.09.2022 18:30 - 15.09.2022 18:45","10179","9875"
"15.09.2022 18:45 - 15.09.2022 19:00","10101","9905"
"15.09.2022 19:00 - 15.09.2022 19:15","10100","9758"
"15.09.2022 19:15 - 15.09.2022 19:30","9990","9714"
"15.09.2022 19:30 - 15.09.2022 19:45","9928","9714"
"15.09.2022 19:45 - 15.09.2022 20:00","9845","9658"
"15.09.2022 20:00 - 15.09.2022 20:15","9899","9683"
"15.09.2022 20:15 - 15.09.2022 20:30","9878","9757"
"15.09.2022 20:30 - 15.09.2022 20:45","9887","9628"
"15.09.2022 20:45 - 15.09.2022 21:00","9842","9486"
"15.09.2022 21:00 - 15.09.2022 21:15","9606","9426"
"15.09.2022 21:15 - 15.09.2022 21:30","9479","9232"
"15.09.2022 21:30 - 15.09.2022 21:45","9387","9099"
"15.09.2022 21:45 - 15.09.2022 22:00","9241","8995"
"15.09.2022 22:00 - 15.09.2022 22:15","9217","8919"
"15.09.2022 22:15 - 15.09.2022 22:30","9156","9005"
"15.09.2022 22:30 - 15.09.2022 22:45","9113","8994"
"15.09.2022 22:45 - 15.09.2022 23:00","8969","8951"
"15.09.2022 23:00 - 15.09.2022 23:15","8820","8766"
"15.09.2022 23:15 - 15.09.2022 23:30","8723","8558"
"15.09.2022 23:30 - 15.09.2022 23:45","8617","8567"
"15.09.2022 23:45 - 16.09.2022 00:00","8458","8416"
"16.09.2022 00:00 - 16.09.2022 00:15","8256","8212"
"16.09.2022 00:15 - 16.09.2022 00:30","8129","7941"
"16.09.2022 00:30 - 16.09.2022 00:45","8054","7934"
"16.09.2022 00:45 - 16.09.2022 01:00","8011","7861"
"16.09.2022 01:00 - 16.09.2022 01:15","8021","7908"
"16.09.2022 01:15 - 16.09.2022 01:30","7925","7811"
"16.09.2022 01:30 - 16.09.2022 01:45","7806","7731"
"16.09.2022 01:45 - 16.09.2022 02:00","7761","7888"
"16.09.2022 02:00 - 16.09.2022 02:15","7679","7738"
"16.09.2022 02:15 - 16.09.2022 02:30","7677","7737"
"16.09.2022 02:30 - 16.09.2022 02:45","7673","7859"
"16.09.2022 02:45 - 16.09.2022 03:00","7656","7842"
"16.09.2022 03:00 - 16.09.2022 03:15","7589","7599"
"16.09.2022 03:15 - 16.09.2022 03:30","7610","7510"
"16.09.2022 03:30 - 16.09.2022 03:45","7576","7468"
"16.09.2022 03:45 - 16.09.2022 04:00","7574","7063"
"16.09.2022 04:00 - 16.09.2022 04:15","7587","7124"
"16.09.2022 04:15 - 16.09.2022 04:30","7627","7265"
"16.09.2022 04:30 - 16.09.2022 04:45","7662","7566"
"16.09.2022 04:45 - 16.09.2022 05:00","7705","7520"
"16.09.2022 05:00 - 16.09.2022 05:15","7819","7619"
"16.09.2022 05:15 - 16.09.2022 05:30","7868","7705"
"16.09.2022 05:30 - 16.09.2022 05:45","7987","7771"
"16.09.2022 05:45 - 16.09.2022 06:00","8129","7888"
"16.09.2022 06:00 - 16.09.2022 06:15","8436","8338"
"16.09.2022 06:15 - 16.09.2022 06:30","8662","8606"
"16.09.2022 06:30 - 16.09.2022 06:45","8823","8854"
"16.09.2022 06:45 - 16.09.2022 07:00","8949","9060"
"16.09.2022 07:00 - 16.09.2022 07:15","9228","9256"
"16.09.2022 07:15 - 16.09.2022 07:30","9381","9261"
"16.09.2022 07:30 - 16.09.2022 07:45","9499","9474"
"16.09.2022 07:45 - 16.09.2022 08:00","9631","9463"
"16.09.2022 08:00 - 16.09.2022 08:15","9831","9571"
"16.09.2022 08:15 - 16.09.2022 08:30","9917","9457"
"16.09.2022 08:30 - 16.09.2022 08:45","10021","9728"
"16.09.2022 08:45 - 16.09.2022 09:00","10116","9869"
"16.09.2022 09:00 - 16.09.2022 09:15","10135","9852"
"16.09.2022 09:15 - 16.09.2022 09:30","10188","10018"
"16.09.2022 09:30 - 16.09.2022 09:45","10289","10118"
"16.09.2022 09:45 - 16.09.2022 10:00","10352","10128"
"16.09.2022 10:00 - 16.09.2022 10:15","10246","10094"
"16.09.2022 10:15 - 16.09.2022 10:30","10255","10116"
"16.09.2022 10:30 - 16.09.2022 10:45","10305","10087"
"16.09.2022 10:45 - 16.09.2022 11:00","10351","10073"
"16.09.2022 11:00 - 16.09.2022 11:15","10376","10187"
"16.09.2022 11:15 - 16.09.2022 11:30","10394","10012"
"16.09.2022 11:30 - 16.09.2022 11:45","10429","10191"
"16.09.2022 11:45 - 16.09.2022 12:00","10449","10205"
